"","Population","Region","year","max5dprcp_spawn","mnprcp_rear","maxq_spawn","medq_rear","mean_swe","cdd_rear","maxDaily_spawn","maxDaily_migrate","maxWeekly_migrate","daysGT17_migrate","cddGT17_migrate"
"22","Aniak","Kuskokwim",2001,450854.499263763,19485.0570906916,175.10156,113.265625,201.509644592971,1431.43743792735,12.3846196543992,14.5021532890306,13.5936425950715,0,0
"23","Aniak","Kuskokwim",2002,285266.089940071,11987.8443404729,176.67969,66.75,67.2082296361506,1400.27960752392,11.6804428539229,19.0105413317711,18.0988252260932,28,22.1781436402011
"24","Aniak","Kuskokwim",2003,298020.779955864,11815.8181541087,232.5,103.03125,88.4211742028995,1345.36352698081,11.8981731211153,17.0782792850454,17.9123162347556,2,8.57714390973931
"25","Aniak","Kuskokwim",2004,340790.190023303,12472.6419560479,117.578125,45.515625,130.366425220577,1414.55981491678,11.8972917689204,17.1353553179994,16.7385243641837,4,0.532462162961899
"26","Aniak","Kuskokwim",2005,274861.230137825,14035.1363136152,198.89844,76.44531,118.866069883288,1408.33799397759,11.6804428539229,18.6052794773099,18.2312386877292,33,22.254354411688
"27","Aniak","Kuskokwim",2006,280480.860159874,12955.9634778864,415.79688,95.265625,94.691186210421,1354.32144294619,11.6500677511495,17.4518202565902,17.1798839864092,6,3.10524055329035
"28","Aniak","Kuskokwim",2007,235721.830098867,13570.693483687,197.32031,97.34375,66.7623645448627,1382.73732902962,11.96326896667,18.246464158925,18.1084066934055,20,19.5186537529532
"29","Aniak","Kuskokwim",2008,233502.700009882,10650.7719625381,130.78125,109.953125,220.39185061583,1425.34296822115,12.0952791353115,13.7595487236133,13.4146926067567,0,0
"30","Aniak","Kuskokwim",2009,197202.10000205,9671.50006331484,186.27344,66.875,186.920891334904,1501.51199788774,12.620424659016,17.2192036667365,16.7615509134468,4,0.5984559411717
"31","Aniak","Kuskokwim",2010,205530.970077872,10707.0315763358,249.05469,128.0625,90.607699693996,1371.97725000799,11.9243095162547,16.8999420323098,16.5728465353959,0,1.718633215628
"32","Aniak","Kuskokwim",2011,211214.770035505,10145.5376355531,180.5,118.109375,143.996975191622,1359.56984359996,11.8890260060282,16.3585555287376,15.30634261365,0,0.435301458227332
"33","Aniak","Kuskokwim",2012,294641.250001265,15600.2541159194,314.60938,156.5,156.011248543769,1328.61359789171,12.5772780445148,15.0604242356798,14.4924466534321,0,0
"34","Aniak","Kuskokwim",2013,249988.770019054,9928.65934254033,332.40625,64.359375,142.973707294809,1414.26160616666,12.5149518461854,18.4261625628568,18.0072192418816,16,21.9679405452823
"35","Aniak","Kuskokwim",2014,136126.509985447,10922.1542203225,338.75,69.9375,28.1325270891285,1401.91547073398,11.96326896667,17.1216574129587,16.9562614085752,1,0.600798645905048
"36","Aniak","Kuskokwim",2015,482302.460075378,15553.0303938182,194.5,72.453125,35.4626876909251,1398.40633759012,11.9484025472443,18.1214134361272,17.8945924850354,23,18.3602610759165
"37","Aniak","Kuskokwim",2016,286510.210016966,17561.0531383075,307.4375,150.67188,43.1339662817648,1435.73205017056,11.9475549169055,16.12742877714,15.9086394855354,0,0
"38","Aniak","Kuskokwim",2017,322094.670043468,14371.9501300598,343.83594,121.09375,98.8858470526243,1416.6582677117,11.8807801052657,18.1214134361272,18.0646813778479,27,25.8048585783681
"39","Aniak","Kuskokwim",2018,268444.670006037,14123.2352022992,217.08594,127.125,125.294114852899,1345.58263969316,11.8062425628888,16.4615979146404,15.7917252358832,0,0
"40","George","Kuskokwim",1980,112909.480005026,8240.59333292923,112.328125,88.4375,36.648290137943,1406.72468500224,13.4330711306553,15.1363948582575,14.2370984878323,0,0.36497223887606
"41","George","Kuskokwim",1981,111562.940010548,6970.89592221643,78.796875,51.296875,73.1067439012447,1300.5367840856,12.5479676978983,16.5228919431197,15.6544368386116,0,6.86026069516965
"42","George","Kuskokwim",1982,179121.079962254,9439.66401274271,167.92188,93.828125,136.030092649769,1253.03843081521,12.5963661852327,15.2905683025074,14.724418120955,0,8.6244161118531
"43","George","Kuskokwim",1983,163943.020058334,5586.45973897084,115.96875,43.554688,38.1377993001904,1554.66842174183,14.4465929393602,17.4170703774293,16.9587192299392,3,0.992141383704112
"44","George","Kuskokwim",1984,133983.940025568,5534.0530082697,64.546875,35,155.326888505464,1439.64612464939,12.7595482068663,16.4643453325383,15.5855089753338,0,3.64015182610712
"45","George","Kuskokwim",1985,170774.619969368,10239.8473048428,196.85938,95.015625,264.520321835866,1342.42793840034,15.4240715088621,14.4694307706558,13.5446133991699,0,8.13516978051337
"46","George","Kuskokwim",1986,165464.040049314,8189.84782947986,166.25,63.15625,46.9083938172119,1404.62531010011,11.4730138035128,16.4023698166387,16.0169021610686,0,1.21657412958687
"47","George","Kuskokwim",1987,123753.829952478,6312.34348769596,92.03125,68.40625,172.213076035724,1223.46679103365,10.8955343637547,14.8292617906875,14.2729810506452,0,2.61180874936399
"48","George","Kuskokwim",1988,104322.86007452,7265.11783831459,66.59375,45.5,89.4463430435351,1374.08923401333,14.2839923798125,17.4012227603863,16.3134079798049,2,0.548475988193275
"49","George","Kuskokwim",1989,194163.880046844,8482.97986788349,143,95.1875,148.593269774658,1180.11567431611,10.8480638526617,15.7344198010231,15.2340541760069,0,0
"50","George","Kuskokwim",1990,143872.650077105,7951.86631657513,114.640625,65.78125,238.902786924821,1574.2627718879,16.6494127745507,16.6645871898364,15.8550911087953,0,0
"51","George","Kuskokwim",1991,138985.340062618,5331.54309538726,74.640625,47.1875,114.644657689478,1478.24611339605,13.0443994047271,16.55824183581,16.2389051375147,0,0
"52","George","Kuskokwim",1992,153572.090009075,5345.73255191346,90.140625,39.484375,121.120553577632,1523.54466375035,15.10698667913,17.0206989324255,16.752450658494,1,19.5131790790787
"53","George","Kuskokwim",1993,166605.130063534,7257.48638124238,196.29688,68.625,93.4650885855303,1443.27356115822,16.1849950701763,17.9793097400625,17.2758658886597,5,2.93732077838476
"54","George","Kuskokwim",1994,248656.330003738,6197.72684230273,114.984375,78.59375,172.120335533406,1261.80789118634,11.6474099674403,14.65392551143,14.0333236295732,0,0
"55","George","Kuskokwim",1995,177537.559971929,6432.89533050076,86.296875,43.234375,32.3759558323719,1533.57173529212,13.9292185536201,17.6062805710671,16.2246648427419,1,0.606280571067117
"56","George","Kuskokwim",1996,148758.690025166,6222.61993499092,93.046875,41.328125,94.8445841568447,1465.69637165412,11.29865722873,18.0932224695521,17.9531203489368,20,13.0306314619987
"57","George","Kuskokwim",1997,228989.679997087,3893.76638149763,100.13281,25.171875,118.879560944427,1762.04310834473,16.3090006945514,17.6120540184071,17.2854863905145,10,3.1108274017763
"58","George","Kuskokwim",1998,121057.209989905,9157.11315850204,162.29688,102.9375,42.3661658383534,1302.82366702809,12.8075355930012,15.4969569595465,15.2751712838791,0,2.72823728110169
"59","George","Kuskokwim",1999,140369.560052881,6107.52440871198,88.421875,72.5625,62.361908966493,1405.10369907697,12.8029627261456,15.9565949798278,15.6185825382108,0,0
"60","George","Kuskokwim",2000,134001.709984422,5392.45621026884,95.84375,55.421875,70.427823804008,1376.8371259472,11.7287439288234,18.2807984543894,17.6918139132344,16,8.58575370877115
"61","George","Kuskokwim",2001,230961.969982803,9675.82407988482,105.25,65.21875,156.596130389819,1342.12084666076,13.9441418088726,14.5021532890306,13.5936425950715,0,0
"62","George","Kuskokwim",2002,162863.949995279,6312.3284868837,73.53125,36.015625,86.1782574764155,1498.52462057267,16.2711746653334,19.0105413317711,18.0988252260932,28,22.1781436402011
"63","George","Kuskokwim",2003,192258.170013309,7391.22829049724,99.09375,65.1875,94.294505056647,1368.8159617829,13.6997006614308,17.0782792850454,17.9123162347556,2,8.57714390973931
"64","George","Kuskokwim",2004,352029.029956652,6511.31575319254,64.61719,29.078125,178.022503395382,1673.03681719623,15.7151654528089,17.1353553179994,16.7385243641837,4,0.532462162961899
"65","George","Kuskokwim",2005,156986.930005461,7277.19473661843,81.02344,46.78125,109.01608399328,1610.37542571701,16.355532486276,18.6052794773099,18.2312386877292,33,22.254354411688
"66","George","Kuskokwim",2006,176505.249988556,6817.52954163232,145.25,53.1875,67.9558712096119,1358.83572654295,13.9425492703121,17.4518202565902,17.1798839864092,6,3.10524055329035
"67","George","Kuskokwim",2007,156092.810011864,8409.12763096564,87.3125,49.734375,39.5687565003815,1712.00109724118,13.2086173627203,18.246464158925,18.1084066934055,20,19.5186537529532
"68","George","Kuskokwim",2008,92782.4799770117,5413.28405185045,58.476562,57.96875,120.927782947633,1454.14451439555,13.9773220784567,13.7595487236133,13.4146926067567,0,0
"69","George","Kuskokwim",2009,121757.300265551,4903.67921033125,52.15625,28.78125,200.974976917493,1659.74416406549,15.8309203138865,17.2192036667365,16.7615509134468,4,0.5984559411717
"70","George","Kuskokwim",2010,176741.660037398,6180.02743469329,131.30469,49.421875,68.5728660731215,1463.19524491752,13.0490594751952,16.8999420323098,16.5728465353959,0,1.718633215628
"71","George","Kuskokwim",2011,143199.28994751,6177.66776436548,92.515625,45.609375,171.806822968986,1404.96687255677,11.8479739988405,16.3585555287376,15.30634261365,0,0.435301458227332
"72","George","Kuskokwim",2012,161613.11001101,9973.58405440258,184.1875,81.125,120.569768224778,1323.16936444344,11.8766213571763,15.0604242356798,14.4924466534321,0,0
"73","George","Kuskokwim",2013,192047.50998354,6132.49631780464,198.47656,48.25,111.511300851839,1493.72720902103,17.0641990908065,18.4261625628568,18.0072192418816,16,21.9679405452823
"74","George","Kuskokwim",2014,73527.9000247717,6271.66927705938,186.5625,46.03125,31.971966195243,1598.52055577824,15.0565250438598,17.1216574129587,16.9562614085752,1,0.600798645905048
"75","George","Kuskokwim",2015,230570.890050173,8183.08506789812,115.0625,44.03125,44.611188971772,1602.25979629154,15.6038899596721,18.1214134361272,17.8945924850354,23,18.3602610759165
"76","George","Kuskokwim",2016,187641.290008783,11583.0900654536,152.08594,74.8125,37.6548622873586,1625.58111300596,13.6529576646318,16.12742877714,15.9086394855354,0,0
"77","George","Kuskokwim",2017,176822.529975891,8361.50684395379,148.16406,50.484375,62.3198527915295,1655.60917488923,13.0571773261089,18.1214134361272,18.0646813778479,27,25.8048585783681
"78","George","Kuskokwim",2018,179023.640069829,9111.64381851758,95.71875,72.609375,111.517949299101,1451.26524786497,15.6047746757913,16.4615979146404,15.7917252358832,0,0
"79","Goodnews","Kuskokwim",1980,32772.1800523996,3120.00856266152,53.875,21.90625,8.76979972071478,1570.39459418594,13.9274340497028,15.1363948582575,14.2370984878323,0,0.36497223887606
"80","Goodnews","Kuskokwim",1981,43481.5899853706,1904.70664491164,47.578125,8.9375,29.3042056487304,1525.50312275737,14.9796135533724,16.5228919431197,15.6544368386116,0,6.86026069516965
"81","Goodnews","Kuskokwim",1982,57322.1899957657,3393.46749992825,96.296875,35.90625,90.4175566608342,1386.97171164552,14.2492154846223,15.2905683025074,14.724418120955,0,8.6244161118531
"82","Goodnews","Kuskokwim",1983,39797.5499910116,1529.82671077084,68.10156,10.34375,0.202696929925752,1541.75022422562,13.8527927677037,17.4170703774293,16.9587192299392,3,0.992141383704112
"83","Goodnews","Kuskokwim",1984,51935.5999958515,1500.43280967504,25.5,11.78125,12.1430440439242,1554.8710970968,14.6296355064198,16.4643453325383,15.5855089753338,0,3.64015182610712
"84","Goodnews","Kuskokwim",1985,43868.8600096703,1139.55046083342,74.203125,27.984375,16.5088384460225,1410.47550226746,14.9629129990712,14.4694307706558,13.5446133991699,0,8.13516978051337
"85","Goodnews","Kuskokwim",1986,55021.8199784756,1636.15993377733,51.421875,24.078125,7.07132175527961,1613.61007071598,13.2710791099471,16.4023698166387,16.0169021610686,0,1.21657412958687
"86","Goodnews","Kuskokwim",1987,50336.8900053501,1541.41980305987,47.570312,16.671875,2.87029372929074,1627.70126770829,15.0722465374552,14.8292617906875,14.2729810506452,0,2.61180874936399
"87","Goodnews","Kuskokwim",1988,49555.8599743843,999.243006456254,44.828125,18,200.021414936305,1412.99801805827,13.9314907788407,17.4012227603863,16.3134079798049,2,0.548475988193275
"88","Goodnews","Kuskokwim",1989,30359.449996233,1920.78881556066,70.453125,32.5,118.439065459574,1349.43149166253,12.6021514112527,15.7344198010231,15.2340541760069,0,0
"89","Goodnews","Kuskokwim",1990,46371.289988637,2276.21092135275,46.671875,20.65625,325.756194864637,1418.04065431976,15.119545539994,16.6645871898364,15.8550911087953,0,0
"90","Goodnews","Kuskokwim",1991,21397.6700139046,1310.17019650675,62.890625,19.90625,102.138811709884,1430.58297339211,13.0345933452388,16.55824183581,16.2389051375147,0,0
"91","Goodnews","Kuskokwim",1992,32175.4400225878,1527.50509894431,33.6875,13.8125,110.40862472799,1383.38376409461,13.4614270278276,17.0206989324255,16.752450658494,1,19.5131790790787
"92","Goodnews","Kuskokwim",1993,38530.5299992561,1927.4573684097,66.9375,32.28125,54.6700266011964,1561.91558249467,15.2742660225988,17.9793097400625,17.2758658886597,5,2.93732077838476
"93","Goodnews","Kuskokwim",1994,44498.3799901009,2093.96980232567,60.296875,23.96875,72.3053804761736,1436.4764524444,13.5361161286788,14.65392551143,14.0333236295732,0,0
"94","Goodnews","Kuskokwim",1995,32513.7799998522,1879.78454018084,52.5625,18.28125,2.80624832681943,1709.88379867393,14.2899544792812,17.6062805710671,16.2246648427419,1,0.606280571067117
"95","Goodnews","Kuskokwim",1996,33167.7899855375,1741.93797390768,46.554688,13.1875,28.1048731810907,1483.21809111632,13.235030173186,18.0932224695521,17.9531203489368,20,13.0306314619987
"96","Goodnews","Kuskokwim",1997,30213.5000071526,1569.05855316631,61.429688,11.875,64.2928838793522,1697.01308885575,16.6532252613393,17.6120540184071,17.2854863905145,10,3.1108274017763
"97","Goodnews","Kuskokwim",1998,29805.3700077534,1641.55223716673,60.375,21.90625,12.3064085256274,1447.70093505635,14.0285097391967,15.4969569595465,15.2751712838791,0,2.72823728110169
"98","Goodnews","Kuskokwim",1999,23777.3299828321,1593.31506706115,50.1875,16.078125,40.4428037253814,1559.26633194282,14.7303988997788,15.9565949798278,15.6185825382108,0,0
"99","Goodnews","Kuskokwim",2000,36660.1699819565,1775.70967311193,57.984375,16.59375,22.2737115540396,1435.64279903634,13.6710444441483,18.2807984543894,17.6918139132344,16,8.58575370877115
"100","Goodnews","Kuskokwim",2001,40158.500012219,1439.19828934756,69.453125,13.4375,25.5301335319499,1464.48934559742,14.7341385964703,14.5021532890306,13.5936425950715,0,0
"101","Goodnews","Kuskokwim",2002,38622.810005188,1923.80204012238,59.742188,11.28125,26.1082910695604,1550.99516342521,16.030114273383,19.0105413317711,18.0988252260932,28,22.1781436402011
"102","Goodnews","Kuskokwim",2003,30505.8600159883,1734.83519634712,44.578125,20.03125,0.268384512578534,1577.6571254383,16.2396837779164,17.0782792850454,17.9123162347556,2,8.57714390973931
"103","Goodnews","Kuskokwim",2004,48057.6799672246,1800.82673189425,52.5,7.5625,55.5989719182054,1718.59532227142,16.6929919777857,17.1353553179994,16.7385243641837,4,0.532462162961899
"104","Goodnews","Kuskokwim",2005,31015.4799787365,2082.44217084466,60.335938,19.546875,52.14547398953,1766.0634605592,17.1757756391788,18.6052794773099,18.2312386877292,33,22.254354411688
"105","Goodnews","Kuskokwim",2006,39784.7499976158,1776.12171101182,93.140625,8.515625,58.4356741325878,1479.52103426043,14.035112013365,17.4518202565902,17.1798839864092,6,3.10524055329035
"106","Goodnews","Kuskokwim",2007,48238.5099738836,2000.29506612986,72.984375,13.96875,17.5946594958948,1602.3209636949,15.1668675609129,18.246464158925,18.1084066934055,20,19.5186537529532
"107","Goodnews","Kuskokwim",2008,35288.7499796003,1352.06281006714,21.578125,16.1875,88.2508945337762,1496.0573688545,15.107929673998,13.7595487236133,13.4146926067567,0,0
"108","Goodnews","Kuskokwim",2009,33430.7000000477,1652.90546130852,60.03125,16.15625,134.079919771773,1481.34800741525,13.1565794288006,17.2192036667365,16.7615509134468,4,0.5984559411717
"109","Goodnews","Kuskokwim",2010,40851.3500306159,2147.37006533085,68.65625,20.359375,109.068865110145,1360.34103646571,11.5384336871669,16.8999420323098,16.5728465353959,0,1.718633215628
"110","Goodnews","Kuskokwim",2011,27048.199985981,1544.55921075076,34.429688,16.078125,155.62991991285,1328.08539975237,13.2568232318484,16.3585555287376,15.30634261365,0,0.435301458227332
"111","Goodnews","Kuskokwim",2012,39658.8800241947,2263.61339830358,53.859375,22.75,135.791481832955,1406.69096835635,15.2682547378355,15.0604242356798,14.4924466534321,0,0
"112","Goodnews","Kuskokwim",2013,36410.5399875641,1291.15848635441,78.359375,17.71875,58.2005074097413,1564.46747317784,17.1075508763044,18.4261625628568,18.0072192418816,16,21.9679405452823
"113","Goodnews","Kuskokwim",2014,26940.100022316,1457.11697411031,45.1875,8.125,5.88510012976795,1908.5487719988,16.7741268676905,17.1216574129587,16.9562614085752,1,0.600798645905048
"114","Goodnews","Kuskokwim",2015,54189.9900033288,1984.87394737702,36.796875,8.34375,0,1788.57373570578,18.2706528767545,18.1214134361272,17.8945924850354,23,18.3602610759165
"115","Goodnews","Kuskokwim",2016,36411.6799798012,2069.12640527798,53.140625,16.1875,1.60093457860566,1897.60797045663,15.1662187587061,16.12742877714,15.9086394855354,0,0
"116","Goodnews","Kuskokwim",2017,33924.9800342321,1917.74815846797,56.242188,15.265625,47.9842591024687,1773.26155472081,15.312284807314,18.1214134361272,18.0646813778479,27,25.8048585783681
"117","Goodnews","Kuskokwim",2018,38696.750026226,2150.63710538625,63.296875,23.234375,11.1673030551767,1659.7898946311,13.7728600929907,16.4615979146404,15.7917252358832,0,0
"118","Holitna","Kuskokwim",1980,620633.580087423,43983.4798704935,320.375,340.28125,16.266954990894,1406.72468500224,13.4330711306553,15.1363948582575,14.2370984878323,0,0.36497223887606
"119","Holitna","Kuskokwim",1981,604784.159919739,37870.4198081642,189.10938,160.35938,41.1897298212342,1300.5367840856,12.5479676978983,16.5228919431197,15.6544368386116,0,6.86026069516965
"120","Holitna","Kuskokwim",1982,913615.859896183,52656.8959905607,490.875,260.48438,82.797423685108,1253.03843081521,12.5963661852327,15.2905683025074,14.724418120955,0,8.6244161118531
"121","Holitna","Kuskokwim",1983,947152.800044453,23053.5976398761,270.58594,131.15625,8.99240659735362,1554.66842174183,14.4465929393602,17.4170703774293,16.9587192299392,3,0.992141383704112
"122","Holitna","Kuskokwim",1984,895834.85996151,22256.7731391558,146.64062,110.71875,84.1869179263147,1439.64612464939,12.7595482068663,16.4643453325383,15.5855089753338,0,3.64015182610712
"123","Holitna","Kuskokwim",1985,968850.810247421,43714.8984949263,403.96875,219.98438,106.163443125786,1342.42793840034,15.4240715088621,14.4694307706558,13.5446133991699,0,8.13516978051337
"124","Holitna","Kuskokwim",1986,754561.069939792,37746.4326335818,480.78125,188.4375,26.8565658511733,1404.62531010011,11.4730138035128,16.4023698166387,16.0169021610686,0,1.21657412958687
"125","Holitna","Kuskokwim",1987,810112.36011342,30901.4719826697,246.8125,274.35938,87.7552567213405,1223.46679103365,10.8955343637547,14.8292617906875,14.2729810506452,0,2.61180874936399
"126","Holitna","Kuskokwim",1988,556344.000118509,25939.4264110784,242.40625,192.4375,124.494098285315,1374.08923401333,14.2839923798125,17.4012227603863,16.3134079798049,2,0.548475988193275
"127","Holitna","Kuskokwim",1989,652586.960207175,34580.8136919621,481.46875,365.28125,86.1323695563894,1180.11567431611,10.8480638526617,15.7344198010231,15.2340541760069,0,0
"128","Holitna","Kuskokwim",1990,674231.270108879,26300.088094046,320.71875,248.32812,189.466304664354,1574.2627718879,16.6494127745507,16.6645871898364,15.8550911087953,0,0
"129","Holitna","Kuskokwim",1991,408072.250250168,19351.4208595927,353.46875,213.59375,78.5618913528831,1478.24611339605,13.0443994047271,16.55824183581,16.2389051375147,0,0
"130","Holitna","Kuskokwim",1992,603373.960046005,24895.5739234757,323.29688,183.67188,94.161095118507,1523.54466375035,15.10698667913,17.0206989324255,16.752450658494,1,19.5131790790787
"131","Holitna","Kuskokwim",1993,649695.499997828,29189.6848076935,488.90625,246.67188,115.310869723257,1443.27356115822,16.1849950701763,17.9793097400625,17.2758658886597,5,2.93732077838476
"132","Holitna","Kuskokwim",1994,771414.75997623,27434.6827661167,306.03125,261.78125,165.390299499309,1261.80789118634,11.6474099674403,14.65392551143,14.0333236295732,0,0
"133","Holitna","Kuskokwim",1995,858489.670053659,38250.7613233704,293.45312,252.73438,33.4123910697749,1533.57173529212,13.9292185536201,17.6062805710671,16.2246648427419,1,0.606280571067117
"134","Holitna","Kuskokwim",1996,713977.409969985,30502.8922278807,199.32812,150.71875,63.8634455049948,1465.69637165412,11.29865722873,18.0932224695521,17.9531203489368,20,13.0306314619987
"135","Holitna","Kuskokwim",1997,585372.090098783,22680.8167791854,499.02344,95.359375,90.9933869421564,1762.04310834473,16.3090006945514,17.6120540184071,17.2854863905145,10,3.1108274017763
"136","Holitna","Kuskokwim",1998,752572.480088234,43447.0151304042,251.75,221.25,36.603987691959,1302.82366702809,12.8075355930012,15.4969569595465,15.2751712838791,0,2.72823728110169
"137","Holitna","Kuskokwim",1999,660891.410057273,34445.0667811142,302.07812,201.48438,69.2453332595784,1405.10369907697,12.8029627261456,15.9565949798278,15.6185825382108,0,0
"138","Holitna","Kuskokwim",2000,682814.230170377,30221.833139602,242.30469,139.03125,60.4513025207424,1376.8371259472,11.7287439288234,18.2807984543894,17.6918139132344,16,8.58575370877115
"139","Holitna","Kuskokwim",2001,1020124.57001179,39419.5626351433,197.09375,210.9375,102.741253520321,1342.12084666076,13.9441418088726,14.5021532890306,13.5936425950715,0,0
"140","Holitna","Kuskokwim",2002,948952.079859495,35140.6282152965,290.5,146.45312,56.2600340942678,1498.52462057267,16.2711746653334,19.0105413317711,18.0988252260932,28,22.1781436402011
"141","Holitna","Kuskokwim",2003,937717.040236322,29159.2903358364,355.875,180.46875,51.7802737764651,1368.8159617829,13.6997006614308,17.0782792850454,17.9123162347556,2,8.57714390973931
"142","Holitna","Kuskokwim",2004,1100521.50982491,32657.58823214,162.57031,114.765625,105.867158240458,1673.03681719623,15.7151654528089,17.1353553179994,16.7385243641837,4,0.532462162961899
"143","Holitna","Kuskokwim",2005,768800.219914855,37691.5965812357,184.75,135.89062,73.139227077291,1610.37542571701,16.355532486276,18.6052794773099,18.2312386877292,33,22.254354411688
"144","Holitna","Kuskokwim",2006,849461.300104022,32662.8990845574,565.8047,198.34375,78.677332777381,1358.83572654295,13.9425492703121,17.4518202565902,17.1798839864092,6,3.10524055329035
"145","Holitna","Kuskokwim",2007,824135.590034546,32750.6452684045,264.60156,201.51562,36.9159465675552,1712.00109724118,13.2086173627203,18.246464158925,18.1084066934055,20,19.5186537529532
"146","Holitna","Kuskokwim",2008,695496.20015966,26812.9872589233,240.39844,213.4375,144.370530215985,1454.14451439555,13.9773220784567,13.7595487236133,13.4146926067567,0,0
"147","Holitna","Kuskokwim",2009,789538.809902497,29663.6195410915,247.29688,173.4375,216.86696637115,1659.74416406549,15.8309203138865,17.2192036667365,16.7615509134468,4,0.5984559411717
"148","Holitna","Kuskokwim",2010,658714.920019494,31353.2328307654,392.03125,230.1875,79.6179771555597,1463.19524491752,13.0490594751952,16.8999420323098,16.5728465353959,0,1.718633215628
"149","Holitna","Kuskokwim",2011,672819.379941463,33590.4742824315,191.88281,175.98438,129.861533267648,1404.96687255677,11.8479739988405,16.3585555287376,15.30634261365,0,0.435301458227332
"150","Holitna","Kuskokwim",2012,955719.550096383,47600.2071322523,486,308.96875,103.183713908061,1323.16936444344,11.8766213571763,15.0604242356798,14.4924466534321,0,0
"151","Holitna","Kuskokwim",2013,762428.240048446,29389.8009904546,471.96094,167.54688,87.1641000517029,1493.72720902103,17.0641990908065,18.4261625628568,18.0072192418816,16,21.9679405452823
