"quantity","pop","year","mean","sd"
"logR_resid","Carmacks",2000,1.13217960160411,0.198333587086629
"logR_resid","Carmacks",2001,0.166419856010775,0.246558674923858
"logR_resid","Carmacks",2002,-0.4742412708273,0.41014762398043
"logR_resid","Carmacks",2003,0.394574891946905,0.154717022830165
"logR_resid","Carmacks",2004,-0.282931046547049,0.205879181507682
"logR_resid","Carmacks",2005,0.041960379775006,0.184224677464245
"logR_resid","Carmacks",2006,-0.526102178251067,0.269232541089973
"logR_resid","Carmacks",2007,-0.224640793862787,0.174939941717565
"logR_resid","Carmacks",2008,-0.656841632419167,0.199433232432102
"logR_resid","Carmacks",2009,0.0861416690463043,0.187522189676875
"logR_resid","Carmacks",2010,-0.0245689996042549,0.166768652794315
"logR_resid","Carmacks",2011,0.326801329129586,0.151055279983147
"logR_resid","Carmacks",2012,0.222870750094718,0.170366781277993
"logR_resid","Carmacks",2013,0.116031262943465,0.198273028542069
"logR_resid","Carmacks",2014,0.386164745211976,0.319925273894378
"logR_resid","Carmacks",2015,-0.16391624229615,0.591985985799631
"S","Carmacks",1985,4007.38247486782,766.28331815261
"S","Carmacks",1986,6293.73070320469,1155.57456963962
"S","Carmacks",1987,4810.06265617554,850.185074607242
"S","Carmacks",1988,4940.74936375243,729.849295399429
"S","Carmacks",1989,4161.23589027811,807.015785513182
"S","Carmacks",1990,2585.31619353922,1007.3644578475
"S","Carmacks",1991,5671.03554918381,981.447843967897
"S","Carmacks",1992,7068.8773485306,1462.32975008362
"S","Carmacks",1993,5197.47982849218,835.999560038775
"S","Carmacks",1994,5585.19399937244,810.196769195366
"S","Carmacks",1995,7896.327008828,1442.45048975969
"S","Carmacks",1996,9548.93380657695,1039.78816724507
"S","Carmacks",1997,15218.4454608851,1981.66363290158
"S","Carmacks",1998,4735.30523918663,929.874749673777
"S","Carmacks",1999,5504.91030590286,1003.75654378422
"S","Carmacks",2000,5604.62592218124,734.129551637548
"S","Carmacks",2001,6733.35509554101,1380.79356816581
"S","Carmacks",2002,5244.21094270642,900.477582888269
"S","Carmacks",2003,8235.33302557517,1163.28485910431
"S","Carmacks",2004,6315.67423781097,888.71243327977
"S","Carmacks",2005,11694.0321769224,1097.7959970188
"S","Carmacks",2006,17177.1000690586,1087.9213012139
"S","Carmacks",2007,5325.92188020038,185.775247304714
"S","Carmacks",2008,8163.23239496137,1266.47840086624
"S","Carmacks",2009,13009.5814456731,271.882284484903
"S","Carmacks",2010,6420.789949507,363.022122136695
"S","Carmacks",2011,9033.56708943199,608.276279576043
"S","Carmacks",2012,6138.31922948196,359.383363182409
"S","Carmacks",2013,6392.45635238799,221.297548685163
"S","Carmacks",2014,14810.2555645307,1002.83024478985
"S","Carmacks",2015,19037.8709147437,286.262149274019
"S_msy","Carmacks",NA,6688.58365795832,1697.21847896938
"sigma_R","Carmacks",NA,0.59255229877026,0.0968655968128236
"U_msy","Carmacks",NA,0.535906287351693,0.0896212041519103
"alpha","LwrMain",NA,4.95260085660027,1.83680601900434
"beta","LwrMain",NA,0.0001322122088255,3.85894805644296e-05
"logR","LwrMain",1985,10.4456080624437,0.145559603884783
"logR","LwrMain",1986,9.36232888289526,0.445820153479352
"logR","LwrMain",1987,9.82673604224206,0.579774943856951
"logR","LwrMain",1988,11.0661502128597,0.179338839234692
"logR","LwrMain",1989,9.43835942592896,0.575117254367341
"logR","LwrMain",1990,9.77090767122443,0.415421932615479
"logR","LwrMain",1991,10.5627033062856,0.133884383414095
"logR","LwrMain",1992,7.15724711637897,0.654166247882344
"logR","LwrMain",1993,9.77957068826542,0.227516102530694
"logR","LwrMain",1994,9.67548844997105,0.192799932018954
"logR","LwrMain",1995,8.59457920990103,0.538355630446744
"logR","LwrMain",1996,9.20564297165128,0.378024636791203
"logR","LwrMain",1997,10.2901042046674,0.17262935597486
"logR","LwrMain",1998,10.2755099762579,0.17052858353275
"logR","LwrMain",1999,9.24202416560456,0.372562659944768
"logR","LwrMain",2000,10.3848524939952,0.108154878802553
"logR","LwrMain",2001,9.59554675081061,0.257082976547309
"logR","LwrMain",2002,8.41730628674772,0.248063661637639
"logR","LwrMain",2003,9.44628013612138,0.119137868967528
"logR","LwrMain",2004,8.59427907658747,0.203670091254957
"logR","LwrMain",2005,8.9828784226596,0.177166933543799
"logR","LwrMain",2006,9.0565570147152,0.347866384312604
"logR","LwrMain",2007,9.54174252644061,0.396988311787075
"logR","LwrMain",2008,7.51370568748484,0.396723666282026
"logR","LwrMain",2009,9.46238425699436,0.117058500129457
"logR","LwrMain",2010,8.64464569786066,0.209237547857919
"logR","LwrMain",2011,9.9125738701799,0.0883207602677723
"logR","LwrMain",2012,9.47622130264651,0.122819538358611
"logR","LwrMain",2013,9.49811296548995,0.148738587942601
"logR","LwrMain",2014,9.35192535731716,0.41437151065535
"logR","LwrMain",2015,9.20485973370559,0.87115788612061
"logR_resid","LwrMain",1985,1.14082506014701,0.295637485463345
"logR_resid","LwrMain",1986,-0.0888767776700087,0.471473642688155
"logR_resid","LwrMain",1987,0.506945257471124,0.59587603784703
"logR_resid","LwrMain",1988,1.9898834562544,0.374036210445438
"logR_resid","LwrMain",1989,0.759371220525833,0.657157547962095
"logR_resid","LwrMain",1990,0.778890680751513,0.511001688720458
"logR_resid","LwrMain",1991,1.21779283911632,0.255691522385096
"logR_resid","LwrMain",1992,-2.28327803940102,0.638121494773301
"logR_resid","LwrMain",1993,0.382281310766825,0.294292169585906
"logR_resid","LwrMain",1994,0.41909063775742,0.333072766745065
"logR_resid","LwrMain",1995,-0.824038498458993,0.547941440935332
"logR_resid","LwrMain",1996,-0.196614916791734,0.429544186191106
"logR_resid","LwrMain",1997,0.916414207531166,0.253208780808191
"logR_resid","LwrMain",1998,1.18941896769756,0.345274186222551
"logR_resid","LwrMain",1999,-0.160760862195978,0.41393141727635
"logR_resid","LwrMain",2000,0.935127527806212,0.22526796376309
"logR_resid","LwrMain",2001,0.151062947413003,0.311147526077644
"logR_resid","LwrMain",2002,-1.03772278203675,0.298895180231915
"logR_resid","LwrMain",2003,0.299251252788806,0.333664067435249
"logR_resid","LwrMain",2004,-0.769707719302021,0.287961425570607
"logR_resid","LwrMain",2005,-0.366766496980333,0.269172907281659
"logR_resid","LwrMain",2006,-0.155939048677694,0.392887168619673
"logR_resid","LwrMain",2007,0.219920739434803,0.430119663896404
"logR_resid","LwrMain",2008,-1.84803640802807,0.4166546548164
"logR_resid","LwrMain",2009,0.00502872545777266,0.217300406758366
"logR_resid","LwrMain",2010,-0.58282842891479,0.328273653148494
"logR_resid","LwrMain",2011,0.492536675903292,0.227344666027101
"logR_resid","LwrMain",2012,0.0184920911325804,0.223569304671971
"logR_resid","LwrMain",2013,0.120644179090943,0.274003062444189
"logR_resid","LwrMain",2014,-0.0943860721339032,0.43365221002071
"logR_resid","LwrMain",2015,-0.140410737966598,0.855759443233347
"S","LwrMain",1985,4178.67230059089,742.056257518099
"S","LwrMain",1986,7497.63915728541,1019.89135371216
"S","LwrMain",1987,4278.52873853826,621.753397047377
"S","LwrMain",1988,2761.06673158755,497.788395912582
"S","LwrMain",1989,1645.49394014685,475.908382007386
"S","LwrMain",1990,2466.27165689917,550.738445559423
"S","LwrMain",1991,11733.669799781,1280.43952078503
"S","LwrMain",1992,6638.31782937782,1079.96464940522
"S","LwrMain",1993,10413.1210021156,1150.6269385591
"S","LwrMain",1994,13476.0881231907,1425.83628603868
"S","LwrMain",1995,9541.9994565686,1353.35313180118
"S","LwrMain",1996,10311.2803379098,1122.17516210732
"S","LwrMain",1997,11254.5338461044,1068.74742992527
"S","LwrMain",1998,2801.64252508352,453.104541174896
"S","LwrMain",1999,5352.27854474934,655.496028169368
"S","LwrMain",2000,6597.11451750589,711.743436766861
"S","LwrMain",2001,8129.17123926953,1427.9570333912
"S","LwrMain",2002,7894.94581582089,902.719235940185
"S","LwrMain",2003,15381.1356937828,1480.08340124608
"S","LwrMain",2004,11238.7658158619,1153.70668400068
"S","LwrMain",2005,11586.9460262101,1266.14708139403
"S","LwrMain",2006,14248.0879430143,425.118569415788
"S","LwrMain",2007,4395.10003865674,870.61602384817
"S","LwrMain",2008,4700.48556508411,366.887633168074
"S","LwrMain",2009,7219.85544960609,717.372282039992
"S","LwrMain",2010,3512.31721433842,407.487077312951
"S","LwrMain",2011,5603.20356040122,824.286038692239
"S","LwrMain",2012,6957.23662385689,317.983183671265
"S","LwrMain",2013,7936.89754690018,2452.09756709215
"S","LwrMain",2014,8110.76904221344,949.735881915215
"S","LwrMain",2015,11776.3408232815,551.235277564091
"S_msy","LwrMain",NA,4706.37651778922,958.621410029099
"sigma_R","LwrMain",NA,1.02727368525357,0.165220238902799
"U_msy","LwrMain",NA,0.594134018523372,0.110729275870535
"alpha","MidMain",NA,5.09596226485027,1.71958200694955
"beta","MidMain",NA,0.000100295442102185,2.15909743573543e-05
"logR","MidMain",1985,9.91492639465912,0.268161669423498
"logR","MidMain",1986,10.6972311653907,0.191040527481266
"logR","MidMain",1987,9.59589394412273,0.451172965218313
"logR","MidMain",1988,9.95737660305341,0.363494681451307
"logR","MidMain",1989,11.1477595481095,0.141602689301971
"logR","MidMain",1990,8.77550880855146,0.656348504656854
"logR","MidMain",1991,11.3111181832099,0.0943437933317644
"logR","MidMain",1992,7.12524024942508,0.60781180677298
"logR","MidMain",1993,9.37694884588606,0.304911375359196
"logR","MidMain",1994,9.54773767894788,0.321644238453927
"logR","MidMain",1995,10.5873123591488,0.212249025859274
"logR","MidMain",1996,10.9551261352153,0.113397976869506
"logR","MidMain",1997,9.22567247189122,0.414212465615211
"logR","MidMain",1998,10.472800321727,0.13743529908992
"logR","MidMain",1999,10.1247133927557,0.0947445641023529
"logR","MidMain",2000,9.66506513124151,0.09943798964518
"logR","MidMain",2001,7.82574523651332,0.256193836158909
"logR","MidMain",2002,9.51960564008039,0.076319923835987
"logR","MidMain",2003,8.84019932937777,0.0752146736726717
"logR","MidMain",2004,8.96723886685508,0.0869265195354125
"logR","MidMain",2005,9.73952010921422,0.0532897140613932
"logR","MidMain",2006,9.37099787147882,0.0612334649268065
"logR","MidMain",2007,8.82871974251077,0.0619662850060287
"logR","MidMain",2008,9.30527442852516,0.0701601248270928
"logR","MidMain",2009,9.88728623911643,0.0443165961353638
"logR","MidMain",2010,9.32435776120978,0.0585587457158103
"logR","MidMain",2011,9.12055468270822,0.0518330275657603
"logR","MidMain",2012,9.4383453481561,0.0474814339940853
"logR","MidMain",2013,9.58068135299386,0.108891848117866
"logR","MidMain",2014,9.8938623113921,0.284152486917341
"logR","MidMain",2015,10.2808597744146,0.911510842522414
"logR_resid","MidMain",1985,0.150809881170743,0.356700741663793
"logR_resid","MidMain",1986,0.949423238499481,0.31002140866671
"logR_resid","MidMain",1987,-0.142052245868326,0.501737851603153
"logR_resid","MidMain",1988,0.385170352945504,0.448901291399555
"logR_resid","MidMain",1989,2.45674628147073,0.441141355021338
"logR_resid","MidMain",1990,-0.0391989407041417,0.704299566221084
"logR_resid","MidMain",1991,1.53708040470679,0.255244061468108
"logR_resid","MidMain",1992,-2.61506052621035,0.628363392750322
"logR_resid","MidMain",1993,-0.349347715824135,0.397361253361602
"logR_resid","MidMain",1994,-0.226308907443632,0.395847462659895
"logR_resid","MidMain",1995,1.15728015531641,0.365358747588519
"logR_resid","MidMain",1996,1.29968975106554,0.284883151029069
"logR_resid","MidMain",1997,-0.130978933459609,0.482531574793878
"logR_resid","MidMain",1998,1.31274766304186,0.333361395928796
"logR_resid","MidMain",1999,0.617603489375068,0.294738630626869
"logR_resid","MidMain",2000,-0.112534486319009,0.25377886108362
"logR_resid","MidMain",2001,-0.585086620318021,0.643073301388208
"logR_resid","MidMain",2002,0.205646418785896,0.36509204795158
"logR_resid","MidMain",2003,-0.925630595532419,0.247121122098573
"logR_resid","MidMain",2004,-0.754265043719418,0.260987745657478
"logR_resid","MidMain",2005,0.0263216792038898,0.251658963240869
"logR_resid","MidMain",2006,-0.33986774138004,0.257636195708739
"logR_resid","MidMain",2007,-0.276461088906035,0.300733863683993
"logR_resid","MidMain",2008,-0.409380894090242,0.25834387277038
"logR_resid","MidMain",2009,0.221104161655938,0.259711830961699
"logR_resid","MidMain",2010,-0.331527224795661,0.263061769851974
"logR_resid","MidMain",2011,-0.660649270520285,0.240564151639535
"logR_resid","MidMain",2012,-0.272492223606623,0.253627089136417
"logR_resid","MidMain",2013,-0.037148193041778,0.280917513375238
"logR_resid","MidMain",2014,0.311873094932194,0.392284311802554
"logR_resid","MidMain",2015,0.711961411670325,0.910741795016958
"S","MidMain",1985,8633.68877463445,1096.96900846039
"S","MidMain",1986,12544.2072935277,1282.04046067867
"S","MidMain",1987,7535.58016417377,961.870525322616
"S","MidMain",1988,4916.17875678117,675.216252678084
"S","MidMain",1989,1502.23785704706,472.823209952441
"S","MidMain",1990,1711.03517354302,452.553190667764
"S","MidMain",1991,10496.1277677847,1427.46464517394
"S","MidMain",1992,12592.071276138,1929.1291989932
"S","MidMain",1993,7196.58814089999,891.511752518231
"S","MidMain",1994,9514.17858990302,1152.26046710838
"S","MidMain",1995,20745.4563444016,1989.07549957111
"S","MidMain",1996,15815.3754601599,1288.58701739293
"S","MidMain",1997,22160.6943882042,2042.51290750579
"S","MidMain",1998,2575.45409945203,371.43483592233
"S","MidMain",1999,4333.22035220456,553.706887762965
"S","MidMain",2000,10228.8448687913,958.638866659114
"S","MidMain",2001,36778.8491304541,4892.94324743916
"S","MidMain",2002,22976.45080094,1833.0166341362
"S","MidMain",2003,11751.0265780382,1221.7734479005
"S","MidMain",2004,13659.5211918661,1255.44315967767
"S","MidMain",2005,14136.5112625191,213.533838971229
"S","MidMain",2006,6670.83974953658,155.865993431708
"S","MidMain",2007,2364.02508237446,92.5096172917059
"S","MidMain",2008,6751.56355317315,182.281760801145
"S","MidMain",2009,5911.42294193183,144.175734018249
"S","MidMain",2010,5770.09092168328,190.142450811599
"S","MidMain",2011,9575.61943452041,151.391932713831
"S","MidMain",2012,6668.4233659127,147.635102470915
"S","MidMain",2013,5294.45125922628,128.834144043358
"S","MidMain",2014,17667.8677687026,805.139017153839
"S","MidMain",2015,17967.9290656904,241.050946067766
"S_msy","MidMain",NA,6229.65188804533,1077.63802031527
"sigma_R","MidMain",NA,1.09444209631048,0.175347863844617
"U_msy","MidMain",NA,0.608732197233143,0.0921845692733286
"alpha","Pelly",NA,2.28919726804343,0.508986491974319
"beta","Pelly",NA,3.70479922543609e-05,1.69078283524354e-05
"logR","Pelly",1985,9.20199197948197,0.430349641844428
"logR","Pelly",1986,10.2207089537735,0.232584148059781
"logR","Pelly",1987,9.87063762578782,0.288711946823836
"logR","Pelly",1988,9.85949273281202,0.304203419748741
"logR","Pelly",1989,10.1499105527777,0.303922838342259
"logR","Pelly",1990,9.19977137159319,0.394301493681665
"logR","Pelly",1991,10.0353627212735,0.245143306612189
"logR","Pelly",1992,9.58327788115916,0.321395150721379
"logR","Pelly",1993,9.99785006391729,0.239416430417248
"logR","Pelly",1994,9.40598860220879,0.245735978671981
"logR","Pelly",1995,8.94389056603839,0.35165086959937
"logR","Pelly",1996,8.51308555584764,0.387271732868852
"logR","Pelly",1997,10.0868475973003,0.169450141107224
"logR","Pelly",1998,9.97843363688693,0.198633378407625
"logR","Pelly",1999,9.34726728517168,0.255221887474299
"logR","Pelly",2000,9.46172257021358,0.378255210896543
"logR","Pelly",2001,10.4303697309145,0.11964088180203
"logR","Pelly",2002,8.04367161165279,0.213157299995517
"logR","Pelly",2003,9.74369427981529,0.0752242464341597
"logR","Pelly",2004,9.21725159189332,0.099930226616563
"logR","Pelly",2005,9.29718692828059,0.102378894079694
"logR","Pelly",2006,9.00971059525433,0.130718898766792
"logR","Pelly",2007,8.43750580667269,0.142396695233723
"logR","Pelly",2008,8.43847708615547,0.154540921662565
"logR","Pelly",2009,9.54958586418523,0.0679781785319214
"logR","Pelly",2010,8.85628707044794,0.0970686903013118
"logR","Pelly",2011,9.4991350881395,0.097841238840654
"logR","Pelly",2012,9.37186768838254,0.0954564278497823
"logR","Pelly",2013,9.04992746483058,0.176895644882487
"logR","Pelly",2014,9.77172029886019,0.289244992329006
"logR","Pelly",2015,9.80801065315897,0.629155891151096
"logR_resid","Pelly",1985,-0.102171329977673,0.444820038540648
"logR_resid","Pelly",1986,0.605983325106578,0.274814874667143
"logR_resid","Pelly",1987,0.429293882491756,0.318814549752433
"logR_resid","Pelly",1988,0.426314172780128,0.347029281028383
"logR_resid","Pelly",1989,0.742076559199113,0.384893798720235
"logR_resid","Pelly",1990,0.0685338560946932,0.400286917842912
"logR_resid","Pelly",1991,0.575323798213056,0.305576878665571
"logR_resid","Pelly",1992,0.0323652860031333,0.356965336649479
"logR_resid","Pelly",1993,0.638823373879462,0.289183303843119
"logR_resid","Pelly",1994,0.0756246961391204,0.288148227159728
"logR_resid","Pelly",1995,-0.623664422367894,0.367327762145648
"logR_resid","Pelly",1996,-0.91141552857652,0.402729999875933
"logR_resid","Pelly",1997,0.538536319763892,0.231675262349076
"logR_resid","Pelly",1998,0.638990482280815,0.25142820731451
"logR_resid","Pelly",1999,0.0736090539038506,0.296863359811486
"logR_resid","Pelly",2000,0.221122774377975,0.393703056989597
"logR_resid","Pelly",2001,0.995011359235002,0.20666573049284
"logR_resid","Pelly",2002,-1.15690541813441,0.266092741284627
"logR_resid","Pelly",2003,-0.0111116944303667,0.152599089546298
"logR_resid","Pelly",2004,-0.319700832677991,0.176204327615165
"logR_resid","Pelly",2005,-0.234536733972721,0.174056965408154
"logR_resid","Pelly",2006,-0.738806909432638,0.179135362903297
"logR_resid","Pelly",2007,-1.09654889342538,0.19698091316327
"logR_resid","Pelly",2008,-0.748601890369424,0.214435142775301
"logR_resid","Pelly",2009,-0.125201595764842,0.136218432861955
"logR_resid","Pelly",2010,-0.314068350708376,0.180629988068051
"logR_resid","Pelly",2011,0.145696304781009,0.173722270589069
"logR_resid","Pelly",2012,0.325097429672084,0.195484330702363
"logR_resid","Pelly",2013,0.285425741055566,0.247418783384466
"logR_resid","Pelly",2014,0.115280890940374,0.31077858497025
"logR_resid","Pelly",2015,0.026391012885862,0.623310433267632
"S","Pelly",1985,6258.56308146266,1022.698513382
"S","Pelly",1986,9618.73690986285,1385.80334988023
"S","Pelly",1987,7489.11993033455,1044.01971639544
"S","Pelly",1988,7471.68383400372,1481.51242037109
"S","Pelly",1989,7424.07045758464,2275.95451314711
"S","Pelly",1990,5262.34350203421,1740.74733466046
"S","Pelly",1991,7775.92414956476,1532.26872932783
"S","Pelly",1992,8819.71869286779,1441.17808642611
"S","Pelly",1993,6721.98510372988,1029.98387285953
"S","Pelly",1994,6455.08489615231,904.302945593878
"S","Pelly",1995,9195.04318341648,2006.90256766886
"S","Pelly",1996,7344.57937134586,1030.88488872675
"S","Pelly",1997,8780.0563444289,1387.69925263912
"S","Pelly",1998,6513.39231808067,754.196051108764
"S","Pelly",1999,6049.60643435364,1030.40388470181
"S","Pelly",2000,5744.78548338057,748.312718143651
"S","Pelly",2001,7491.76117457554,1292.42961562273
"S","Pelly",2002,5463.16758640204,682.715723794172
"S","Pelly",2003,12157.5777585215,1385.09809515917
"S","Pelly",2004,8602.90752968716,1162.24129943486
"S","Pelly",2005,8512.01003945959,1007.31762221902
"S","Pelly",2006,11987.6962738407,1024.59240502783
"S","Pelly",2007,8527.74243149127,852.987363138053
"S","Pelly",2008,5334.54599386103,357.291768731096
"S","Pelly",2009,10514.932060846,554.282529830814
"S","Pelly",2010,5224.820817632,347.519140063373
"S","Pelly",2011,6610.57842000932,526.167748289887
"S","Pelly",2012,4506.32097889753,459.590471362173
"S","Pelly",2013,3245.24429534765,340.972497382614
"S","Pelly",2014,10233.3204103828,763.534605182941
"S","Pelly",2015,12664.4538964361,546.12870694466
"S_msy","Pelly",NA,10729.4227373073,3130.91261835011
"sigma_R","Pelly",NA,0.618181888481052,0.0981996401392168
"U_msy","Pelly",NA,0.356271946858609,0.0824366748246319
"alpha","Stewart",NA,1.76645267130059,0.416194452328749
"beta","Stewart",NA,4.6768316659594e-05,3.22308160466068e-05
"logR","Stewart",1985,7.71845589129385,0.643903041120077
"logR","Stewart",1986,9.49920470595614,0.40264987408556
"logR","Stewart",1987,9.18649458871583,0.502016236115313
"logR","Stewart",1988,8.75238685569985,0.617714859345425
"logR","Stewart",1989,9.80682416050017,0.298651638488329
"logR","Stewart",1990,8.80346976840664,0.503477646346348
"logR","Stewart",1991,8.42432924047442,0.614383427146249
"logR","Stewart",1992,10.0249352923676,0.20152216498888
"logR","Stewart",1993,9.02753388890069,0.354874330849109
"logR","Stewart",1994,7.91514667920471,0.431464073440489
"logR","Stewart",1995,8.21682297496739,0.403372835081869
"logR","Stewart",1996,7.85213655201539,0.573668039573759
"logR","Stewart",1997,8.83366837486944,0.381424398773224
"logR","Stewart",1998,9.13909100096196,0.306299337022174
"logR","Stewart",1999,8.68835396427073,0.30736724401622
"logR","Stewart",2000,6.54307836315835,0.471616527994085
"logR","Stewart",2001,8.7829704525767,0.109337450968239
"logR","Stewart",2002,7.0480129356574,0.311259439602371
"logR","Stewart",2003,9.08081529305114,0.0637625026110872
"logR","Stewart",2004,8.26814265431565,0.121576312119185
"logR","Stewart",2005,8.22346682931753,0.087206926742001
"logR","Stewart",2006,8.29207208195565,0.0844305851906622
"logR","Stewart",2007,6.49154180870118,0.267106682700224
"logR","Stewart",2008,8.00217308984834,0.130056910075505
"logR","Stewart",2009,8.2864707934467,0.0909514184860119
"logR","Stewart",2010,7.58754234402689,0.14663224353749
"logR","Stewart",2011,9.13169444827802,0.0460890224500041
"logR","Stewart",2012,8.3033399340151,0.1376388874896
"logR","Stewart",2013,8.50036646863194,0.174152652453828
"logR","Stewart",2014,8.70784075420965,0.336385213333207
"logR","Stewart",2015,8.34919710752613,0.707357776101383
"logR_resid","Stewart",1985,-0.898030818242689,0.632532916486224
"logR_resid","Stewart",1986,0.685806088270947,0.435860689609583
"logR_resid","Stewart",1987,0.636435171141558,0.527627247941731
"logR_resid","Stewart",1988,-0.181109283558262,0.614668316061206
"logR_resid","Stewart",1989,0.529188548478482,0.420533106000648
"logR_resid","Stewart",1990,-0.124988362096606,0.509790093403395
"logR_resid","Stewart",1991,-0.299147127551966,0.606381158406242
"logR_resid","Stewart",1992,1.3125540147456,0.316012750135494
"logR_resid","Stewart",1993,0.547666691692094,0.395906796960264
"logR_resid","Stewart",1994,-0.549923680802356,0.446527783936533
"logR_resid","Stewart",1995,-0.717247574886881,0.432219276366152
"logR_resid","Stewart",1996,-0.80283422119245,0.59927823938551
"logR_resid","Stewart",1997,0.0878000048498712,0.414272374730831
"logR_resid","Stewart",1998,0.0974806662481116,0.348603582795832
"logR_resid","Stewart",1999,0.513504705519986,0.377646448598946
"logR_resid","Stewart",2000,-1.37235312691644,0.501338266804711
"logR_resid","Stewart",2001,0.31454174356064,0.256000461301982
"logR_resid","Stewart",2002,-1.09734618991273,0.36617470610034
"logR_resid","Stewart",2003,0.411960304242312,0.225605438414407
"logR_resid","Stewart",2004,-0.3001898431709,0.233746165718447
"logR_resid","Stewart",2005,-0.176469904176423,0.25830169182633
"logR_resid","Stewart",2006,0.3673869999374,0.202385660760909
"logR_resid","Stewart",2007,-1.48140994376065,0.317825393317694
"logR_resid","Stewart",2008,-0.225487302842217,0.207792412507076
"logR_resid","Stewart",2009,-0.533101047256666,0.155159864733699
"logR_resid","Stewart",2010,-0.466153234673679,0.224448853840228
"logR_resid","Stewart",2011,0.869565064288354,0.164369350883263
"logR_resid","Stewart",2012,0.328793006064422,0.215848981076218
"logR_resid","Stewart",2013,1.24050421351961,0.282695393676544
"logR_resid","Stewart",2014,0.0414137896938434,0.359543069967124
"logR_resid","Stewart",2015,-0.317752000579295,0.698173675309731
"S","Stewart",1985,3923.07918838358,799.828048481577
"S","Stewart",1986,4987.18179990322,984.775398198473
"S","Stewart",1987,3611.7902216465,759.401638698607
"S","Stewart",1988,5900.44957818179,1464.23111042007
"S","Stewart",1989,10270.2185368524,3163.05598003529
"S","Stewart",1990,6093.9127989265,1977.97865290214
"S","Stewart",1991,4471.98157711247,888.226605783989
"S","Stewart",1992,4464.67323178188,1099.90367381447
"S","Stewart",1993,3368.49415530536,854.287127099323
"S","Stewart",1994,3247.46346275393,572.728199284393
"S","Stewart",1995,5917.60654960916,1135.12828818402
"S","Stewart",1996,4112.21027206355,827.996624029235
"S","Stewart",1997,4591.08410705193,837.845173542922
"S","Stewart",1998,6828.21127905595,1178.43759824119
"S","Stewart",1999,2368.6178797087,576.685831411518
"S","Stewart",2000,1761.49161674107,362.471520754222
"S","Stewart",2001,3296.51907390085,711.895840060599
"S","Stewart",2002,2262.06265221752,437.613646010645
"S","Stewart",2003,4184.37955003132,890.601172667836
"S","Stewart",2004,3696.13072458377,738.296737861985
"S","Stewart",2005,3059.66862304346,717.173248057264
