Population,Region,year,max5dprcp_spawn,mnprcp_rear,maxq_spawn,medq_rear,mean_swe,cdd_rear,maxDaily_spawn,maxDaily_migrate,maxWeekly_migrate,daysGT17_migrate,cddGT17_migrate
Kisaralik,Kuskokwim,2000,117432.93,6701.735426,109.8125,51.03125,62.18899884,1689.042158,14.72160819,18.28079845,17.69181391,16,8.585753709
Kisaralik,Kuskokwim,2001,245522.8798,10634.31368,134.32812,50.5625,150.3226708,1514.970167,13.64697637,14.50215329,13.5936426,0,0
Kisaralik,Kuskokwim,2002,166510.04,6765.332302,103.578125,31.28125,44.64514224,1875.397019,15.8756218,19.01054133,18.09882523,28,22.17814364
Kisaralik,Kuskokwim,2003,160321.1799,6411.360722,130.48438,38.25,58.45375696,1799.14736,15.41123487,17.07827929,17.91231623,2,8.57714391
Kisaralik,Kuskokwim,2004,167211.37,7288.584506,106.734375,21.296875,105.1307056,1885.65031,14.66573421,17.13535532,16.73852436,4,0.532462163
Kisaralik,Kuskokwim,2005,155263.9998,7782.218943,141.60938,29.9375,102.0184153,1739.765269,14.24768758,18.60527948,18.23123869,33,22.25435441
Kisaralik,Kuskokwim,2006,147159.66,7034.305786,170.91406,43.867188,89.59623942,1697.041336,13.97653603,17.45182026,17.17988399,6,3.105240553
Kisaralik,Kuskokwim,2007,128588.76,7728.538811,115.14844,35.703125,53.66046547,1789.849371,15.64576723,18.24646416,18.10840669,20,19.51865375
Kisaralik,Kuskokwim,2008,126648.98,5968.620916,81.19531,37.828125,202.6233874,1598.528723,13.97482798,13.75954872,13.41469261,0,0
Kisaralik,Kuskokwim,2009,109364.87,5043.882499,84.92969,22.53125,159.2462617,1703.294484,14.20346911,17.21920367,16.76155091,4,0.598455941
Kisaralik,Kuskokwim,2010,109182.89,5754.222631,184.61719,56.46875,78.50513852,1569.820299,13.37667978,16.89994203,16.57284654,0,1.718633216
Kisaralik,Kuskokwim,2011,115212.62,5477.545662,111.5,54.59375,120.6671666,1464.475713,12.93505052,16.35855553,15.30634261,0,0.435301458
Kisaralik,Kuskokwim,2012,129183.3099,8043.80072,142.45312,72.296875,155.2981086,1334.768021,12.99193638,15.06042424,14.49244665,0,0
Kisaralik,Kuskokwim,2013,131607.02,5260.092038,147.99219,34.859375,133.7550498,1556.173678,14.04073276,18.42616256,18.00721924,16,21.96794055
Kisaralik,Kuskokwim,2014,87611.49004,5842.968622,88.77344,24.34375,16.70319173,1857.572857,15.030778,17.12165741,16.95626141,1,0.600798646
Kisaralik,Kuskokwim,2015,248142.4098,8772.6073,174.89062,28.40625,22.96338384,1834.823611,15.53421891,18.12141344,17.89459249,23,18.36026108
Kisaralik,Kuskokwim,2016,146502.82,9281.500916,105,51,42.6384447,1935.841037,15.46111313,16.12742878,15.90863949,0,0
Kisaralik,Kuskokwim,2017,169506.47,8662.729603,208.92969,38.90625,90.21705943,1805.452698,14.86531974,18.12141344,18.06468138,27,25.80485858
Kisaralik,Kuskokwim,2018,139569.99,7990.077107,182.6875,64.84375,100.7860879,1746.087887,14.0816861,16.46159791,15.79172524,0,0
Kogrukluk,Kuskokwim,1980,83019.37001,5649.409477,76.25,76.078125,23.72504112,1253.505349,11.38268937,15.13639486,14.23709849,0,0.364972239
Kogrukluk,Kuskokwim,1981,85214.45,5112.422039,38.328125,33.359375,54.95915341,1393.568895,13.30366983,16.52289194,15.65443684,0,6.860260695
Kogrukluk,Kuskokwim,1982,132221.92,7561.203225,87.171875,51.8125,125.2563764,1171.119028,12.36960407,15.2905683,14.72441812,0,8.624416112
Kogrukluk,Kuskokwim,1983,107200.22,2943.664278,81.1875,26.671875,6.535863568,1322.392009,12.45646175,17.41707038,16.95871923,3,0.992141384
Kogrukluk,Kuskokwim,1984,113347.87,2592.686797,24.90625,21.75,66.31465415,1414.063737,12.54466948,16.46434533,15.58550898,0,3.640151826
Kogrukluk,Kuskokwim,1985,149535.3001,4759.204606,75.953125,50.53125,85.19769715,1109.153773,12.12662565,14.46943077,13.5446134,0,8.135169781
Kogrukluk,Kuskokwim,1986,115858.4699,5385.75362,90.84375,44.140625,19.96433963,1323.078514,11.18862086,16.40236982,16.01690216,0,1.21657413
Kogrukluk,Kuskokwim,1987,149221.98,4330.116383,44.515625,46.40625,74.14453792,1345.371452,12.95792136,14.82926179,14.27298105,0,2.611808749
Kogrukluk,Kuskokwim,1988,80966.58002,3447.880851,52.0625,42.046875,162.7412627,1336.282339,13.14938774,17.40122276,16.31340798,2,0.548475988
Kogrukluk,Kuskokwim,1989,81187.86002,5324.908159,98.140625,64.5625,101.5127867,1181.368373,12.42347158,15.7344198,15.23405418,0,0
Kogrukluk,Kuskokwim,1990,89175.95005,4256.370659,63.5,44.65625,255.0758877,1412.54126,14.00710137,16.66458719,15.85509111,0,0
Kogrukluk,Kuskokwim,1991,58016.40011,3197.76033,77.34375,48.25,128.5225062,1244.545372,11.34377748,16.55824184,16.23890514,0,0
Kogrukluk,Kuskokwim,1992,75265.68997,3921.012288,57.796875,33.046875,132.0496517,1189.569244,11.8739504,17.02069893,16.75245066,1,19.51317908
Kogrukluk,Kuskokwim,1993,91786.80004,4879.301645,85.296875,52.328125,122.6571311,1275.332928,12.0588941,17.97930974,17.27586589,5,2.937320778
Kogrukluk,Kuskokwim,1994,112973.48,4514.477304,79,56.6875,176.065138,1332.527999,13.55676772,14.65392551,14.03332363,0,0
Kogrukluk,Kuskokwim,1995,98692.23999,6380.908291,71.07031,54.03125,38.46213836,1496.879718,12.76995906,17.60628057,16.22466484,1,0.606280571
Kogrukluk,Kuskokwim,1996,77224.28,4214.106013,39.03125,31.8125,75.56842771,1419.07662,11.84054028,18.09322247,17.95312035,20,13.03063146
Kogrukluk,Kuskokwim,1997,81914.1701,3727.707763,111.078125,20.875,101.8740928,1401.731102,14.33809033,17.61205402,17.28548639,10,3.110827402
Kogrukluk,Kuskokwim,1998,82891.40993,5952.534802,41.03125,39.953125,46.30719404,1415.305139,13.42889181,15.49695696,15.27517128,0,2.728237281
Kogrukluk,Kuskokwim,1999,84108.49997,5103.6575,57.390625,41.703125,73.89504598,1372.62315,12.80070944,15.95659498,15.61858254,0,0
Kogrukluk,Kuskokwim,2000,84642.35002,4472.99876,37.84375,33.28125,61.22497343,1387.031028,11.89144192,18.28079845,17.69181391,16,8.585753709
Kogrukluk,Kuskokwim,2001,154457.56,5731.589543,45.9375,37.453125,112.7877116,1226.797877,12.46574086,14.50215329,13.5936426,0,0
Kogrukluk,Kuskokwim,2002,122827.56,4823.531708,59.335938,27.9375,53.50723277,1465.718153,14.42616738,19.01054133,18.09882523,28,22.17814364
Kogrukluk,Kuskokwim,2003,128741.9299,4530.668553,61.84375,39.578125,56.50485735,1440.95887,13.89178878,17.07827929,17.91231623,2,8.57714391
Kogrukluk,Kuskokwim,2004,148599.9999,4748.311632,30.429688,20.1875,96.88549587,1379.587493,13.92488096,17.13535532,16.73852436,4,0.532462163
Kogrukluk,Kuskokwim,2005,102950.87,5611.413487,40.109375,21.796875,60.65585387,1528.698011,13.9778352,18.60527948,18.23123869,33,22.25435441
Kogrukluk,Kuskokwim,2006,121238.1,4753.199014,124.22656,38.59375,72.00928879,1380.268655,12.51574735,17.45182026,17.17988399,6,3.105240553
Kogrukluk,Kuskokwim,2007,103380.05,4771.693422,50.945312,39.640625,35.47421385,1554.319173,14.29555742,18.24646416,18.10840669,20,19.51865375
Kogrukluk,Kuskokwim,2008,91590.17002,3692.708694,44.609375,44.609375,155.0435752,1326.754099,13.28771391,13.75954872,13.41469261,0,0
Kogrukluk,Kuskokwim,2009,87766.99002,3830.855856,53.976562,39.125,188.1865119,1412.860462,12.47946439,17.21920367,16.76155091,4,0.598455941
Kogrukluk,Kuskokwim,2010,78637.37,4149.695724,73.984375,49.4375,65.72245767,1380.170296,11.04367111,16.89994203,16.57284654,0,1.718633216
Kogrukluk,Kuskokwim,2011,82614.25004,4189.900395,42.132812,33.296875,130.9373148,1207.55335,10.92498261,16.35855553,15.30634261,0,0.435301458
Kogrukluk,Kuskokwim,2012,120069.61,5901.636276,85.25,63.828125,128.5719496,1181.827939,12.36504294,15.06042424,14.49244665,0,0
Kogrukluk,Kuskokwim,2013,99766.77003,3814.722237,92.80469,29.734375,102.9912531,1285.055171,13.43661271,18.42616256,18.00721924,16,21.96794055
Kogrukluk,Kuskokwim,2014,61797.29005,4583.204541,104.69531,36.03125,17.83072084,1451.906626,13.38119176,17.12165741,16.95626141,1,0.600798646
Kogrukluk,Kuskokwim,2015,199377.3501,5986.895001,31.78125,38.78125,4.06906628,1435.605993,14.18923952,18.12141344,17.89459249,23,18.36026108
Kogrukluk,Kuskokwim,2016,135912.03,7106.496929,76.03125,46,38.23728106,1606.363088,13.15772446,16.12742878,15.90863949,0,0
Kogrukluk,Kuskokwim,2017,106411.86,5180.305726,69.21875,36.734375,90.74700539,1341.860859,13.46284521,18.12141344,18.06468138,27,25.80485858
Kogrukluk,Kuskokwim,2018,117064.41,5685.310526,66.109375,47.5,100.1661637,1254.639944,12.29633733,16.46159791,15.79172524,0,0
Kwethluk,Kuskokwim,1980,118475.39,13041.60928,202.74219,150.79688,16.70101989,1662.972052,13.89038573,15.13639486,14.23709849,0,0.364972239
Kwethluk,Kuskokwim,1981,152106.8999,7630.458356,215.16406,93.984375,85.01017048,1717.174414,14.4885264,16.52289194,15.65443684,0,6.860260695
Kwethluk,Kuskokwim,1982,235027.95,13504.70467,344.8125,201.65625,157.2868182,1521.153962,13.80331374,15.2905683,14.72441812,0,8.624416112
Kwethluk,Kuskokwim,1983,164505.2,6162.109145,319.10938,92.359375,11.08146875,1718.018313,13.43404726,17.41707038,16.95871923,3,0.992141384
Kwethluk,Kuskokwim,1984,190190.62,6260.871239,150.39062,72.78125,86.20057676,1495.224313,13.02272066,16.46434533,15.58550898,0,3.640151826
Kwethluk,Kuskokwim,1985,214703.83,6616.579475,305.5,180.5,41.79123579,1616.277369,15.20587159,14.46943077,13.5446134,0,8.135169781
Kwethluk,Kuskokwim,1986,191131.62,7810.940131,226.35938,117.265625,0.911519886,1674.778731,13.19894339,16.40236982,16.01690216,0,1.21657413
Kwethluk,Kuskokwim,1987,189335.24,6282.82829,111.015625,98.609375,78.53870165,1471.894701,13.34317235,14.82926179,14.27298105,0,2.611808749
Kwethluk,Kuskokwim,1988,193606.0499,6248.61464,204.54688,120.21875,250.8294121,1647.634277,13.74929029,17.40122276,16.31340798,2,0.548475988
Kwethluk,Kuskokwim,1989,174943.86,8562.989278,261.78125,185.9375,128.6610909,1563.423692,13.84066587,15.7344198,15.23405418,0,0
Kwethluk,Kuskokwim,1990,170279.1699,10066.84204,270.48438,137.875,334.0622984,1675.562764,14.18289024,16.66458719,15.85509111,0,0
Kwethluk,Kuskokwim,1991,93819.27012,4850.287304,227.17188,157.90625,116.8102756,1433.327732,12.80204252,16.55824184,16.23890514,0,0
Kwethluk,Kuskokwim,1992,148055.9101,6812.126993,181.09375,96.6875,121.4846817,1367.337421,12.87005478,17.02069893,16.75245066,1,19.51317908
Kwethluk,Kuskokwim,1993,173848.5501,7870.841976,280.21875,188.8125,66.9151875,1729.980421,13.98931302,17.97930974,17.27586589,5,2.937320778
Kwethluk,Kuskokwim,1994,237146.62,8201.859144,261.90625,186,113.859,1379.438387,12.61594885,14.65392551,14.03332363,0,0
Kwethluk,Kuskokwim,1995,177846.1698,10251.61967,233.89844,161.67188,15.71015626,1804.271859,14.27824599,17.60628057,16.22466484,1,0.606280571
Kwethluk,Kuskokwim,1996,128463.2197,6353.083073,179.375,114.75,41.44764205,1586.670447,13.31005951,18.09322247,17.95312035,20,13.03063146
Kwethluk,Kuskokwim,1997,149445.52,6013.451712,193.20312,84.015625,88.33023861,1704.095497,14.7726256,17.61205402,17.28548639,10,3.110827402
Kwethluk,Kuskokwim,1998,130908.87,7952.979275,202.04688,123.625,20.64481253,1679.306245,14.05481263,15.49695696,15.27517128,0,2.728237281
Kwethluk,Kuskokwim,1999,138958.01,8191.088092,177.01562,106.328125,42.23705964,1701.833388,14.74227986,15.95659498,15.61858254,0,0
Kwethluk,Kuskokwim,2000,170446.5701,8122.807319,194.59375,110.125,29.6873949,1689.042158,14.72160819,18.28079845,17.69181391,16,8.585753709
Kwethluk,Kuskokwim,2001,271721.09,11359.99947,247.19531,131.39062,68.23060512,1514.970167,13.64697637,14.50215329,13.5936426,0,0
Kwethluk,Kuskokwim,2002,159373.11,7931.044933,229.59375,95.734375,23.22071022,1875.397019,15.8756218,19.01054133,18.09882523,28,22.17814364
Kwethluk,Kuskokwim,2003,169322.6601,7914.28776,226.82812,113.6875,26.47290344,1799.14736,15.41123487,17.07827929,17.91231623,2,8.57714391
Kwethluk,Kuskokwim,2004,191989.34,8674.823722,187.0625,54.265625,59.36239773,1885.65031,14.66573421,17.13535532,16.73852436,4,0.532462163
Kwethluk,Kuskokwim,2005,195146.46,9306.1073,248.09375,140.875,62.67267328,1739.765269,14.24768758,18.60527948,18.23123869,33,22.25435441
Kwethluk,Kuskokwim,2006,170071.1199,8003.908617,409.0547,103.890625,69.20736649,1697.041336,13.97653603,17.45182026,17.17988399,6,3.105240553
Kwethluk,Kuskokwim,2007,176177.29,9778.668814,250.76562,108.84375,30.71008524,1789.849371,15.64576723,18.24646416,18.10840669,20,19.51865375
Kwethluk,Kuskokwim,2008,164741.39,7502.418104,158.26562,128.47656,154.319125,1598.528723,13.97482798,13.75954872,13.41469261,0,0
Kwethluk,Kuskokwim,2009,143892.56,6217.425132,248.85156,89.203125,134.2651533,1703.294484,14.20346911,17.21920367,16.76155091,4,0.598455941
Kwethluk,Kuskokwim,2010,139757.94,6968.462964,289.46875,144.46875,60.5313807,1569.820299,13.37667978,16.89994203,16.57284654,0,1.718633216
Kwethluk,Kuskokwim,2011,143393.86,6418.140594,159.57812,137.67188,82.41846027,1464.475713,12.93505052,16.35855553,15.30634261,0,0.435301458
Kwethluk,Kuskokwim,2012,165927.9301,9548.997193,288.78125,189.79688,126.6748694,1334.768021,12.99193638,15.06042424,14.49244665,0,0
Kwethluk,Kuskokwim,2013,156616.73,6321.439868,335,92.953125,99.09368177,1556.173678,14.04073276,18.42616256,18.00721924,16,21.96794055
Kwethluk,Kuskokwim,2014,112520.97,6714.331315,215.55469,77.78125,12.70619602,1857.572857,15.030778,17.12165741,16.95626141,1,0.600798646
Kwethluk,Kuskokwim,2015,306057.7299,10079.00461,275.84375,105.78125,5.649321033,1834.823611,15.53421891,18.12141344,17.89459249,23,18.36026108
Kwethluk,Kuskokwim,2016,172204.34,10496.67039,246.10938,149.5625,17.03993751,1935.841037,15.46111313,16.12742878,15.90863949,0,0
Kwethluk,Kuskokwim,2017,181823.14,10345.83895,375.1328,104.734375,62.53303982,1805.452698,14.86531974,18.12141344,18.06468138,27,25.80485858
Kwethluk,Kuskokwim,2018,174545.56,9562.41625,289.17188,174.25,56.21092046,1746.087887,14.0816861,16.46159791,15.79172524,0,0
Oskawalik,Kuskokwim,1980,49965.60002,3556.547322,38.359375,36,32.87925258,1406.724685,13.43307113,15.13639486,14.23709849,0,0.364972239
Oskawalik,Kuskokwim,1981,44742.50002,2803.946316,38.984375,13.40625,89.2716618,1300.536784,12.5479677,16.52289194,15.65443684,0,6.860260695
Oskawalik,Kuskokwim,1982,66326.10004,3776.160329,76.359375,24.984375,119.7582729,1253.038431,12.59636619,15.2905683,14.72441812,0,8.624416112
Oskawalik,Kuskokwim,1983,67722.61001,2099.754671,49.546875,10.15625,23.33812774,1554.668422,14.44659294,17.41707038,16.95871923,3,0.992141384
Oskawalik,Kuskokwim,1984,62593.06002,2017.020786,19.6875,9.3125,141.6856966,1439.646125,12.75954821,16.46434533,15.58550898,0,3.640151826
Oskawalik,Kuskokwim,1985,68280.69995,3517.067632,79.5625,26.921875,190.1496733,1342.427938,15.42407151,14.46943077,13.5446134,0,8.135169781
Oskawalik,Kuskokwim,1986,61994.91996,2964.482303,71.890625,19.25,18.02288823,1404.62531,11.4730138,16.40236982,16.01690216,0,1.21657413
Oskawalik,Kuskokwim,1987,40508.93002,2090.771844,39.40625,28.65625,138.4808998,1223.466791,10.89553436,14.82926179,14.27298105,0,2.611808749
Oskawalik,Kuskokwim,1988,60422.29998,2811.652353,30.328125,14.03125,97.24731505,1374.089234,14.28399238,17.40122276,16.31340798,2,0.548475988
Oskawalik,Kuskokwim,1989,73437.47,3382.72579,58.484375,37.375,140.8772716,1180.115674,10.84806385,15.7344198,15.23405418,0,0
Oskawalik,Kuskokwim,1990,56343.78001,2900.734935,42.921875,20.34375,264.336306,1574.262772,16.64941277,16.66458719,15.85509111,0,0
Oskawalik,Kuskokwim,1991,34492.64001,1884.642106,41.078125,16.734375,110.9487373,1478.246113,13.0443994,16.55824184,16.23890514,0,0
Oskawalik,Kuskokwim,1992,57283.16001,2180.055229,43.1875,10.21875,127.0322133,1523.544664,15.10698668,17.02069893,16.75245066,1,19.51317908
Oskawalik,Kuskokwim,1993,59394.34006,2720.645659,73.3125,21.296875,107.7087808,1443.273561,16.18499507,17.97930974,17.27586589,5,2.937320778
Oskawalik,Kuskokwim,1994,84843.32999,2297.785527,38.765625,26.3125,191.8928374,1261.807891,11.64740997,14.65392551,14.03332363,0,0
Oskawalik,Kuskokwim,1995,62330.67002,2686.718948,42.148438,19.4375,43.01254716,1533.571735,13.92921855,17.60628057,16.22466484,1,0.606280571
Oskawalik,Kuskokwim,1996,42868.28999,2271.264772,31.640625,14.25,72.444209,1465.696372,11.29865723,18.09322247,17.95312035,20,13.03063146
Oskawalik,Kuskokwim,1997,72639.37005,1396.904935,45.59375,7.359375,118.1544267,1762.043108,16.30900069,17.61205402,17.28548639,10,3.110827402
Oskawalik,Kuskokwim,1998,51093.40999,3710.53329,60.546875,29,50.81526845,1302.823667,12.80753559,15.49695696,15.27517128,0,2.728237281
Oskawalik,Kuskokwim,1999,65615.89997,2836.585264,44.53125,20.828125,61.60216975,1405.103699,12.80296273,15.95659498,15.61858254,0,0
Oskawalik,Kuskokwim,2000,50830.58001,2687.327778,37.304688,17.34375,73.33530478,1376.837126,11.72874393,18.28079845,17.69181391,16,8.585753709
Oskawalik,Kuskokwim,2001,102597.6299,4164.607829,37.421875,19.1875,185.8147753,1342.120847,13.94414181,14.50215329,13.5936426,0,0
Oskawalik,Kuskokwim,2002,61792.72001,2664.63217,29.539062,11.6875,78.61679971,1498.524621,16.27117467,19.01054133,18.09882523,28,22.17814364
Oskawalik,Kuskokwim,2003,76632.71004,2912.658553,54.8125,20.71875,83.51438321,1368.815962,13.69970066,17.07827929,17.91231623,2,8.57714391
Oskawalik,Kuskokwim,2004,116052.23,2842.65634,23.609375,9.40625,161.6964369,1673.036817,15.71516545,17.13535532,16.73852436,4,0.532462163
Oskawalik,Kuskokwim,2005,65282.29999,2872.58579,32.867188,11.0625,105.8302903,1610.375426,16.35553249,18.60527948,18.23123869,33,22.25435441
Oskawalik,Kuskokwim,2006,74510.75998,2680.748816,88.16406,16.640625,73.71089255,1358.835727,13.94254927,17.45182026,17.17988399,6,3.105240553
Oskawalik,Kuskokwim,2007,60112.30998,2946.936776,40.203125,20.421875,49.73221336,1712.001097,13.20861736,18.24646416,18.10840669,20,19.51865375
Oskawalik,Kuskokwim,2008,46712.94,2145.937777,28.429688,20.046875,154.4243977,1454.144514,13.97732208,13.75954872,13.41469261,0,0
Oskawalik,Kuskokwim,2009,53702.2,2583.064671,29.34375,10.59375,216.8091217,1659.744164,15.83092031,17.21920367,16.76155091,4,0.598455941
Oskawalik,Kuskokwim,2010,56480.75,2579.191513,62.421875,17.953125,83.4678085,1463.195245,13.04905948,16.89994203,16.57284654,0,1.718633216
Oskawalik,Kuskokwim,2011,47383.7,2379.206513,28.84375,17.796875,153.2425761,1404.966873,11.847974,16.35855553,15.30634261,0,0.435301458
Oskawalik,Kuskokwim,2012,78192.64999,4051.440197,80.25,30.71875,133.3125254,1323.169364,11.87662136,15.06042424,14.49244665,0,0
Oskawalik,Kuskokwim,2013,66953.95006,2528.820329,88.16406,16.015625,127.6837591,1493.727209,17.06419909,18.42616256,18.00721924,16,21.96794055
Oskawalik,Kuskokwim,2014,44007.11996,2714.668684,112.375,15.125,48.59552252,1598.520556,15.05652504,17.12165741,16.95626141,1,0.600798646
Oskawalik,Kuskokwim,2015,121799.2,3387.965987,35.265625,15.421875,48.80083457,1602.259796,15.60388996,18.12141344,17.89459249,23,18.36026108
Oskawalik,Kuskokwim,2016,68043.28,4093.927386,66.890625,25.796875,23.20315675,1625.581113,13.65295766,16.12742878,15.90863949,0,0
Oskawalik,Kuskokwim,2017,72656.76997,3236.022041,65.49219,18.4375,76.5567489,1655.609175,13.05717733,18.12141344,18.06468138,27,25.80485858
Oskawalik,Kuskokwim,2018,66769.22999,3414.471251,46.648438,26.28125,101.8692308,1451.265248,15.60477468,16.46159791,15.79172524,0,0
Pitka,Kuskokwim,1980,56534.84,4140.618432,60.71875,46.25,85.36220635,1709.673008,15.96293495,15.13639486,14.23709849,0,0.364972239
Pitka,Kuskokwim,1981,58020.67003,3349.430988,44.609375,37.109375,133.7633041,1768.846061,16.4030176,16.52289194,15.65443684,0,6.860260695
Pitka,Kuskokwim,1982,106917.59,4621.212171,59.25,37.625,152.9749153,1763.592672,16.38955947,15.2905683,14.72441812,0,8.624416112
Pitka,Kuskokwim,1983,86164.95998,3096.80704,48.359375,36.140625,58.83109805,1838.868432,15.43846494,17.41707038,16.95871923,3,0.992141384
Pitka,Kuskokwim,1984,74686.04002,2997.760458,40.3125,24.734375,170.2549973,1808.960394,15.38742825,16.46434533,15.58550898,0,3.640151826
Pitka,Kuskokwim,1985,124975.5,5087.394801,53.15625,41.84375,315.0198822,1694.098813,18.00032733,14.46943077,13.5446134,0,8.135169781
Pitka,Kuskokwim,1986,91421.44999,4267.535461,56.703125,37.421875,95.86690108,1745.587542,14.87114358,16.40236982,16.01690216,0,1.21657413
Pitka,Kuskokwim,1987,83868.93999,3056.448291,69.328125,40.203125,154.5718316,1887.317618,15.92555787,14.82926179,14.27298105,0,2.611808749
Pitka,Kuskokwim,1988,42950.64001,3379.59183,40.328125,31.03125,95.27327856,1887.24583,17.41151929,17.40122276,16.31340798,2,0.548475988
Pitka,Kuskokwim,1989,72596.81001,4227.464603,53.640625,36.3125,147.2225552,1779.698204,16.33606999,15.7344198,15.23405418,0,0
Pitka,Kuskokwim,1990,87348.49998,4127.185987,67.53125,45.21875,190.2817446,1883.186872,17.63411482,16.66458719,15.85509111,0,0
Pitka,Kuskokwim,1991,90127.72997,2832.997171,43.1875,34.421875,85.63323238,1742.012847,13.70701307,16.55824184,16.23890514,0,0
Pitka,Kuskokwim,1992,103999.63,2568.138627,55.21875,38.8125,133.0831656,1808.418011,17.23120708,17.02069893,16.75245066,1,19.51317908
Pitka,Kuskokwim,1993,72825.36,3734.81704,42.03125,34.90625,127.6331812,1938.379721,17.93536377,17.97930974,17.27586589,5,2.937320778
Pitka,Kuskokwim,1994,74989.73004,2492.254605,43.046875,36.78125,205.5406517,1919.243815,17.38690565,14.65392551,14.03332363,0,0
Pitka,Kuskokwim,1995,126150.2101,4425.463815,39.859375,32.53125,131.2921907,1799.277267,15.29502615,17.60628057,16.22466484,1,0.606280571
Pitka,Kuskokwim,1996,50041.34,3285.257908,52.578125,35.734375,102.7121345,1813.543321,15.02172781,18.09322247,17.95312035,20,13.03063146
Pitka,Kuskokwim,1997,158986.1201,2518.840462,48.078125,31.484375,186.8140481,2014.70585,17.39661796,17.61205402,17.28548639,10,3.110827402
Pitka,Kuskokwim,1998,64723.44005,5533.243488,49.90625,36.765625,33.66242175,1865.084612,16.76496872,15.49695696,15.27517128,0,2.728237281
Pitka,Kuskokwim,1999,69695.57995,3947.263947,54.78125,35.59375,132.1012982,1857.681957,17.23247903,15.95659498,15.61858254,0,0
Pitka,Kuskokwim,2000,86322.63003,3573.93268,43.46875,37.5625,124.2896203,1792.415883,14.57660476,18.28079845,17.69181391,16,8.585753709
Pitka,Kuskokwim,2001,157250.57,6425.312827,58.328125,39.84375,234.668856,1844.618567,16.30996365,14.50215329,13.5936426,0,0
Pitka,Kuskokwim,2002,89438.10999,2911.683619,33.5,33.65625,97.07266809,1872.700616,17.30537818,19.01054133,18.09882523,28,22.17814364
Pitka,Kuskokwim,2003,91537.74988,3886.902764,48.203125,31.125,154.8924782,1917.709678,16.89912049,17.07827929,17.91231623,2,8.57714391
Pitka,Kuskokwim,2004,457021.7894,3843.569281,38.625,36.1875,425.2660388,2025.382086,17.75371858,17.13535532,16.73852436,4,0.532462163
Pitka,Kuskokwim,2005,92719.71001,3410.668356,46.523438,43.8125,118.5676398,2013.138373,17.1627372,18.60527948,18.23123869,33,22.25435441
Pitka,Kuskokwim,2006,104954.81,3802.241054,60.96875,35.8125,106.9015906,1808.689678,14.75272597,17.45182026,17.17988399,6,3.105240553
Pitka,Kuskokwim,2007,84472.64992,3395.12783,59.359375,36.0625,151.5027861,1986.760347,15.81575914,18.24646416,18.10840669,20,19.51865375
Pitka,Kuskokwim,2008,132062.13,2920.153988,34.4375,26.84375,213.0523858,1852.705533,15.56380068,13.75954872,13.41469261,0,0
Pitka,Kuskokwim,2009,48157.62001,2320.102566,20.609375,29.5,185.1514009,1915.523566,17.60418464,17.21920367,16.76155091,4,0.598455941
Pitka,Kuskokwim,2010,79399.32002,3566.354013,50.84375,43.25,97.47743463,1861.799138,17.0763962,16.89994203,16.57284654,0,1.718633216
Pitka,Kuskokwim,2011,77793.19999,3446.683093,49.578125,40.34375,180.1889481,1846.401964,15.2272839,16.35855553,15.30634261,0,0.435301458
Pitka,Kuskokwim,2012,144025.13,5595.03268,56.671875,46.453125,138.3594562,1800.771386,16.27030654,15.06042424,14.49244665,0,0
Pitka,Kuskokwim,2013,111907.2301,3771.577369,44.859375,29.046875,156.1649871,1887.09005,18.00032733,18.42616256,18.00721924,16,21.96794055
Pitka,Kuskokwim,2014,39963.95002,3860.305724,40.046875,39.921875,77.02639306,1823.947176,15.15593024,17.12165741,16.95626141,1,0.600798646
Pitka,Kuskokwim,2015,84294.52002,4130.84704,49.5625,34.09375,74.13308355,1858.95307,16.27862332,18.12141344,17.89459249,23,18.36026108
Pitka,Kuskokwim,2016,109336.14,6140.66425,56.421875,51.0625,49.28377637,1994.725137,15.8150654,16.12742878,15.90863949,0,0
Pitka,Kuskokwim,2017,82189.90006,3962.479672,50.8125,32.953125,89.8403335,1938.275869,17.01727578,18.12141344,18.06468138,27,25.80485858
Pitka,Kuskokwim,2018,73987.61996,3862.037698,47.453125,38.046875,124.4296819,1858.287273,17.98027433,16.46159791,15.79172524,0,0
Swift,Kuskokwim,1980,231012.95,16623.93673,503.92188,311.5,68.14779968,1534.198655,16.59295041,15.13639486,14.23709849,0,0.364972239
Swift,Kuskokwim,1981,220061.17,12742.09461,451.76562,246.4375,105.6595675,1479.705965,17.65984672,16.52289194,15.65443684,0,6.860260695
Swift,Kuskokwim,1982,339753.51,16486.01434,435.78125,319.84375,98.26445313,1346.719282,16.64162271,15.2905683,14.72441812,0,8.624416112
Swift,Kuskokwim,1983,304311.28,9842.493027,517.1797,236.40625,33.69876629,1725.529287,17.43136811,17.41707038,16.95871923,3,0.992141384
Swift,Kuskokwim,1984,261417.44,10199.03686,362.15625,238.89062,147.3186502,1530.435381,17.16002565,16.46434533,15.58550898,0,3.640151826
Swift,Kuskokwim,1985,416050.39,18383.07585,577.28125,431.10938,243.9715515,1585.386125,16.75528909,14.46943077,13.5446134,0,8.135169781
Swift,Kuskokwim,1986,284377.42,14336.04546,615.9844,289.25,87.10532275,1509.427986,15.94623494,16.40236982,16.01690216,0,1.21657413
Swift,Kuskokwim,1987,244736.83,11751.74968,426.96875,291.70312,145.0691081,1431.008716,16.42728352,14.82926179,14.27298105,0,2.611808749
