Population,Region,year,max5dprcp_spawn,mnprcp_rear,maxq_spawn,medq_rear,mean_swe,cdd_rear,maxDaily_spawn,maxDaily_migrate,maxWeekly_migrate,daysGT17_migrate,cddGT17_migrate
Swift,Kuskokwim,1988,164678.6,11000.97484,312.10938,254.71875,107.8193958,1506.165034,17.75386993,17.40122276,16.31340798,2,0.548475988
Swift,Kuskokwim,1989,286647.26,14756.85809,362.28125,291.90625,81.21140223,1440.790065,17.46085864,15.7344198,15.23405418,0,0
Swift,Kuskokwim,1990,236461.4801,10667.56454,668.6406,376.46875,130.3128108,1524.986437,18.32119148,16.66458719,15.85509111,0,0
Swift,Kuskokwim,1991,276551.47,9385.969143,367.21875,331.65625,74.26622575,1425.470932,16.97063033,16.55824184,16.23890514,0,0
Swift,Kuskokwim,1992,268941,7833.546276,348.64062,257.78125,101.2886597,1536.294414,18.2307835,17.02069893,16.75245066,1,19.51317908
Swift,Kuskokwim,1993,166458.96,7943.961843,565.125,306.125,133.5824038,1500.322744,17.78101736,17.97930974,17.27586589,5,2.937320778
Swift,Kuskokwim,1994,223362.9399,8086.660129,513.9531,309.78125,125.8067059,1457.874201,17.7606636,14.65392551,14.03332363,0,0
Swift,Kuskokwim,1995,453772.36,11909.74125,255.15625,237.46875,69.06242295,1655.895907,17.35256609,17.60628057,16.22466484,1,0.606280571
Swift,Kuskokwim,1996,234316.4801,11238.19125,466.54688,226.78125,82.76190465,1545.191137,16.47304141,18.09322247,17.95312035,20,13.03063146
Swift,Kuskokwim,1997,576642.8901,6658.856251,164.32812,150.92188,169.6979825,1638.001082,19.15672585,17.61205402,17.28548639,10,3.110827402
Swift,Kuskokwim,1998,275529.89,16516.54408,409.0625,276.95312,44.48429569,1813.769695,19.17762919,15.49695696,15.27517128,0,2.728237281
Swift,Kuskokwim,1999,331825.3401,11331.37539,447.14062,323.0625,97.40113516,1497.514944,18.00238138,15.95659498,15.61858254,0,0
Swift,Kuskokwim,2000,197176.5701,7633.553334,341.96875,246,103.0994086,1559.045758,17.35712142,18.28079845,17.69181391,16,8.585753709
Swift,Kuskokwim,2001,577303.6999,24116.95105,381.6875,285.6875,332.9136806,1529.692044,17.46434235,14.50215329,13.5936426,0,0
Swift,Kuskokwim,2002,356195.6396,10074.28645,329.10938,226.60938,125.5078967,1534.789884,20.59085692,19.01054133,18.09882523,28,22.17814364
Swift,Kuskokwim,2003,404535.31,9648.32941,378.5625,230.48438,141.6485834,1627.266091,18.8168828,17.07827929,17.91231623,2,8.57714391
Swift,Kuskokwim,2004,708959.7,12691.44588,233.14062,242.625,232.8834372,1868.811714,17.94950205,17.13535532,16.73852436,4,0.532462163
Swift,Kuskokwim,2005,260974.3801,10276.79993,385.7422,289.59375,89.45365182,1586.237059,18.22151976,18.60527948,18.23123869,33,22.25435441
Swift,Kuskokwim,2006,275967.2401,12289.76171,501.60938,271.875,141.1484372,1507.479828,17.38197228,17.45182026,17.17988399,6,3.105240553
Swift,Kuskokwim,2007,280659.1401,11248.73006,430.14062,221.51562,104.1785565,1701.319248,18.02960272,18.24646416,18.10840669,20,19.51865375
Swift,Kuskokwim,2008,324614.09,8694.570199,200.78906,210.10938,170.495,1545.292205,17.68254547,13.75954872,13.41469261,0,0
Swift,Kuskokwim,2009,369116.62,9043.826909,176.26562,157.42188,265.2508951,1739.136279,17.19979423,17.21920367,16.76155091,4,0.598455941
Swift,Kuskokwim,2010,233115.33,10784.37276,623.2031,266.96875,91.70481397,1677.579338,17.97601059,16.89994203,16.57284654,0,1.718633216
Swift,Kuskokwim,2011,236532.11,11961.31539,431.5625,254.5,167.4089015,1596.251162,15.72854727,16.35855553,15.30634261,0,0.435301458
Swift,Kuskokwim,2012,301599.6,17179.05673,526.5469,343.23438,131.2292799,1488.06832,17.96431865,15.06042424,14.49244665,0,0
Swift,Kuskokwim,2013,373657.4001,10215.91777,348.1875,209.67188,130.6355565,1569.997632,19.73396198,18.42616256,18.00721924,16,21.96794055
Swift,Kuskokwim,2014,160076.04,12684.4746,310.29688,237.98438,63.77882033,1757.57963,17.653279,17.12165741,16.95626141,1,0.600798646
Swift,Kuskokwim,2015,463937.56,15361.41533,527.9375,215.03125,60.84446584,1505.72981,19.22212617,18.12141344,17.89459249,23,18.36026108
Swift,Kuskokwim,2016,400372.86,20421.84451,484.48438,286.4375,41.47249443,1918.902004,17.53846797,16.12742878,15.90863949,0,0
Swift,Kuskokwim,2017,311571.47,13740.17066,474.3047,234.23438,79.38548967,1602.089634,19.1539464,18.12141344,18.06468138,27,25.80485858
Swift,Kuskokwim,2018,349194.14,13105.69671,464.04688,329.17188,137.4825549,1463.971189,18.82193612,16.46159791,15.79172524,0,0
Takotna,Kuskokwim,1980,135560.99,11435.55432,67.46875,53.453125,41.29357095,1404.700151,14.28642869,15.13639486,14.23709849,0,0.364972239
Takotna,Kuskokwim,1981,159748.65,9819.524408,55.914062,36.53125,80.87277831,1637.900772,15.6770727,16.52289194,15.65443684,0,6.860260695
Takotna,Kuskokwim,1982,276933.9401,14347.76697,111.265625,64.515625,121.8024577,1290.723727,14.895369,15.2905683,14.72441812,0,8.624416112
Takotna,Kuskokwim,1983,270197.08,9198.47079,73.640625,33.210938,38.29748755,1669.463286,16.50457899,17.41707038,16.95871923,3,0.992141384
Takotna,Kuskokwim,1984,162779.3799,9470.423597,43.625,29.09375,142.4501264,1604.62691,16.29529047,16.46434533,15.58550898,0,3.640151826
Takotna,Kuskokwim,1985,286073.23,15323.16717,118.671875,66.75,254.3740096,1310.491876,17.88196255,14.46943077,13.5446134,0,8.135169781
Takotna,Kuskokwim,1986,216795.68,13565.92625,98.78125,44.03125,62.34686606,1585.381582,15.36078573,16.40236982,16.01690216,0,1.21657413
Takotna,Kuskokwim,1987,269875.27,9845.209672,78.1875,54.53125,135.1941159,1478.556519,13.6781226,14.82926179,14.27298105,0,2.611808749
Takotna,Kuskokwim,1988,133859.9601,10857.28889,40.96875,34.75,80.67759884,1647.216027,15.96737405,17.40122276,16.31340798,2,0.548475988
Takotna,Kuskokwim,1989,246832.87,12808.36132,80.640625,54.640625,126.1173031,1382.073639,14.8235269,15.7344198,15.23405418,0,0
Takotna,Kuskokwim,1990,256195.6499,12252.91092,71.25,44.84375,189.0402426,1602.52325,17.9764452,16.66458719,15.85509111,0,0
Takotna,Kuskokwim,1991,258157.64,8897.43579,53.015625,40.203125,122.2113909,1523.033829,14.61919501,16.55824184,16.23890514,0,0
Takotna,Kuskokwim,1992,278390.3601,8148.895821,54.71875,31.78125,119.7540096,1513.635946,15.40227616,17.02069893,16.75245066,1,19.51317908
Takotna,Kuskokwim,1993,318449.5301,14389.73842,142.03125,56.703125,120.1903789,1518.851728,16.77368846,17.97930974,17.27586589,5,2.937320778
Takotna,Kuskokwim,1994,410514.9099,10596.64408,84.828125,50.53125,209.7175923,1498.202429,15.9070882,14.65392551,14.03332363,0,0
Takotna,Kuskokwim,1995,305564.93,10944.4973,51.492188,36.96875,53.45479728,1606.888193,15.57105775,17.60628057,16.22466484,1,0.606280571
Takotna,Kuskokwim,1996,138787.37,9130.88974,68.796875,31.359375,100.7847092,1737.017801,14.66952,18.09322247,17.95312035,20,13.03063146
Takotna,Kuskokwim,1997,406316.1701,8021.52204,45.734375,21.625,153.4559604,1933.454152,18.51278179,17.61205402,17.28548639,10,3.110827402
Takotna,Kuskokwim,1998,218531.3201,16835.4381,100.546875,61.546875,34.6814008,1385.897648,16.27677733,15.49695696,15.27517128,0,2.728237281
Takotna,Kuskokwim,1999,189383.85,10697.3,60.875,50.984375,76.17842139,1558.621656,16.3937412,15.95659498,15.61858254,0,0
Takotna,Kuskokwim,2000,199155.31,9335.857909,68.65625,37.671875,100.3874891,1646.609718,14.0746935,18.28079845,17.69181391,16,8.585753709
Takotna,Kuskokwim,2001,332349.99,14708.39204,87.5,45.9375,159.2303091,1539.507203,15.94777783,14.50215329,13.5936426,0,0
Takotna,Kuskokwim,2002,257389.4,9363.321119,43.65625,27.875,94.58305584,1769.611199,19.18088743,19.01054133,18.09882523,28,22.17814364
Takotna,Kuskokwim,2003,260318.38,12363.69684,64.140625,47.6875,120.2330375,1564.172504,16.20266909,17.07827929,17.91231623,2,8.57714391
Takotna,Kuskokwim,2004,786276.2499,10319.4851,35.554688,24.984375,256.0079263,1757.480606,17.1829262,17.13535532,16.73852436,4,0.532462163
Takotna,Kuskokwim,2005,257414.02,11899.40336,54.6875,33.859375,131.089239,1763.308619,18.79143457,18.60527948,18.23123869,33,22.25435441
Takotna,Kuskokwim,2006,270343.8899,11183.22737,86.828125,33.640625,68.74873712,1691.316759,15.24966673,17.45182026,17.17988399,6,3.105240553
Takotna,Kuskokwim,2007,234684.4199,13338.01875,60.945312,29.09375,82.83535556,1779.034606,16.06885632,18.24646416,18.10840669,20,19.51865375
Takotna,Kuskokwim,2008,186804.13,8666.262487,38.9375,32.109375,147.4442755,1583.668008,16.36170101,13.75954872,13.41469261,0,0
Takotna,Kuskokwim,2009,184632.0898,7706.955855,36.703125,20.8125,203.9181854,1726.943155,16.64344494,17.21920367,16.76155091,4,0.598455941
Takotna,Kuskokwim,2010,297602.31,10382.99559,99.17969,32.171875,76.12664837,1748.976846,16.86517871,16.89994203,16.57284654,0,1.718633216
Takotna,Kuskokwim,2011,214558.33,10258.92447,73.015625,30.6875,198.4061747,1637.050488,13.19493351,16.35855553,15.30634261,0,0.435301458
Takotna,Kuskokwim,2012,322444.23,16759.03039,137.21875,59,116.2932187,1460.585921,15.48237136,15.06042424,14.49244665,0,0
Takotna,Kuskokwim,2013,371758.1301,10109.08033,124.55469,35.75,120.803119,1547.483865,19.46165794,18.42616256,18.00721924,16,21.96794055
Takotna,Kuskokwim,2014,102954.8501,10202.99448,67.59375,31.859375,45.45926888,1652.773644,16.23315615,17.12165741,16.95626141,1,0.600798646
Takotna,Kuskokwim,2015,264638.69,11429.1529,74.35156,32.515625,63.16475574,1769.538131,17.64509027,18.12141344,17.89459249,23,18.36026108
Takotna,Kuskokwim,2016,316733.97,19583.15196,117.96094,59.0625,46.63670323,1526.35189,14.19191099,16.12742878,15.90863949,0,0
Takotna,Kuskokwim,2017,247274.49,12242.30296,92.16406,33.484375,76.29114825,1718.276543,16.08453285,18.12141344,18.06468138,27,25.80485858
Takotna,Kuskokwim,2018,247062.93,14295.32816,62.515625,52.578125,128.135663,1473.300568,15.88828071,16.46159791,15.79172524,0,0
Tatlawiksuk,Kuskokwim,1980,61426.70002,4469.113662,56.890625,38.25,33.78096233,1534.198655,16.59295041,15.13639486,14.23709849,0,0.364972239
Tatlawiksuk,Kuskokwim,1981,63508.49001,3764.80816,49.390625,25.859375,48.60051585,1479.705965,17.65984672,16.52289194,15.65443684,0,6.860260695
Tatlawiksuk,Kuskokwim,1982,105851.21,5045.176316,64.890625,38.5625,86.28873503,1346.719282,16.64162271,15.2905683,14.72441812,0,8.624416112
Tatlawiksuk,Kuskokwim,1983,92474.96,2918.053683,78.171875,22.023438,24.46085818,1725.529287,17.43136811,17.41707038,16.95871923,3,0.992141384
Tatlawiksuk,Kuskokwim,1984,69882.24999,3059.49464,41,24.5,132.7450048,1530.435381,17.16002565,16.46434533,15.58550898,0,3.640151826
Tatlawiksuk,Kuskokwim,1985,110260.82,5280.005131,69,46.40625,205.5727383,1585.386125,16.75528909,14.46943077,13.5446134,0,8.135169781
Tatlawiksuk,Kuskokwim,1986,85378.18995,4635.249277,96.578125,32.625,65.61361607,1509.427986,15.94623494,16.40236982,16.01690216,0,1.21657413
Tatlawiksuk,Kuskokwim,1987,81095.81,3317.387106,69.21875,34.328125,126.8297519,1431.008716,16.42728352,14.82926179,14.27298105,0,2.611808749
Tatlawiksuk,Kuskokwim,1988,45410.90002,3296.327191,32.5,24.296875,77.79011908,1506.165034,17.75386993,17.40122276,16.31340798,2,0.548475988
Tatlawiksuk,Kuskokwim,1989,80351.35999,3946.957763,63.5625,37.8125,80.57031248,1440.790065,17.46085864,15.7344198,15.23405418,0,0
Tatlawiksuk,Kuskokwim,1990,79803.50999,3405.518948,81.203125,33.75,147.6392709,1524.986437,18.32119148,16.66458719,15.85509111,0,0
Tatlawiksuk,Kuskokwim,1991,82081.61002,2527.140066,38.125,28.71875,49.86082342,1425.470932,16.97063033,16.55824184,16.23890514,0,0
Tatlawiksuk,Kuskokwim,1992,78248.95003,2238.300523,46.203125,23.65625,62.45853179,1536.294414,18.2307835,17.02069893,16.75245066,1,19.51317908
Tatlawiksuk,Kuskokwim,1993,68910.68001,3049.96592,87.328125,25.1875,85.63926591,1500.322744,17.78101736,17.97930974,17.27586589,5,2.937320778
Tatlawiksuk,Kuskokwim,1994,93313.28004,2755.266776,65.828125,29.625,97.65767855,1457.874201,17.7606636,14.65392551,14.03332363,0,0
Tatlawiksuk,Kuskokwim,1995,111010.5499,3063.064935,22.953125,19.0625,37.21030755,1655.895907,17.35256609,17.60628057,16.22466484,1,0.606280571
Tatlawiksuk,Kuskokwim,1996,63431.24002,3345.331047,57.90625,28.3125,78.49046639,1545.191137,16.47304141,18.09322247,17.95312035,20,13.03063146
Tatlawiksuk,Kuskokwim,1997,154362.5599,2041.782698,19,12.9375,122.0193005,1638.001082,19.15672585,17.61205402,17.28548639,10,3.110827402
Tatlawiksuk,Kuskokwim,1998,90865.45003,5015.436908,60.203125,33.78125,20.32789185,1813.769695,19.17762919,15.49695696,15.27517128,0,2.728237281
Tatlawiksuk,Kuskokwim,1999,65509.10995,2659.609144,48.25,33.8125,49.71939483,1497.514944,18.00238138,15.95659498,15.61858254,0,0
Tatlawiksuk,Kuskokwim,2000,60260.75,2674.677516,47.375,28.296875,61.79665179,1559.045758,17.35712142,18.28079845,17.69181391,16,8.585753709
Tatlawiksuk,Kuskokwim,2001,140973.05,5409.430988,55.4375,32.765625,135.095154,1529.692044,17.46434235,14.50215329,13.5936426,0,0
Tatlawiksuk,Kuskokwim,2002,87884.68999,3109.982961,41.84375,22.0625,67.73892856,1534.789884,20.59085692,19.01054133,18.09882523,28,22.17814364
Tatlawiksuk,Kuskokwim,2003,93990.16,3452.138422,47.28125,24.84375,102.3524802,1627.266091,18.8168828,17.07827929,17.91231623,2,8.57714391
Tatlawiksuk,Kuskokwim,2004,336885.4299,3440.474118,34.320312,19.90625,244.2285368,1868.811714,17.94950205,17.13535532,16.73852436,4,0.532462163
Tatlawiksuk,Kuskokwim,2005,71384.38999,3420.969934,45.351562,24.21875,76.41185522,1586.237059,18.22151976,18.60527948,18.23123869,33,22.25435441
Tatlawiksuk,Kuskokwim,2006,87031.15996,3397.368553,62.078125,26.46875,93.76436512,1507.479828,17.38197228,17.45182026,17.17988399,6,3.105240553
Tatlawiksuk,Kuskokwim,2007,69730.45001,3346.203881,38.320312,18.4375,69.12981654,1701.319248,18.02960272,18.24646416,18.10840669,20,19.51865375
Tatlawiksuk,Kuskokwim,2008,85326.25999,2292.296667,21.226562,20.75,148.2314385,1545.292205,17.68254547,13.75954872,13.41469261,0,0
Tatlawiksuk,Kuskokwim,2009,59673.05013,2567.305395,25.015625,12.59375,199.4979959,1739.136279,17.19979423,17.21920367,16.76155091,4,0.598455941
Tatlawiksuk,Kuskokwim,2010,90520.47001,2774.67579,119.9375,25.28125,53.99800595,1677.579338,17.97601059,16.89994203,16.57284654,0,1.718633216
Tatlawiksuk,Kuskokwim,2011,76532.97001,3324.515264,57.4375,25.96875,162.5085566,1596.251162,15.72854727,16.35855553,15.30634261,0,0.435301458
Tatlawiksuk,Kuskokwim,2012,85623.43999,5021.096927,83.8125,39.234375,106.4255852,1488.06832,17.96431865,15.06042424,14.49244665,0,0
Tatlawiksuk,Kuskokwim,2013,106477.03,2707.466645,61.34375,22.109375,100.4593948,1569.997632,19.73396198,18.42616256,18.00721924,16,21.96794055
Tatlawiksuk,Kuskokwim,2014,36675.40002,2974.421644,34.75,24.21875,35.01066466,1757.57963,17.653279,17.12165741,16.95626141,1,0.600798646
Tatlawiksuk,Kuskokwim,2015,116632.33,4258.073092,69.625,21.53125,34.00486606,1505.72981,19.22212617,18.12141344,17.89459249,23,18.36026108
Tatlawiksuk,Kuskokwim,2016,94060.56006,5592.215425,77.0625,27.046875,27.62940475,1918.902004,17.53846797,16.12742878,15.90863949,0,0
Tatlawiksuk,Kuskokwim,2017,90111.21999,3549.579211,67.94531,21.59375,40.62410716,1602.089634,19.1539464,18.12141344,18.06468138,27,25.80485858
Tatlawiksuk,Kuskokwim,2018,99022.27003,3926.334672,49.59375,30.8125,100.997495,1463.971189,18.82193612,16.46159791,15.79172524,0,0
Tuluksak,Kuskokwim,1980,66802.95001,6211.809479,71.625,58.921875,25.50093622,1497.416563,13.32626902,15.13639486,14.23709849,0,0.364972239
Tuluksak,Kuskokwim,1981,85897.25003,4212.933552,99.13281,31,108.6482361,1403.96437,13.71779034,16.52289194,15.65443684,0,6.860260695
Tuluksak,Kuskokwim,1982,140133.45,7771.139409,105.828125,54.59375,167.745052,1420.975615,13.10257361,15.2905683,14.72441812,0,8.624416112
Tuluksak,Kuskokwim,1983,103012.24,3299.084934,147.91406,22.203125,14.94537766,1642.176665,13.51029996,17.41707038,16.95871923,3,0.992141384
Tuluksak,Kuskokwim,1984,89664.49001,3113.642288,57.546875,20.40625,76.95989593,1429.30719,13.17494066,16.46434533,15.58550898,0,3.640151826
Tuluksak,Kuskokwim,1985,129510.7101,4903.84158,129.89062,60.578125,80.16761642,1340.968537,15.12022961,14.46943077,13.5446134,0,8.135169781
Tuluksak,Kuskokwim,1986,106664.83,4456.295592,106.78125,31.84375,4.77803709,1602.576312,12.5120468,16.40236982,16.01690216,0,1.21657413
Tuluksak,Kuskokwim,1987,76521.46,3374.025067,43.765625,31.34375,104.0846133,1355.74855,12.61196385,14.82926179,14.27298105,0,2.611808749
Tuluksak,Kuskokwim,1988,108659.4899,3865.22196,54.453125,29.90625,218.6394526,1538.405433,13.36314409,17.40122276,16.31340798,2,0.548475988
Tuluksak,Kuskokwim,1989,115314.3299,5661.306314,104.71875,68.0625,135.8044189,1436.203639,12.56059873,15.7344198,15.23405418,0,0
Tuluksak,Kuskokwim,1990,111658.56,6012.505855,111.796875,47.75,289.0435595,1516.24801,13.51625402,16.66458719,15.85509111,0,0
Tuluksak,Kuskokwim,1991,55497.17002,3299.173553,63.4375,28.9375,118.1673631,1416.235952,11.82791972,16.55824184,16.23890514,0,0
Tuluksak,Kuskokwim,1992,84753.29001,4292.537714,75.609375,29.234375,137.0470694,1309.181424,12.36768652,17.02069893,16.75245066,1,19.51317908
Tuluksak,Kuskokwim,1993,96042.77001,4684.885333,127.65625,52.96875,75.30202627,1533.846039,13.94035806,17.97930974,17.27586589,5,2.937320778
Tuluksak,Kuskokwim,1994,157193.95,4869.062302,108.984375,54.703125,136.0868656,1352.060343,12.27626375,14.65392551,14.03332363,0,0
Tuluksak,Kuskokwim,1995,93970.69023,5514.935593,86.859375,49.140625,28.50233378,1653.052987,13.45235509,17.60628057,16.22466484,1,0.606280571
Tuluksak,Kuskokwim,1996,70117.10992,3959.465621,92.765625,31.765625,46.79481225,1603.513291,12.37300534,18.09322247,17.95312035,20,13.03063146
Tuluksak,Kuskokwim,1997,75716.82002,3204.895526,80.4375,24.28125,87.23705565,1601.897663,14.96635963,17.61205402,17.28548639,10,3.110827402
Tuluksak,Kuskokwim,1998,88037.97008,5402.890923,85.609375,44.5,37.96695617,1541.120167,14.35016539,15.49695696,15.27517128,0,2.728237281
Tuluksak,Kuskokwim,1999,101267,5621.811646,62.515625,40.65625,54.17855716,1554.270322,13.95574176,15.95659498,15.61858254,0,0
Tuluksak,Kuskokwim,2000,126696.18,5507.959216,84.15625,40.1875,53.44116229,1582.468205,12.87660852,18.28079845,17.69181391,16,8.585753709
Tuluksak,Kuskokwim,2001,168685.5,6866.090591,122.078125,44.34375,115.0096336,1327.537552,11.75723632,14.50215329,13.5936426,0,0
Tuluksak,Kuskokwim,2002,88363.83008,4873.255,78.875,21.46875,41.8604975,1692.337531,15.61958956,19.01054133,18.09882523,28,22.17814364
Tuluksak,Kuskokwim,2003,102744.8901,5228.20191,109.90625,34.3125,55.25189506,1680.545265,15.22855805,17.07827929,17.91231623,2,8.57714391
Tuluksak,Kuskokwim,2004,105841.93,5159.246076,81.35156,19.484375,79.86864309,1615.268132,14.20926341,17.13535532,16.73852436,4,0.532462163
Tuluksak,Kuskokwim,2005,118633.65,5837.31908,98.15625,26.9375,99.97568969,1531.935128,14.15347218,18.60527948,18.23123869,33,22.25435441
Tuluksak,Kuskokwim,2006,120301.7499,5064.48454,124.046875,34.71875,79.76505205,1471.980634,13.44486849,17.45182026,17.17988399,6,3.105240553
Tuluksak,Kuskokwim,2007,112528.06,6298.069999,88.14844,31.25,49.8196291,1688.856652,14.2325439,18.24646416,18.10840669,20,19.51865375
Tuluksak,Kuskokwim,2008,102618.37,4870.847585,66.94531,39.0625,172.8233696,1470.355876,12.66711956,13.75954872,13.41469261,0,0
Tuluksak,Kuskokwim,2009,92456.90003,3958.475854,60.179688,19.25,157.315364,1581.226769,13.36792447,17.21920367,16.76155091,4,0.598455941
Tuluksak,Kuskokwim,2010,103511.24,4548.176315,128.90625,43.09375,75.35906371,1456.716672,13.87830688,16.89994203,16.57284654,0,1.718633216
Tuluksak,Kuskokwim,2011,86226.72991,4036.405791,108.671875,50.359375,108.767024,1326.047169,10.97961215,16.35855553,15.30634261,0,0.435301458
Tuluksak,Kuskokwim,2012,102501.31,6114.023335,118.875,65.53125,126.557223,1302.448434,12.21006623,15.06042424,14.49244665,0,0
Tuluksak,Kuskokwim,2013,106150.7399,3984.12967,123.91406,32.359375,111.3418861,1369.297287,14.88999809,18.42616256,18.00721924,16,21.96794055
Tuluksak,Kuskokwim,2014,71606.32006,3971.532634,69.625,25.0625,17.62455901,1691.682766,13.74379735,17.12165741,16.95626141,1,0.600798646
Tuluksak,Kuskokwim,2015,201408.3199,5970.458488,143.76562,23.9375,28.26090909,1726.403149,15.44218357,18.12141344,17.89459249,23,18.36026108
Tuluksak,Kuskokwim,2016,106553.4,6215.893594,85.546875,39.4375,12.933365,1791.293545,13.31192049,16.12742878,15.90863949,0,0
Tuluksak,Kuskokwim,2017,116867.9,6373.413026,177.42188,32.40625,60.14051106,1724.921301,15.18064138,18.12141344,18.06468138,27,25.80485858
Tuluksak,Kuskokwim,2018,115361.46,5643.223095,140.42188,56.125,71.54216193,1518.213214,13.6034594,16.46159791,15.79172524,0,0
Carmacks,Yukon (CA),1980,144933.72,10466.04686,132.60938,36.195312,111.5328818,1520.119163,18.67726333,18.60230094,18.2927589,26,16.92509135
Carmacks,Yukon (CA),1981,207321.6701,10219.73349,127.703125,68.21875,96.73763447,1520.578809,17.21378016,17.90347497,17.6007488,11,6.046320467
Carmacks,Yukon (CA),1982,166740.2699,8418.196641,42.0625,18.9375,149.4175629,1542.633479,17.91187947,18.75221007,18.20606058,29,24.19031582
Carmacks,Yukon (CA),1983,248297.1,14644.00065,55.8125,46.46875,92.47831524,1610.065394,17.02149293,18.91086659,18.54585116,36,32.47800535
Carmacks,Yukon (CA),1984,301706.4211,12602.25445,91.171875,43.90625,126.3677446,1485.473567,17.61543239,17.98931719,17.66685413,24,14.09767823
Carmacks,Yukon (CA),1985,202028.3501,12277.6315,79.53125,53.140625,156.0850673,1446.144858,16.94449861,19.31386163,18.72274346,40,38.54774554
Carmacks,Yukon (CA),1986,291027.86,13319.73606,137.14062,94.859375,164.1133438,1445.700015,16.38685154,18.77684413,18.57309204,31,25.8232676
Carmacks,Yukon (CA),1987,165100.09,10857.74921,155.96094,47.328125,100.8003189,1644.972529,17.33882209,18.75227415,18.27845211,32,29.8072882
Carmacks,Yukon (CA),1988,147349.84,15112.00922,137.70312,99.25,137.1511227,1487.546643,16.28519868,18.74654879,18.38401713,32,25.91709549
Carmacks,Yukon (CA),1989,214129.1701,9998.231516,35.367188,22.71875,133.6298484,1602.160338,18.68394375,19.43190068,18.97688335,40,56.47314205
Carmacks,Yukon (CA),1990,244644.83,15306.71585,58.5,53.09375,236.9670681,1528.91509,17.55766799,20.02486804,19.77349219,47,65.10130322
Carmacks,Yukon (CA),1991,383725.3998,17304.01277,135.4375,71.65625,317.3766576,1490.784579,16.52151011,20.21043207,20.01123462,34,58.51373788
Carmacks,Yukon (CA),1992,191218.9,11865.63144,77.59375,64.015625,142.8924356,1441.120683,16.49635901,20.26738512,19.72251505,40,64.19139151
Carmacks,Yukon (CA),1993,237628.3101,16385.70851,88.140625,52.515625,85.03878722,1488.14232,16.30268009,20.01045033,19.49231392,45,60.91720364
Carmacks,Yukon (CA),1994,188184.57,9626.7075,195.6875,37.8125,156.0279062,1703.483155,18.95163246,19.49042314,18.64995021,39,37.46165202
Carmacks,Yukon (CA),1995,357578.9,13368.73625,51.859375,30.257812,160.7583982,1727.834321,19.04843911,19.35126634,18.18083872,33,27.63858876
Carmacks,Yukon (CA),1996,224583.3998,11320.08248,104.90625,34.5625,161.8275714,1506.582182,17.89799429,18.82871948,18.59886109,40,39.88911678
Carmacks,Yukon (CA),1997,131971.8701,10574.17579,59.09375,39.90625,100.1575429,1678.376403,17.61532866,18.42180718,18.24484742,36,29.2170248
Carmacks,Yukon (CA),1998,112342.2198,7008.351451,82.65625,17.265625,58.37777463,1692.440232,18.29975884,19.06719666,18.33788486,26,24.12207963
Carmacks,Yukon (CA),1999,121895.51,11998.0469,67.125,39.25,92.82742275,1679.867066,19.48834604,19.37595571,19.00879322,44,52.61115767
Carmacks,Yukon (CA),2000,317377.3302,18078.05152,266.98438,94.71875,72.02492848,1574.036431,17.68584524,18.16682233,17.32332445,12,5.871316794
Carmacks,Yukon (CA),2001,202591.3901,10694.78303,74.921875,71.5,90.73291191,1623.986587,17.12410133,17.8504594,17.29314793,9,3.527795435
Carmacks,Yukon (CA),2002,297492.6703,12544.35974,75.671875,30.3125,65.17064789,1565.673371,18.25684597,20.21481393,19.73411522,22,37.74552726
Carmacks,Yukon (CA),2003,138002.5501,7429.948753,49.921875,33.140625,190.3260797,1557.023354,18.30403447,18.71538522,18.25426145,29,23.86532187
Carmacks,Yukon (CA),2004,216047.9592,9104.755426,53.65625,34.546875,127.8843421,1548.148091,17.0651789,20.43320838,19.8677682,53,79.63698413
Carmacks,Yukon (CA),2005,296537.3799,17341.11776,233.24219,47.375,69.61323085,1591.758746,17.20337964,18.82358081,18.3979441,38,30.23370767
Carmacks,Yukon (CA),2006,175348.1607,11072.90389,72.0625,29.8125,126.9048898,1746.632479,18.57808021,18.78607813,18.19764204,20,16.99566233
Carmacks,Yukon (CA),2007,141479.85,12407.80526,88.67969,60.71875,115.2729605,1730.19947,18.02712907,19.87811331,19.70171751,42,84.00605592
Carmacks,Yukon (CA),2008,324049.2101,15048.66786,235.67188,90.71875,102.5123341,1480.824552,15.79839872,19.06555316,18.57950855,27,24.9389897
Carmacks,Yukon (CA),2009,237947.8902,10889.52171,41.09375,28.75,137.7903461,1730.57953,19.57132338,19.47351558,19.07262285,30,44.62073709
Carmacks,Yukon (CA),2010,233957.43,10197.58427,36.695312,22.1875,131.7520523,1602.061342,18.99734734,18.68686709,18.37748181,37,33.05016723
Carmacks,Yukon (CA),2011,232220.4401,13695.36849,180.48438,69.984375,111.4480864,1477.079744,16.48209806,18.17679656,17.72300584,27,13.59347759
Carmacks,Yukon (CA),2012,228350.8901,12666.04667,81.15625,57.25,122.8573484,1487.005257,16.65673918,18.04295453,17.64503945,22,10.01845496
Carmacks,Yukon (CA),2013,205407.4999,13185.19901,82.453125,39.265625,143.3014702,1539.475961,19.02931486,19.67910254,19.2973918,48,63.22423056
Carmacks,Yukon (CA),2014,570319.8902,17441.12546,325.3125,57.6875,46.31178202,1570.492262,16.22678992,18.985452,18.47554235,9,11.54399783
