"model_id","scenario","quantity","pop","year","mean","sd"
"SSM-vm","base","alpha","Aniak",NA,3.42967908043446,1.54147499596021
"SSM-vm","base","beta","Aniak",NA,8.48459408558481e-05,2.75410904567171e-05
"SSM-vm","base","logR","Aniak",1976,7.62050300849382,1.05399292981354
"SSM-vm","base","logR","Aniak",1977,10.5347696797092,0.402865569205299
"SSM-vm","base","logR","Aniak",1978,8.99455225474266,0.801491350496292
"SSM-vm","base","logR","Aniak",1979,8.05296829680949,0.924547491812311
"SSM-vm","base","logR","Aniak",1980,7.78710585367102,0.810853125406992
"SSM-vm","base","logR","Aniak",1981,9.33470741593936,0.354977278382077
"SSM-vm","base","logR","Aniak",1982,8.44526345262863,0.576496896023888
"SSM-vm","base","logR","Aniak",1983,9.59209878272181,0.289876705498919
"SSM-vm","base","logR","Aniak",1984,8.44625207138396,0.619152731229784
"SSM-vm","base","logR","Aniak",1985,10.0565179727085,0.269754308693984
"SSM-vm","base","logR","Aniak",1986,9.26564687103418,0.576159142875653
"SSM-vm","base","logR","Aniak",1987,10.0498997645838,0.428142978306933
"SSM-vm","base","logR","Aniak",1988,10.2334048459189,0.433073159424585
"SSM-vm","base","logR","Aniak",1989,10.0828351870484,0.553089182724439
"SSM-vm","base","logR","Aniak",1990,10.6240571495413,0.389008327670393
"SSM-vm","base","logR","Aniak",1991,9.16906478310926,0.569670591594814
"SSM-vm","base","logR","Aniak",1992,10.1668003814446,0.43312654469789
"SSM-vm","base","logR","Aniak",1993,9.44834942564393,0.651915870073861
"SSM-vm","base","logR","Aniak",1994,8.09036671852192,0.767101278411158
"SSM-vm","base","logR","Aniak",1995,8.58511271421238,0.667239436343137
"SSM-vm","base","logR","Aniak",1996,9.94386657681422,0.407788371076806
"SSM-vm","base","logR","Aniak",1997,10.2312990434012,0.466071645416017
"SSM-vm","base","logR","Aniak",1998,10.0112888012153,0.603512688621041
"SSM-vm","base","logR","Aniak",1999,10.5903246497255,0.458276889327472
"SSM-vm","base","logR","Aniak",2000,10.8714823583919,0.349753280623952
"SSM-vm","base","logR","Aniak",2001,9.80395940705347,0.603116094270607
"SSM-vm","base","logR","Aniak",2002,11.0681554136125,0.329215402208775
"SSM-vm","base","logR","Aniak",2003,10.0100205581221,0.661502031516747
"SSM-vm","base","logR","Aniak",2004,8.44658939461631,0.73810396289793
"SSM-vm","base","logR","Aniak",2005,9.16289871768726,0.556979258180187
"SSM-vm","base","logR","Aniak",2006,8.65713969478496,0.68563863298331
"SSM-vm","base","logR","Aniak",2007,8.61339765955759,0.560381145137471
"SSM-vm","base","logR","Aniak",2008,8.60339829522267,0.595907427001379
"SSM-vm","base","logR","Aniak",2009,10.3244940022519,0.179913898836034
"SSM-vm","base","logR","Aniak",2010,9.09033849161933,0.555507390567905
"SSM-vm","base","logR","Aniak",2011,8.5685949791638,0.617851095044187
"SSM-vm","base","logR","Aniak",2012,8.8828762236406,0.630819804317343
"SSM-vm","base","logR","Aniak",2013,9.7673635663068,0.466572457391661
"SSM-vm","base","logR_resid","Aniak",1976,0.154138378179795,0.971743099332613
"SSM-vm","base","logR_resid","Aniak",1977,1.39706299405078,0.615590351570659
"SSM-vm","base","logR_resid","Aniak",1978,-0.0654124932883336,0.855733501778711
"SSM-vm","base","logR_resid","Aniak",1979,-0.46624040125379,0.920796319520288
"SSM-vm","base","logR_resid","Aniak",1980,-0.498059818726505,0.853742267816305
"SSM-vm","base","logR_resid","Aniak",1981,0.24197650608591,0.547687100679276
"SSM-vm","base","logR_resid","Aniak",1982,-0.979190257868752,0.635385556907021
"SSM-vm","base","logR_resid","Aniak",1983,0.117881777008832,0.408273563371285
"SSM-vm","base","logR_resid","Aniak",1984,-0.125154098349154,0.747877573941746
"SSM-vm","base","logR_resid","Aniak",1985,1.6700701213078,0.570885815879499
"SSM-vm","base","logR_resid","Aniak",1986,0.256347974741039,0.672624488075481
"SSM-vm","base","logR_resid","Aniak",1987,0.67329293507214,0.525362020376515
"SSM-vm","base","logR_resid","Aniak",1988,0.832964217419984,0.528231879584681
"SSM-vm","base","logR_resid","Aniak",1989,0.577018238319024,0.604624735243605
"SSM-vm","base","logR_resid","Aniak",1990,1.13708584140722,0.47341780726574
"SSM-vm","base","logR_resid","Aniak",1991,-0.284041244245513,0.617250752589738
"SSM-vm","base","logR_resid","Aniak",1992,0.658506206544454,0.501127051113047
"SSM-vm","base","logR_resid","Aniak",1993,0.0614253185439416,0.70076611535968
"SSM-vm","base","logR_resid","Aniak",1994,-1.12482675207728,0.795813542044361
"SSM-vm","base","logR_resid","Aniak",1995,-0.708877722362995,0.718502854081898
"SSM-vm","base","logR_resid","Aniak",1996,0.571277105513088,0.539160634617354
"SSM-vm","base","logR_resid","Aniak",1997,0.742514930852918,0.522251368644386
"SSM-vm","base","logR_resid","Aniak",1998,0.535135170603629,0.653028156642405
"SSM-vm","base","logR_resid","Aniak",1999,1.56091379424511,0.594564674704203
"SSM-vm","base","logR_resid","Aniak",2000,1.920601978872,0.534848853204843
"SSM-vm","base","logR_resid","Aniak",2001,0.303261684737579,0.643578267025103
"SSM-vm","base","logR_resid","Aniak",2002,1.62808518757718,0.449883554257108
"SSM-vm","base","logR_resid","Aniak",2003,0.804645405819311,0.689854183845937
"SSM-vm","base","logR_resid","Aniak",2004,-0.33831194661827,0.806849826411867
"SSM-vm","base","logR_resid","Aniak",2005,0.457847822852477,0.790396924564646
"SSM-vm","base","logR_resid","Aniak",2006,-0.12140293951451,0.861202067560367
"SSM-vm","base","logR_resid","Aniak",2007,-0.649836928772433,0.670888246094281
"SSM-vm","base","logR_resid","Aniak",2008,-0.884735360433673,0.635965425049992
"SSM-vm","base","logR_resid","Aniak",2009,0.950591971336002,0.375616945478952
"SSM-vm","base","logR_resid","Aniak",2010,0.275735600475517,0.648927140471512
"SSM-vm","base","logR_resid","Aniak",2011,-0.466376880169977,0.707751298938457
"SSM-vm","base","logR_resid","Aniak",2012,-0.28709434866172,0.720702773558973
"SSM-vm","base","logR_resid","Aniak",2013,0.697749171045209,0.579062336538014
"SSM-vm","base","S","Aniak",1976,664.368643093026,325.324330105061
"SSM-vm","base","S","Aniak",1977,5077.00021485166,2496.3253891988
"SSM-vm","base","S","Aniak",1978,4696.47434898229,2644.29619746948
"SSM-vm","base","S","Aniak",1979,2293.16110998568,1407.66932956994
"SSM-vm","base","S","Aniak",1980,1827.97619305696,1286.34402995549
"SSM-vm","base","S","Aniak",1981,4335.71505939504,1341.71975670954
"SSM-vm","base","S","Aniak",1982,8068.93877184424,1714.04557299061
"SSM-vm","base","S","Aniak",1983,9085.44350789541,1115.61682827638
"SSM-vm","base","S","Aniak",1984,2280.34264480396,1057.53933832586
"SSM-vm","base","S","Aniak",1985,1693.76131282619,512.334316661904
"SSM-vm","base","S","Aniak",1986,3571.05037504809,424.599307790267
"SSM-vm","base","S","Aniak",1987,6703.04880430517,672.525399091648
"SSM-vm","base","S","Aniak",1988,7161.70101863214,870.771888788079
"SSM-vm","base","S","Aniak",1989,10894.901617055,1026.0160051283
"SSM-vm","base","S","Aniak",1990,9651.41975513837,1078.34252825132
"SSM-vm","base","S","Aniak",1991,8272.8963246451,815.73837550223
"SSM-vm","base","S","Aniak",1992,11620.2835788646,1189.66195776021
"SSM-vm","base","S","Aniak",1993,18518.4034181797,1972.72146633061
"SSM-vm","base","S","Aniak",1994,23248.0556396084,2127.01100585473
"SSM-vm","base","S","Aniak",1995,21256.4299647346,2440.52623789714
"SSM-vm","base","S","Aniak",1996,18658.0369173845,3437.79049430112
"SSM-vm","base","S","Aniak",1997,14176.3430440138,1509.86964504568
"SSM-vm","base","S","Aniak",1998,8995.4278131597,960.490906310789
"SSM-vm","base","S","Aniak",1999,3942.28846421841,1343.14032969729
"SSM-vm","base","S","Aniak",2000,3283.11455017871,374.457379048202
"SSM-vm","base","S","Aniak",2001,11530.4738596582,2013.5849076577
"SSM-vm","base","S","Aniak",2002,16855.6358204945,1867.8349849577
"SSM-vm","base","S","Aniak",2003,23404.6910131704,2600.76502109808
"SSM-vm","base","S","Aniak",2004,32124.5111087894,2989.48450127489
"SSM-vm","base","S","Aniak",2005,33883.8685706195,3377.12741868664
"SSM-vm","base","S","Aniak",2006,32381.7170459938,3250.29000266115
"SSM-vm","base","S","Aniak",2007,22061.9854858093,1921.28463857302
"SSM-vm","base","S","Aniak",2008,14495.8947355599,1378.61521370626
"SSM-vm","base","S","Aniak",2009,7187.09363352179,2293.02871372151
"SSM-vm","base","S","Aniak",2010,2792.65270410083,645.775021679999
"SSM-vm","base","S","Aniak",2011,3697.06542738042,438.272320685394
"SSM-vm","base","S","Aniak",2012,4559.1884162164,533.726860009599
"SSM-vm","base","S","Aniak",2013,3884.86129163585,366.669750891145
"SSM-vm","base","S_msy","Aniak",NA,5627.33625198145,1420.67635597164
"SSM-vm","base","sigma_R","Aniak",NA,1.02757630498306,0.0702114009892517
"SSM-vm","base","U_msy","Aniak",NA,0.46793016762863,0.14986782416318
"SSM-vm","base","alpha","George",NA,1.36021057260944,0.343231179233018
"SSM-vm","base","beta","George",NA,3.714755874872e-05,2.04985928319874e-05
"SSM-vm","base","logR","George",1976,6.33831531646369,1.16658338594304
"SSM-vm","base","logR","George",1977,9.00492621703826,1.16754747003629
"SSM-vm","base","logR","George",1978,8.54543092442611,1.02059279484627
"SSM-vm","base","logR","George",1979,7.42655324218343,1.05942180029019
"SSM-vm","base","logR","George",1980,7.06673537192551,1.10331706651858
"SSM-vm","base","logR","George",1981,7.49074655209167,1.10096673102567
"SSM-vm","base","logR","George",1982,8.38749831777321,1.17298388369129
"SSM-vm","base","logR","George",1983,9.71764519462666,1.15391420690494
"SSM-vm","base","logR","George",1984,8.63346568892355,1.17292493472052
"SSM-vm","base","logR","George",1985,7.53136118815098,1.13256903526992
"SSM-vm","base","logR","George",1986,8.09285642871233,1.0140258890987
"SSM-vm","base","logR","George",1987,8.8388337442128,0.968026007792002
"SSM-vm","base","logR","George",1988,9.73233659936247,0.958032993514518
"SSM-vm","base","logR","George",1989,11.6420470792849,0.148686011154281
"SSM-vm","base","logR","George",1990,9.33761019527184,0.123479838061211
"SSM-vm","base","logR","George",1991,9.44338600456379,0.081622417341267
"SSM-vm","base","logR","George",1992,8.18356919259148,0.133242957626068
"SSM-vm","base","logR","George",1993,9.67005564919807,0.0858000648280546
"SSM-vm","base","logR","George",1994,9.41147232434062,0.0987447734104707
"SSM-vm","base","logR","George",1995,8.9320984768193,0.0901926030139224
"SSM-vm","base","logR","George",1996,8.70962029850167,0.067348158809555
"SSM-vm","base","logR","George",1997,7.69531809937016,0.108272708662536
"SSM-vm","base","logR","George",1998,8.55449417547317,0.0703112909519757
"SSM-vm","base","logR","George",1999,8.67902893781196,0.061294029863429
"SSM-vm","base","logR","George",2000,8.79717530735187,0.0510426871054085
"SSM-vm","base","logR","George",2001,8.12454067279273,0.07674228474534
"SSM-vm","base","logR","George",2002,8.57175483446174,0.0714754040987579
"SSM-vm","base","logR","George",2003,9.36991071490804,0.0518053403525664
"SSM-vm","base","logR","George",2004,8.50213623517441,0.0781159804519999
"SSM-vm","base","logR","George",2005,8.27811716981325,0.0811608042324093
"SSM-vm","base","logR","George",2006,8.04412030544265,0.0798038596531175
"SSM-vm","base","logR","George",2007,8.17679738774899,0.0797320777564666
"SSM-vm","base","logR","George",2008,8.52407900425562,0.0627255202479796
"SSM-vm","base","logR","George",2009,7.95249915650837,0.0804692108556439
"SSM-vm","base","logR","George",2010,7.1496535405768,0.116192970302387
"SSM-vm","base","logR","George",2011,8.01881370167136,0.0705281913316606
"SSM-vm","base","logR","George",2012,8.35059285864591,0.0745254644371863
"SSM-vm","base","logR","George",2013,8.51393637579603,0.109085721893587
"SSM-vm","base","logR_resid","George",1976,0.0742968539826984,1.02530903710639
"SSM-vm","base","logR_resid","George",1977,0.773126528000917,1.08705485078071
"SSM-vm","base","logR_resid","George",1978,0.373242030954816,0.988731461184766
"SSM-vm","base","logR_resid","George",1979,-0.0750369607043597,0.980602295976537
"SSM-vm","base","logR_resid","George",1980,-0.0186015964456952,0.977475227203766
"SSM-vm","base","logR_resid","George",1981,0.114264979259451,0.961651922503732
"SSM-vm","base","logR_resid","George",1982,0.425172994746601,0.999596271156541
"SSM-vm","base","logR_resid","George",1983,1.50649637720542,1.04622183889319
"SSM-vm","base","logR_resid","George",1984,1.33337970889228,1.06644466851092
"SSM-vm","base","logR_resid","George",1985,0.9039230742238,1.01879688146717
"SSM-vm","base","logR_resid","George",1986,0.570548653188051,0.926318128948944
"SSM-vm","base","logR_resid","George",1987,0.222976215321401,0.899460096091666
"SSM-vm","base","logR_resid","George",1988,0.748257315024613,0.916046767895176
"SSM-vm","base","logR_resid","George",1989,2.67619189990505,0.581186987171951
"SSM-vm","base","logR_resid","George",1990,1.05347166169559,0.648349039346442
"SSM-vm","base","logR_resid","George",1991,1.55872143288737,0.58532026672321
"SSM-vm","base","logR_resid","George",1992,-0.437387222037826,0.606175249750776
"SSM-vm","base","logR_resid","George",1993,0.183179577336772,0.471379706747845
"SSM-vm","base","logR_resid","George",1994,-0.0117410027025016,0.630965743621593
"SSM-vm","base","logR_resid","George",1995,-0.532415299252505,0.547386397203038
"SSM-vm","base","logR_resid","George",1996,-0.303551573681315,0.18258196967202
"SSM-vm","base","logR_resid","George",1997,-1.21420701076684,0.199259897043806
"SSM-vm","base","logR_resid","George",1998,-0.19432444628221,0.194727043199257
"SSM-vm","base","logR_resid","George",1999,0.0345091946612578,0.190550862562541
"SSM-vm","base","logR_resid","George",2000,0.665625108843211,0.196793870250855
"SSM-vm","base","logR_resid","George",2001,-0.17548655506346,0.198638559008886
"SSM-vm","base","logR_resid","George",2002,0.440380689041253,0.203368259112446
"SSM-vm","base","logR_resid","George",2003,1.12875725224804,0.194878211831311
"SSM-vm","base","logR_resid","George",2004,-0.0338324382848585,0.191398917652692
"SSM-vm","base","logR_resid","George",2005,-0.238892819950425,0.193675141366855
"SSM-vm","base","logR_resid","George",2006,-0.287083505159829,0.19885936836132
"SSM-vm","base","logR_resid","George",2007,-0.127399028653413,0.199479724473051
"SSM-vm","base","logR_resid","George",2008,0.28639433602048,0.195721185291304
"SSM-vm","base","logR_resid","George",2009,-0.277785196144458,0.202136859266232
"SSM-vm","base","logR_resid","George",2010,-0.309433740890328,0.235919881162156
"SSM-vm","base","logR_resid","George",2011,0.397100770282069,0.214112786848266
"SSM-vm","base","logR_resid","George",2012,0.294001113994277,0.206227563712742
"SSM-vm","base","logR_resid","George",2013,1.20996991417284,0.232735480467646
"SSM-vm","base","S","George",1976,487.860407138059,302.494782472461
"SSM-vm","base","S","George",1977,3929.1968588958,2440.17681210192
"SSM-vm","base","S","George",1978,3755.34142511482,2517.90865317001
"SSM-vm","base","S","George",1979,1825.04956721622,1283.39478221501
"SSM-vm","base","S","George",1980,1228.17317009643,946.587155162398
"SSM-vm","base","S","George",1981,1798.22910390112,1648.55546304208
"SSM-vm","base","S","George",1982,3500.27182870145,3244.60831903862
"SSM-vm","base","S","George",1983,4384.07698627597,3694.35301783132
"SSM-vm","base","S","George",1984,1496.32660005774,1104.74788123192
"SSM-vm","base","S","George",1985,741.061563076746,530.882483385066
"SSM-vm","base","S","George",1986,2189.94412227349,2667.33150349882
"SSM-vm","base","S","George",1987,8324.78758995775,9583.1355748989
"SSM-vm","base","S","George",1988,13475.6442927346,15150.0668341371
"SSM-vm","base","S","George",1989,12251.2202857454,14143.2973918856
"SSM-vm","base","S","George",1990,4757.08473580988,6154.99475801584
"SSM-vm","base","S","George",1991,2615.30077762451,1613.06009938898
"SSM-vm","base","S","George",1992,6769.45504539742,5416.00285525432
"SSM-vm","base","S","George",1993,30403.8496306615,10043.9533530269
"SSM-vm","base","S","George",1994,39656.339418678,9173.64667457005
"SSM-vm","base","S","George",1995,33437.1954491283,4186.56721600007
"SSM-vm","base","S","George",1996,8503.31218358123,380.806011129433
"SSM-vm","base","S","George",1997,7348.40133478933,323.035950013098
"SSM-vm","base","S","George",1998,5964.51454532332,584.106753599933
"SSM-vm","base","S","George",1999,5218.61561774632,406.362933683891
"SSM-vm","base","S","George",2000,2856.12207512108,121.95378302141
"SSM-vm","base","S","George",2001,3456.05923863044,134.9472351532
"SSM-vm","base","S","George",2002,2855.57500158996,116.564177024063
"SSM-vm","base","S","George",2003,3232.46612189806,149.141914224782
"SSM-vm","base","S","George",2004,4557.65216594021,153.657429573803
"SSM-vm","base","S","George",2005,4455.24045107744,152.481331125776
"SSM-vm","base","S","George",2006,3581.50969719519,120.305513604402
"SSM-vm","base","S","George",2007,3472.03148934592,118.215092280178
"SSM-vm","base","S","George",2008,3218.0017535177,108.374874072968
"SSM-vm","base","S","George",2009,3191.04602041061,106.608030838238
"SSM-vm","base","S","George",2010,1379.86964919991,50.5834712975905
"SSM-vm","base","S","George",2011,1639.33496023964,61.841087911396
"SSM-vm","base","S","George",2012,2627.0404372197,97.1294769015379
"SSM-vm","base","S","George",2013,1172.53297179018,42.6542153361334
"SSM-vm","base","S_msy","George",NA,3694.21620328483,2268.71895025047
"SSM-vm","base","sigma_R","George",NA,1.02757630498306,0.0702114009892517
"SSM-vm","base","U_msy","George",NA,0.132287184669884,0.098504084482269
"SSM-vm","base","alpha","Holitna",NA,2.27012746804109,0.713471709679401
"SSM-vm","base","beta","Holitna",NA,2.94873041185634e-05,1.2227182279858e-05
"SSM-vm","base","logR","Holitna",1976,8.39987112360859,0.713942484753291
"SSM-vm","base","logR","Holitna",1977,9.27209525171773,0.688709369721199
"SSM-vm","base","logR","Holitna",1978,10.4606555385058,0.351782127740278
"SSM-vm","base","logR","Holitna",1979,8.94527860981906,0.879727488243389
"SSM-vm","base","logR","Holitna",1980,8.17268335950396,0.916897142060096
"SSM-vm","base","logR","Holitna",1981,8.53938774582105,0.837258306206626
"SSM-vm","base","logR","Holitna",1982,10.4085280582873,0.4166148678026
"SSM-vm","base","logR","Holitna",1983,12.0677272190818,0.915505269339218
"SSM-vm","base","logR","Holitna",1984,12.6129266697895,0.9539098123334
"SSM-vm","base","logR","Holitna",1985,9.15513949003772,0.81675584655386
"SSM-vm","base","logR","Holitna",1986,10.3959702201878,0.617244591517913
"SSM-vm","base","logR","Holitna",1987,10.7679979540478,0.561144521535529
"SSM-vm","base","logR","Holitna",1988,9.00905763460208,1.49332116102035
"SSM-vm","base","logR","Holitna",1989,8.30486505743186,1.5909483807065
"SSM-vm","base","logR","Holitna",1990,10.1858863115323,0.881230291683473
"SSM-vm","base","logR","Holitna",1991,10.639221664541,0.567157176270142
"SSM-vm","base","logR","Holitna",1992,10.0297467923773,0.646246430889682
"SSM-vm","base","logR","Holitna",1993,10.1928918852206,0.333290272990553
"SSM-vm","base","logR","Holitna",1994,7.98884116945926,0.648292679645812
"SSM-vm","base","logR","Holitna",1995,9.66742910515026,0.441507823790378
"SSM-vm","base","logR","Holitna",1996,9.20570691230672,0.576996473261033
"SSM-vm","base","logR","Holitna",1997,11.0398156091861,0.189027654867876
"SSM-vm","base","logR","Holitna",1998,8.98451356630593,0.584181688215528
"SSM-vm","base","logR","Holitna",1999,11.2614049516847,0.275234926165275
"SSM-vm","base","logR","Holitna",2000,10.5689097660387,0.486260869278462
"SSM-vm","base","logR","Holitna",2001,9.42566364594955,0.61444623926765
"SSM-vm","base","logR","Holitna",2002,9.40500211246604,0.727700063845455
"SSM-vm","base","logR","Holitna",2003,9.0476182327537,0.61851093449915
"SSM-vm","base","logR","Holitna",2004,9.1354175170783,0.63423075680317
"SSM-vm","base","logR","Holitna",2005,10.161616966287,0.359320187714555
"SSM-vm","base","logR","Holitna",2006,8.91637286233341,0.690456116665231
"SSM-vm","base","logR","Holitna",2007,9.4810321880777,0.670865575085221
"SSM-vm","base","logR","Holitna",2008,9.21952836610346,0.724972462095593
"SSM-vm","base","logR","Holitna",2009,9.02167763149985,0.618044107823821
"SSM-vm","base","logR","Holitna",2010,9.52093270496016,0.446287649169148
"SSM-vm","base","logR","Holitna",2011,9.16787032056784,0.57745831369702
"SSM-vm","base","logR","Holitna",2012,9.12222319290098,0.552837919634937
"SSM-vm","base","logR","Holitna",2013,8.32968986380925,0.660358732799757
"SSM-vm","base","logR_resid","Holitna",1976,-1.29158472064459,0.727419548424409
"SSM-vm","base","logR_resid","Holitna",1977,-0.690869571637304,0.755156220771968
"SSM-vm","base","logR_resid","Holitna",1978,0.264254925550931,0.492911178314201
"SSM-vm","base","logR_resid","Holitna",1979,-0.0507471017919228,0.849135228407799
"SSM-vm","base","logR_resid","Holitna",1980,-0.189529656979619,0.886619540021686
"SSM-vm","base","logR_resid","Holitna",1981,0.129697519194,0.841843873936476
"SSM-vm","base","logR_resid","Holitna",1982,0.992651582433564,0.506180513548004
"SSM-vm","base","logR_resid","Holitna",1983,2.35234459327179,0.928253348158026
"SSM-vm","base","logR_resid","Holitna",1984,3.381019721869,0.95844646198247
"SSM-vm","base","logR_resid","Holitna",1985,0.846592497020706,0.833288732399865
"SSM-vm","base","logR_resid","Holitna",1986,0.972754284305647,0.662900539277344
"SSM-vm","base","logR_resid","Holitna",1987,0.701845904586762,0.69885595438039
"SSM-vm","base","logR_resid","Holitna",1988,0.666847488002588,0.939554849316562
"SSM-vm","base","logR_resid","Holitna",1989,0.487783726061979,0.966046317468893
"SSM-vm","base","logR_resid","Holitna",1990,0.772918943312979,0.795613944482445
"SSM-vm","base","logR_resid","Holitna",1991,0.614453321249009,0.589111526668104
"SSM-vm","base","logR_resid","Holitna",1992,-0.04500623367989,0.68771215948673
"SSM-vm","base","logR_resid","Holitna",1993,0.148323664060747,0.402141017162156
"SSM-vm","base","logR_resid","Holitna",1994,-1.76414721620436,0.676914287819866
"SSM-vm","base","logR_resid","Holitna",1995,-0.430635092770285,0.505357307870244
"SSM-vm","base","logR_resid","Holitna",1996,-0.95127931589243,0.612815523334172
"SSM-vm","base","logR_resid","Holitna",1997,0.890376808885653,0.324563391985769
"SSM-vm","base","logR_resid","Holitna",1998,-0.794201253768372,0.61967949984734
"SSM-vm","base","logR_resid","Holitna",1999,1.86078507291477,0.375032145752882
"SSM-vm","base","logR_resid","Holitna",2000,1.70373547522056,0.550605859108212
"SSM-vm","base","logR_resid","Holitna",2001,-0.570563104573781,0.646290783306273
"SSM-vm","base","logR_resid","Holitna",2002,-0.670765041426909,0.758293733509288
"SSM-vm","base","logR_resid","Holitna",2003,-1.14394590676239,0.660719429786716
"SSM-vm","base","logR_resid","Holitna",2004,-1.0574388814587,0.693281014890597
"SSM-vm","base","logR_resid","Holitna",2005,-0.0303618200959722,0.502304782389812
"SSM-vm","base","logR_resid","Holitna",2006,-1.12531196050452,0.712127350535988
"SSM-vm","base","logR_resid","Holitna",2007,0.0306351370526437,0.737976787772461
"SSM-vm","base","logR_resid","Holitna",2008,0.110320192210692,0.791323724130173
"SSM-vm","base","logR_resid","Holitna",2009,-0.390521960561824,0.662912484764795
"SSM-vm","base","logR_resid","Holitna",2010,0.308153513243071,0.513216895891079
"SSM-vm","base","logR_resid","Holitna",2011,-0.321334118869155,0.640484099010138
"SSM-vm","base","logR_resid","Holitna",2012,-0.457541813160383,0.633591268224135
"SSM-vm","base","logR_resid","Holitna",2013,-0.571064003988559,0.686110431121905
"SSM-vm","base","S","Holitna",1976,10099.2788162454,1205.51857937635
"SSM-vm","base","S","Holitna",1977,62651.4381095001,8746.92083770833
"SSM-vm","base","S","Holitna",1978,36413.4731569673,5452.67202002728
"SSM-vm","base","S","Holitna",1979,4491.63165207524,1606.58533335444
"SSM-vm","base","S","Holitna",1980,2440.34208684576,1338.6048176462
"SSM-vm","base","S","Holitna",1981,2410.18721755216,973.059039153934
"SSM-vm","base","S","Holitna",1982,6996.98740682146,912.060061981914
"SSM-vm","base","S","Holitna",1983,10445.0186984478,1307.13147483899
"SSM-vm","base","S","Holitna",1984,5736.59524162195,1341.724350013
"SSM-vm","base","S","Holitna",1985,2252.78704727304,1103.65869241804
"SSM-vm","base","S","Holitna",1986,7094.34178134342,1046.13530698982
"SSM-vm","base","S","Holitna",1987,54961.3275965367,35975.3878783809
"SSM-vm","base","S","Holitna",1988,160847.95261439,76947.3046992752
"SSM-vm","base","S","Holitna",1989,183507.171823747,85468.3946328656
"SSM-vm","base","S","Holitna",1990,98650.243403491,44201.013861245
"SSM-vm","base","S","Holitna",1991,18102.5480581764,4132.07536312964
"SSM-vm","base","S","Holitna",1992,19714.9561219442,2536.52652090463
"SSM-vm","base","S","Holitna",1993,18318.2963514124,2644.50245513228
"SSM-vm","base","S","Holitna",1994,13499.2563709363,6327.94491527711
"SSM-vm","base","S","Holitna",1995,20815.1551887065,3135.43801679677
"SSM-vm","base","S","Holitna",1996,25433.966952943,3808.02573917563
"SSM-vm","base","S","Holitna",1997,25020.57972069,3707.97005624583
"SSM-vm","base","S","Holitna",1998,12007.7672223922,3360.67570989125
"SSM-vm","base","S","Holitna",1999,6875.35580973042,921.647396252824
"SSM-vm","base","S","Holitna",2000,3670.13345426269,536.484469344174
"SSM-vm","base","S","Holitna",2001,16572.4762712933,1675.99853998249
"SSM-vm","base","S","Holitna",2002,19922.9000799568,2895.52531145394
"SSM-vm","base","S","Holitna",2003,33836.3748449112,5232.76628395486
"SSM-vm","base","S","Holitna",2004,36847.5826860449,4581.26913157064
"SSM-vm","base","S","Holitna",2005,38105.7760452361,4234.7552886033
"SSM-vm","base","S","Holitna",2006,18327.2552576565,2570.81366327271
"SSM-vm","base","S","Holitna",2007,7783.53729486826,2640.16877191407
"SSM-vm","base","S","Holitna",2008,5195.04698343755,1950.86623124159
"SSM-vm","base","S","Holitna",2009,7070.01515785742,1444.46091377838
"SSM-vm","base","S","Holitna",2010,5464.2189715694,715.5733673551
"SSM-vm","base","S","Holitna",2011,7851.66565578841,1662.2796022294
"SSM-vm","base","S","Holitna",2012,8964.77339059897,2257.27380080479
"SSM-vm","base","S","Holitna",2013,3810.67300430532,490.386137724343
"SSM-vm","base","S_msy","Holitna",NA,12519.0889534093,4393.63543593624
"SSM-vm","base","sigma_R","Holitna",NA,1.02757630498306,0.0702114009892517
"SSM-vm","base","U_msy","Holitna",NA,0.34191046048049,0.112986745439694
"SSM-vm","base","alpha","Holokuk",NA,3.64792822931343,2.09897195877607
"SSM-vm","base","beta","Holokuk",NA,0.000947427895526154,0.000372300191854785
"SSM-vm","base","logR","Holokuk",1976,5.62980326181047,1.32792413995325
"SSM-vm","base","logR","Holokuk",1977,6.97682086487926,1.14154629878319
"SSM-vm","base","logR","Holokuk",1978,6.65564505235863,1.11145353203289
"SSM-vm","base","logR","Holokuk",1979,6.15818560471253,1.15871897757929
"SSM-vm","base","logR","Holokuk",1980,6.17312108794027,1.22544643522714
"SSM-vm","base","logR","Holokuk",1981,6.36602208037718,1.25986185153004
"SSM-vm","base","logR","Holokuk",1982,6.69672103573023,1.28183662544032
"SSM-vm","base","logR","Holokuk",1983,7.13368270864082,1.17857975697638
"SSM-vm","base","logR","Holokuk",1984,6.89060403707251,1.20072805654935
"SSM-vm","base","logR","Holokuk",1985,6.50014362779137,1.24011544094629
"SSM-vm","base","logR","Holokuk",1986,6.80774947458626,1.15235899578847
"SSM-vm","base","logR","Holokuk",1987,6.57870030332508,0.949236578894689
"SSM-vm","base","logR","Holokuk",1988,6.80442104388494,0.819089503179928
"SSM-vm","base","logR","Holokuk",1989,7.28737649602432,0.996830220141237
"SSM-vm","base","logR","Holokuk",1990,8.33277311746205,1.93853838301056
"SSM-vm","base","logR","Holokuk",1991,7.56010220661921,1.46831317028528
"SSM-vm","base","logR","Holokuk",1992,7.34662311358737,0.967758714035257
"SSM-vm","base","logR","Holokuk",1993,6.93774040742725,0.831741644698881
"SSM-vm","base","logR","Holokuk",1994,4.22566441927402,3.05527034363303
