Year,Population,Subrigion,RiverBasin,logspawners,logrecruits,spawn.error,rec.error,SummerSST,WinterSST,MarineCompetitorsIndex,IceConcentrationIndex,BodySize,Uwind,RiverIceBreakup,max5dprcp_stand,maxq_spawn,mean_swe_icu,mean_swe_rear,medq_rear,mnprcp_rear_stand,maxDaily_spawn_stand,maxDaily_migrate,cdd_rear
1987,MidMain,Yukon (CA),Yukon,8.927391104,9.595893944,0.127128473,0.451172965,1.274494666,-0.168182843,-1.11856755,-0.333856261,2.133267458,2.009610415,-1.248100159,0.19922946,0.662596809,-0.319472068,0.175049764,1.729806804,1.705279242,-0.161212519,-0.631574099,-1.027774347
1988,MidMain,Yukon (CA),Yukon,8.500286832,9.957376603,0.136704567,0.363494681,0.683777694,-0.450256782,-1.123159668,-0.315857452,1.229346002,0.183154663,-1.049625516,0.101065555,2.910263241,0.175049764,0.880579026,-0.500216851,-0.849930726,-1.027774347,-0.328544028,-0.844137058
1989,MidMain,Yukon (CA),Yukon,7.31471118,11.14775955,0.307343136,0.141602689,2.252950972,-0.319203977,-1.163538411,0.035119662,2.077117343,1.905602694,-0.851150873,-0.693825424,-0.877303443,0.880579026,2.073986009,0.149118529,0.248675754,-0.844137058,0.80781106,-0.380834458
1990,MidMain,Yukon (CA),Yukon,7.444853831,8.775508809,0.260032665,0.656348505,-0.481175159,-0.535051202,-0.409177252,0.755072677,0.605303195,1.412793001,0.538171628,0.83205037,-0.178054585,2.073986009,2.776032522,0.148542696,1.937883158,-0.380834458,1.42598793,-1.313565784
1991,MidMain,Yukon (CA),Yukon,9.258761684,11.31111818,0.135376539,0.094343793,0.10173498,0.268640913,0.239678913,-0.459848028,0.519564766,1.764180422,-1.248100159,0.788929358,0.145736146,2.776032522,0.704153401,1.061209262,-0.633054636,-1.313565784,2.024154452,-0.963828678
1992,MidMain,Yukon (CA),Yukon,9.440822631,7.125240249,0.152314204,0.607811807,0.042750026,-0.840046133,0.662912275,-0.44184922,-1.061892755,1.299144904,-0.851150873,-0.169778488,1.528893829,0.704153401,0.100126413,1.142863759,0.383481053,-0.963828678,-1.126064329,-0.421355162
1993,MidMain,Yukon (CA),Yukon,8.881362323,9.376948846,0.123408419,0.304911375,0.348951334,0.768520328,0.87285227,0.521087951,-0.821515928,-1.330623288,-0.65267623,-0.427985124,0.445058175,0.100126413,0.911869565,0.289199236,-0.800099303,-0.421355162,0.748268464,-0.084569901
1994,MidMain,Yukon (CA),Yukon,9.160538448,9.547737679,0.120669218,0.321644238,-1.117865699,-0.837131325,0.379401207,-0.92781748,0.891616251,-0.487292726,0.339696985,-0.04276298,0.033555172,0.911869565,0.348484136,-1.435536894,-0.854367259,-0.084569901,0.252513052,2.145253962
1995,MidMain,Yukon (CA),Yukon,9.94008253,10.58731236,0.09566079,0.212249026,-0.053534238,-0.972404924,0.133278485,0.431093828,1.664572407,0.651356856,-0.255726944,0.108444846,-1.513497558,0.348484136,0.402953968,-0.902220287,-1.018162398,2.145253962,0.306484295,-0.261168219
1996,MidMain,Yukon (CA),Yukon,9.668737876,10.95512614,0.081342116,0.113397977,-1.531627807,-0.690993441,-0.261924091,0.773071539,0.837133129,1.976581097,-0.255726944,-1.327695948,-0.579769685,0.402953968,0.608041928,-0.475451916,-0.42481328,-0.261168219,-0.367650222,-0.125814791
1997,MidMain,Yukon (CA),Yukon,10.00607548,9.225672472,0.091973425,0.414212466,-1.987026354,-1.612129615,-0.384439504,0.935060923,0.225062571,-0.790827155,0.538171628,-0.941018953,-0.254190984,0.608041928,-1.506677349,-1.579904816,-2.100028942,-0.125814791,-0.551659227,1.672050112
1998,MidMain,Yukon (CA),Yukon,7.853781147,10.47280032,0.143479498,0.137435299,-0.154155632,1.750688392,-0.105968147,0.692076793,-0.535231891,-0.194070259,-0.057252301,-1.254384299,-1.446490131,-1.506677349,0.364844417,-0.804822928,-0.508889561,1.672050112,-0.052290235,1.067556512
1999,MidMain,Yukon (CA),Yukon,8.374066275,10.12471339,0.127264796,0.094744564,-0.091700974,-0.934909891,-0.116923799,-1.125804589,0.356816741,0.43946759,0.538171628,-0.516928916,-0.187936449,0.364844417,-1.027641944,1.771721829,1.257249269,1.067556512,0.89734738,-0.243493047
2000,MidMain,Yukon (CA),Yukon,9.232966937,9.665065131,0.093514354,0.09943799,-0.227019399,1.238742079,0.226912612,-0.369853905,-0.850920667,-0.705744345,1.332070201,-0.929262345,1.358740136,-1.027641944,-0.566710466,0.867182869,-0.321873618,-0.243493047,-1.747664568,0.369711317
2001,MidMain,Yukon (CA),Yukon,10.51267821,7.825745237,0.132453806,0.256193836,0.063568245,0.27622058,0.395191846,-1.089806972,0.194985907,0.153704485,-0.851150873,0.152606741,1.444616856,-0.566710466,-1.467747048,-0.723808155,-0.47683816,0.369711317,-1.75912761,1.120739074
2002,MidMain,Yukon (CA),Yukon,10.04222509,9.51960564,0.079651557,0.076319924,-0.07175018,1.040137648,0.358632698,-0.945816289,-0.660071922,0.742252827,-0.255726944,-1.089697991,-0.93160566,-1.467747048,0.001881723,-1.261604264,-1.118917709,1.120739074,1.34598421,1.020793167
2003,MidMain,Yukon (CA),Yukon,9.371695884,8.840199329,0.103692283,0.075214674,-0.678948243,-0.734980547,0.342849731,-1.125804589,0.890226185,0.914348523,-1.248100159,-1.186710175,-0.862433817,0.001881723,0.376418689,-0.315853485,-1.214564025,1.020793167,-0.364765605,-0.575164905
2004,MidMain,Yukon (CA),Yukon,9.522192081,8.967238867,0.091716532,0.08692652,0.580554024,-0.846140732,0.15124071,-0.270860377,1.170287885,-0.311288039,1.133595558,0.550320948,-0.65143571,0.376418689,-0.592961925,0.490648392,0.630364974,-0.575164905,1.672826627,-0.504833916
2005,MidMain,Yukon (CA),Yukon,9.556516181,9.739520109,0.015104268,0.053289714,0.957016822,-1.121271254,-0.073680463,0.404095588,0.356061511,-2.127747297,-0.255726944,-1.350741538,-0.20374719,-0.592961925,-0.306014252,0.042186335,-0.057187564,-0.504833916,-0.33979559,0.221848593
2006,MidMain,Yukon (CA),Yukon,8.80550103,9.370997871,0.023362085,0.061233465,0.94920999,-1.085155005,0.394201158,1.844001615,0.025928011,1.042119424,-0.255726944,-0.106935858,-0.156691413,-0.306014252,1.400662473,1.749132447,1.105292323,0.221848593,-0.182292339,-0.818880348
2007,MidMain,Yukon (CA),Yukon,7.768120989,8.828719743,0.03911728,0.061966285,-0.19579207,-0.754324274,0.221592639,2.086985746,-1.462195681,-1.128539204,-0.255726944,0.490031543,1.633498898,1.400662473,0.885542849,0.849520427,0.689522584,-0.818880348,1.282809505,-1.222758281
2008,MidMain,Yukon (CA),Yukon,8.817529395,9.305274429,0.026993533,0.070160125,2.095079476,-0.842695959,0.244546513,1.924996468,-0.120712933,0.910072248,-1.248100159,1.124810347,0.573332074,0.885542849,0.790485237,0.650950848,-0.610801815,-1.222758281,-0.193192529,-1.243977816
2009,MidMain,Yukon (CA),Yukon,8.68464185,9.887286239,0.024385719,0.044316596,-0.169769296,-1.793482516,0.450328684,0.440093232,0.070055154,-0.441855231,0.339696985,0.211090597,-0.521655724,0.790485237,-0.451309458,-0.891725455,-0.306944144,-1.243977816,0.237449857,-0.355900919
2010,MidMain,Yukon (CA),Yukon,8.660443117,9.324357761,0.032944171,0.058558746,0.1225532,-1.389752462,0.776374563,2.806938732,-1.068487635,0.035055439,-0.851150873,-0.032114715,-1.022988131,-0.451309458,0.286978304,-0.309294471,0.973967843,-0.355900919,-0.459774892,0.243563462
2011,MidMain,Yukon (CA),Yukon,9.166975505,9.120554683,0.015809157,0.051833028,0.656020069,0.400999704,0.869724829,1.394030972,-0.95706175,-0.677629351,1.92749413,0.343909235,-0.562476649,0.286978304,1.06049578,0.603979874,0.881861534,0.243563462,-1.182586792,-0.514509318
2012,MidMain,Yukon (CA),Yukon,8.805138734,9.438345348,0.022136719,0.047481434,0.68464512,1.026358554,1.287236284,-1.107805781,-0.114277247,0.789675236,-0.65267623,-0.067400145,0.55978001,1.06049578,0.747235766,0.231733431,0.394929257,-0.514509318,-1.113467303,-0.356495761
2013,MidMain,Yukon (CA),Yukon,8.574414619,9.580681353,0.024330204,0.108891848,1.047229106,1.57609109,1.459631122,-1.116805185,-0.680329879,1.930878401,-0.255726944,3.527451559,-0.134057358,0.747235766,-1.797044707,0.174012064,1.731455361,-0.356495761,0.623046999,0.484861867
2014,MidMain,Yukon (CA),Yukon,9.779502888,9.893862311,0.045547176,0.284152487,3.023225086,0.90910377,1.50121983,-1.125804589,-1.036513689,1.793548982,-2.438948018,1.821403671,-0.104365388,-1.797044707,-1.058215034,-0.129058185,1.309327933,0.484861867,-0.459701143,-0.100299703
2015,MidMain,Yukon (CA),Yukon,9.796343729,10.28085977,0.013415019,0.911510843,0.498148572,1.636480907,1.489113037,-0.432849816,-0.544410373,0.15123721,-0.454201587,0.588037116,0.057412527,-1.058215034,-1.143147272,-0.99699363,0.322273446,-0.100299703,0.612860234,1.874714143
1987,Oskawalik,Kuskokwim,Kuskokwim,6.650250944,6.808045685,0.197698143,0.588147278,1.462123121,-0.168182843,-1.11856755,-0.333856261,0.801156433,2.009610415,0.059924431,-0.218987905,-0.474576104,0.576921578,-0.14738782,-0.709821842,-0.045832796,-1.521541523,-1.344668724,-0.837484913
1988,Oskawalik,Kuskokwim,Kuskokwim,5.903987907,6.080560917,0.209473593,0.973879651,1.242629705,-0.450256782,-1.123159668,-0.315857452,0.871173652,0.183154663,-0.517125642,0.489274619,-0.914184582,-0.14738782,0.619016259,2.586256079,0.850825774,-0.837484913,0.182627243,-1.548100643
1989,Oskawalik,Kuskokwim,Kuskokwim,6.821790696,5.15701761,0.366608852,1.160125893,0.719525634,-0.319203977,-1.163538411,0.035119662,0.499952344,1.905602694,-0.286305613,-0.440933746,0.449282676,0.619016259,2.787698397,0.181487047,0.094038287,-1.548100643,-0.982533809,0.804858997
1990,Oskawalik,Kuskokwim,Kuskokwim,6.222629502,7.413955996,0.196183556,1.169473923,-0.652636801,-0.535051202,-0.409177252,0.755072677,0.002418195,1.412793001,1.560254619,-1.630034121,-0.304331857,2.787698397,0.093291447,-0.328147491,-1.501357827,0.804858997,0.441372123,0.216671619
1991,Oskawalik,Kuskokwim,Kuskokwim,5.816801385,7.270790073,0.275479903,1.53407389,0.561805814,0.268640913,0.239678913,-0.459848028,0.202147697,1.764180422,-0.9787657,-0.389814348,-0.393615507,0.093291447,0.375813881,-1.248137112,-1.037521319,0.216671619,0.156334366,0.934487589
1992,Oskawalik,Kuskokwim,Kuskokwim,6.071192832,9.597748822,0.174880926,0.664142239,1.313603624,-0.840046133,0.662912275,-0.44184922,0.338248855,1.299144904,-0.401715627,-0.274927665,-0.291468959,0.375813881,0.036378351,0.316065864,-0.188724983,0.934487589,0.24025755,-0.019292506
1993,Oskawalik,Kuskokwim,Kuskokwim,6.144411377,5.930915083,0.173973468,0.994209746,-0.40817108,0.768520328,0.87285227,0.521087951,0.328891266,-1.330623288,-0.517125642,1.109961338,1.167335077,0.036378351,1.515155993,1.024259313,-0.852669646,-0.019292506,1.083402771,-1.0626965
1994,Oskawalik,Kuskokwim,Kuskokwim,6.308248088,6.402129128,0.397690767,0.909508698,0.088646354,-0.837131325,0.379401207,-0.92781748,0.36030738,-0.487292726,-0.170895598,-0.115137784,-0.505598389,1.515155993,-1.100076078,0.05352686,-0.241994272,-1.0626965,-1.497089968,0.368490769
1995,Oskawalik,Kuskokwim,Kuskokwim,7.251413067,5.456086697,0.212632412,1.215344737,0.055788058,-0.972404924,0.133278485,0.431093828,0.352492657,0.651356856,-0.9787657,-1.174246069,-0.341785567,-1.100076078,-0.583079329,-0.6789349,-0.894310634,0.368490769,-0.064295122,-0.210804814
1996,Oskawalik,Kuskokwim,Kuskokwim,8.218381746,4.6751221,0.203744555,1.114184407,-0.019128857,-0.690993441,-0.261924091,0.773071539,0.187642788,1.976581097,-0.517125642,0.445843431,-0.85062673,-0.583079329,0.219866629,-1.651873564,-2.267167766,-0.210804814,1.152583227,2.444995346
1997,Oskawalik,Kuskokwim,Kuskokwim,8.541287595,7.800508013,0.209470747,0.804351495,-1.949882321,-1.612129615,-0.384439504,0.935060923,-0.67726679,-0.790827155,0.867794532,-0.726649592,-0.17494623,0.219866629,-0.963013429,1.403727454,1.365525609,2.444995346,1.925189305,-1.328896333
1998,Oskawalik,Kuskokwim,Kuskokwim,8.399801386,8.473145316,0.418305336,0.368273229,-0.505431635,1.750688392,-0.105968147,0.692076793,-1.058183776,-0.194070259,-0.055485584,0.063638617,0.5491593,-0.963013429,-0.773530656,0.249879561,-0.006684927,-1.328896333,-0.718568494,-0.618174944
1999,Oskawalik,Kuskokwim,Kuskokwim,6.044994936,5.989304189,0.199859589,1.06701653,-1.341346682,-0.934909891,-0.116923799,-1.125804589,-0.106185171,0.43946759,0.636974503,-0.740952335,-0.226397824,-0.773530656,-0.567426335,-0.242105296,-0.241038331,-0.618174944,-0.191451416,-0.787548281
2000,Oskawalik,Kuskokwim,Kuskokwim,5.427049846,4.323604087,0.514608297,1.254610609,-2.227206339,1.238742079,0.226912612,-0.369853905,-0.13581215,-0.705744345,0.406154474,2.076118927,-0.576344308,-0.567426335,1.408388718,0.018227498,2.078480896,-0.787548281,1.258926535,-0.720162984
2001,Oskawalik,Kuskokwim,Kuskokwim,6.202652698,8.752911975,0.601088636,0.195770395,0.488203232,0.27622058,0.395191846,-1.089806972,-0.128795344,0.153704485,-0.9787657,-0.144412072,-0.570669524,1.408388718,-0.474651564,-1.04075336,-0.276673346,-0.720162984,-1.623120347,-0.056710922
2002,Oskawalik,Kuskokwim,Kuskokwim,7.334279471,6.155585662,0.176905463,0.794748391,0.24373751,1.040137648,0.358632698,-0.945816289,-0.315433857,0.742252827,-0.9787657,0.663153928,-0.952394982,-0.474651564,-0.388620583,0.23443609,0.112759897,-0.056710922,1.531333656,-0.896885326
2003,Oskawalik,Kuskokwim,Kuskokwim,7.731774458,6.242679629,0.123806958,0.966125687,-0.019128857,-0.734980547,0.342849731,-1.125804589,0.251120119,0.914348523,-0.170895598,2.808294455,0.271472018,-0.388620583,0.984725841,-1.362860038,0.002847442,-0.896885326,-0.180527808,1.632702262
2004,Oskawalik,Kuskokwim,Kuskokwim,7.376988445,8.454774617,0.203503771,0.228710936,0.622265079,-0.846140732,0.15124071,-0.270860377,-0.472618992,-0.311288039,1.444844604,0.045484696,-1.239540254,0.984725841,0.003380776,-1.129001765,0.049840519,1.632702262,1.119449464,0.765516716
2005,Oskawalik,Kuskokwim,Kuskokwim,7.584860083,5.807749288,0.153830692,0.680722453,0.758955589,-1.121271254,-0.073680463,0.404095588,-0.448089009,-2.127747297,-0.863355685,0.54768116,-0.791230379,0.003380776,-0.560828758,-0.341384752,-0.251368145,0.765516716,1.292789551,-0.715090614
2006,Oskawalik,Kuskokwim,Kuskokwim,7.584531706,5.542239701,0.155518071,0.748750275,1.593556304,-1.085155005,0.394201158,1.844001615,-0.773056323,1.042119424,0.29074446,-0.235857012,1.886522319,-0.560828758,-0.982038381,0.192518097,0.166581107,-0.715090614,0.703577097,1.533999923
2007,Oskawalik,Kuskokwim,Kuskokwim,7.122357153,5.392639308,0.187240022,0.65274264,-0.003356875,-0.754324274,0.221592639,2.086985746,-1.723885667,-1.128539204,-0.170895598,-0.965027019,-0.435987408,-0.982038381,0.856985157,0.139569055,-1.091090096,1.533999923,0.708562436,0.047771391
2008,Oskawalik,Kuskokwim,Kuskokwim,7.020584927,5.855441382,0.137274224,0.897783478,2.224435585,-0.842695959,0.244546513,1.924996468,-0.940204655,0.910072248,0.752384517,-0.584683856,-1.006116451,0.856985157,1.952835594,-1.195188069,-0.404744786,0.047771391,-1.316883841,1.103272115
2009,Oskawalik,Kuskokwim,Kuskokwim,7.176503873,6.882620071,0.147978895,0.506683864,0.702439321,-1.793482516,0.450328684,0.440093232,-0.397059713,-0.441855231,0.059924431,-0.433480081,-0.961852971,1.952835594,-0.389438714,-0.156063102,-0.410826141,1.103272115,1.562571973,-0.038986578
2010,Oskawalik,Kuskokwim,Kuskokwim,6.318472729,5.61338295,0.176486902,0.768984952,-0.674980442,-1.389752462,0.776374563,2.806938732,-1.486390459,0.035055439,0.521564488,-0.928525446,0.639956232,-0.389438714,0.836225273,-0.178125203,-0.724828251,-0.038986578,-0.306184415,-0.421796424
2011,Oskawalik,Kuskokwim,Kuskokwim,5.258018852,5.253191445,0.250583633,0.765134923,1.229486386,0.400999704,0.869724829,1.394030972,-1.519215157,-0.677629351,2.137304691,0.7480431,-0.986065486,0.836225273,0.486133882,1.646410567,1.900793193,-0.421796424,-0.885349196,-0.554143376
2012,Oskawalik,Kuskokwim,Kuskokwim,5.327347032,5.887496649,0.202373491,0.78997456,1.901109954,1.026358554,1.287236284,-1.107805781,-0.855110859,0.789675236,-0.9787657,0.136452935,1.503283724,0.486133882,0.387258938,-0.429633157,-0.489915364,-0.554143376,-1.411008577,0.147976217
2013,Oskawalik,Kuskokwim,Kuskokwim,5.255664434,7.201941449,0.156241763,0.460547907,0.666952361,1.57609109,1.459631122,-1.116805185,-0.372254211,1.930878401,-0.747945671,-1.112272957,1.886522319,0.387258938,-1.002005499,-0.555387134,-0.1981096,0.147976217,0.926826185,0.734128171
1985,Pelly,Yukon (CA),Yukon,8.741705898,9.201991979,0.162332543,0.430349642,0.048822006,0.258006668,-1.27917655,-1.125804589,0.503640325,-0.335565368,0.736646271,0.70045058,0.000226615,1.325462191,0.416723559,0.135980775,0.334935641,-1.790138696,-0.43574982,-0.583848405
1986,Pelly,Yukon (CA),Yukon,9.171468237,10.22070895,0.143333972,0.232584148,-0.291208909,-0.346118634,-1.295741835,0.044119074,0.223767349,0.533319712,-0.851150873,-0.359908544,-0.117059201,0.416723559,-0.399748078,0.488299275,-0.04524011,-0.583848405,-1.095650232,-0.459189758
1987,Pelly,Yukon (CA),Yukon,8.92120657,9.870637626,0.138734609,0.288711947,1.274494666,-0.168182843,-1.11856755,-0.333856261,2.133267458,2.009610415,-1.248100159,0.308034704,0.262248119,-0.399748078,0.2608992,1.31722774,0.634617243,-0.459189758,-0.659929135,-0.598579726
1988,Pelly,Yukon (CA),Yukon,8.918875666,9.859492733,0.196375097,0.30420342,0.683777694,-0.450256782,-1.123159668,-0.315857452,1.229346002,0.183154663,-1.049625516,-0.664343672,0.140907108,0.2608992,0.300866743,-1.401887088,-1.362341441,-0.598579726,-0.373935589,1.47056994
1989,Pelly,Yukon (CA),Yukon,8.912482765,10.14991055,0.299706381,0.303922838,2.252950972,-0.319203977,-1.163538411,0.035119662,2.077117343,1.905602694,-0.851150873,0.305257521,-1.488617102,0.300866743,0.847437295,0.681906981,0.894288857,1.47056994,0.69853296,-0.792647931
1990,Pelly,Yukon (CA),Yukon,8.568331739,9.199771372,0.322243815,0.394301494,-0.481175159,-0.535051202,-0.409177252,0.755072677,0.605303195,1.412793001,0.538171628,0.982212427,0.709244227,0.847437295,3.438754041,2.086400846,1.709649583,-0.792647931,1.281955569,-1.447697768
1991,Pelly,Yukon (CA),Yukon,8.958787592,10.03536272,0.195179269,0.245143307,0.10173498,0.268640913,0.239678913,-0.459848028,0.519564766,1.764180422,-1.248100159,-0.496531242,2.331905969,3.438754041,0.441667307,0.046586528,-0.382539383,-1.447697768,1.846492825,-1.742331498
1992,Pelly,Yukon (CA),Yukon,9.084745254,9.583277881,0.162328826,0.321395151,0.042750026,-0.840046133,0.662912275,-0.44184922,-1.061892755,1.299144904,-0.851150873,-0.367230648,-0.190674767,0.441667307,-0.225849184,0.613546828,0.543594369,-1.742331498,-1.126618839,-0.292261991
1993,Pelly,Yukon (CA),Yukon,8.813138792,9.997850064,0.152338036,0.23941643,0.348951334,0.768520328,0.87285227,0.521087951,-0.821515928,-1.330623288,-0.65267623,-0.117688148,-0.510403487,-0.225849184,-0.768215177,-1.035705309,-1.290341765,-0.292261991,0.642337883,0.881987783
1994,Pelly,Yukon (CA),Yukon,8.772623455,9.405988602,0.13941143,0.245735979,-1.117865699,-0.837131325,0.379401207,-0.92781748,0.891616251,-0.487292726,0.339696985,-0.608550817,-0.063095349,-0.768215177,-0.195468944,0.158448847,0.339635932,0.881987783,0.685978974,0.302737455
1995,Pelly,Yukon (CA),Yukon,9.126419833,8.943890566,0.215724865,0.35165087,-0.053534238,-0.972404924,0.133278485,0.431093828,1.664572407,0.651356856,-0.255726944,0.894208063,0.820915297,-0.195468944,-0.101990802,-0.084397555,1.066385791,0.302737455,0.225391075,-0.188552052
1996,Pelly,Yukon (CA),Yukon,8.90171782,8.513085556,0.139675939,0.387271733,-1.531627807,-0.690993441,-0.261924091,0.773071539,0.837133129,1.976581097,-0.255726944,-1.148953785,0.297184319,-0.101990802,-0.791620114,0.429499698,0.103639146,-0.188552052,-0.410843211,-0.178993307
1997,Pelly,Yukon (CA),Yukon,9.080238104,10.0868476,0.157077389,0.169450141,-1.987026354,-1.612129615,-0.384439504,0.935060923,0.225062571,-0.790827155,0.538171628,-1.238935137,0.270670139,-0.791620114,-1.618750658,-1.23887405,-0.969406204,-0.178993307,-0.584507123,2.001248801
1998,Pelly,Yukon (CA),Yukon,8.781615693,9.978433637,0.115406259,0.198633378,-0.154155632,1.750688392,-0.105968147,0.692076793,-0.535231891,-0.194070259,-0.057252301,-1.21876875,-1.396285715,-1.618750658,-0.548850012,-0.505076361,0.479412544,2.001248801,-0.113212944,0.042451549
1999,Pelly,Yukon (CA),Yukon,8.707748497,9.347267285,0.169109488,0.255221887,-0.091700974,-0.934909891,-0.116923799,-1.125804589,0.356816741,0.43946759,0.538171628,2.433702151,0.747923592,-0.548850012,-0.796284768,0.27748198,2.045107132,0.042451549,0.783035497,-0.956952692
2000,Pelly,Yukon (CA),Yukon,8.65604785,9.46172257,0.129711947,0.378255211,-0.227019399,1.238742079,0.226912612,-0.369853905,-0.850920667,-0.705744345,1.332070201,0.955147454,0.887980225,-0.796284768,-0.655236991,-0.059539261,-0.948588992,-0.956952692,-1.713272353,-0.407594272
2001,Pelly,Yukon (CA),Yukon,8.921559186,10.43036973,0.171250204,0.119640882,0.063568245,0.27622058,0.395191846,-1.089806972,0.194985907,0.153704485,-0.851150873,0.624191889,-0.054049468,-0.655236991,-1.154247893,0.013123441,-0.487078167,-0.407594272,-1.724090937,0.347765661
2002,Pelly,Yukon (CA),Yukon,8.605784045,8.043671612,0.1244832,0.2131573,-0.07175018,1.040137648,0.358632698,-0.945816289,-0.660071922,0.742252827,-0.255726944,-1.236035349,0.990293383,-1.154247893,0.045619489,-1.16764548,-1.423895351,0.347765661,1.206449705,0.525663634
2003,Pelly,Yukon (CA),Yukon,9.405707938,9.74369428,0.113561672,0.075224246,-0.678948243,-0.734980547,0.342849731,-1.125804589,0.890226185,0.914348523,-1.248100159,-0.30377286,-1.468653559,0.045619489,0.472917362,-1.101675394,-0.914923628,0.525663634,-0.408120768,1.100980785
2004,Pelly,Yukon (CA),Yukon,9.05985551,9.217251592,0.134488239,0.099930227,0.580554024,-0.846140732,0.15124071,-0.270860377,1.170287885,-0.311288039,1.133595558,-0.420389931,-1.074841527,0.472917362,-0.627650133,1.250779763,0.457101841,1.100980785,1.514916852,-0.716920147
2005,Pelly,Yukon (CA),Yukon,9.049233391,9.297186928,0.117929533,0.102378894,0.957016822,-1.121271254,-0.073680463,0.404095588,0.356061511,-2.127747297,-0.255726944,-0.978281913,0.010832047,-0.627650133,-0.098020586,-0.581085372,-0.565663842,-0.716920147,-0.384554582,0.135688157
2006,Pelly,Yukon (CA),Yukon,9.391636092,9.009710595,0.085314855,0.130718899,0.94920999,-1.085155005,0.394201158,1.844001615,0.025928011,1.042119424,-0.255726944,0.149125757,-0.868499543,-0.098020586,2.803601194,0.101083555,-0.238956376,0.135688157,-0.235906255,-0.471594312
2007,Pelly,Yukon (CA),Yukon,9.051079943,8.437505807,0.099776151,0.142396695,-0.19579207,-0.754324274,0.221592639,2.086985746,-1.462195681,-1.128539204,-0.255726944,2.654677939,-0.406218747,2.803601194,-0.56406515,0.92092903,2.076025579,-0.471594312,1.146826718,-1.252175597
2008,Pelly,Yukon (CA),Yukon,8.581959061,8.438477086,0.066902047,0.154540922,2.095079476,-0.842695959,0.244546513,1.924996468,-0.120712933,0.910072248,-1.248100159,-0.427832963,0.92697162,-0.56406515,0.136017003,-1.141831099,-0.885114719,-1.252175597,-0.24619363,0.688761191
2009,Pelly,Yukon (CA),Yukon,9.260551627,9.549585864,0.052677283,0.067978179,-0.169769296,-1.793482516,0.450328684,0.440093232,0.070055154,-0.441855231,0.339696985,-1.004372978,-1.208191707,0.136017003,-0.233376625,-0.941530622,-1.516237483,0.688761191,1.489358353,1.68494816
2010,Pelly,Yukon (CA),Yukon,8.561175783,8.85628707,0.066439733,0.09706869,0.1225532,-1.389752462,0.776374563,2.806938732,-1.068487635,0.035055439,-0.851150873,-0.075932453,-1.668912851,-0.233376625,0.492500022,1.644209903,1.086836627,1.68494816,0.427048716,-0.605538149
2011,Pelly,Yukon (CA),Yukon,8.796426436,9.499135088,0.079469178,0.097841239,0.656020069,0.400999704,0.869724829,1.394030972,-0.95706175,-0.677629351,1.92749413,-0.696493204,1.701182778,0.492500022,0.837994522,0.494991892,-0.109036975,-0.605538149,-1.179963576,-1.350336428
2012,Pelly,Yukon (CA),Yukon,8.413236352,9.371867688,0.101724233,0.095456428,0.68464512,1.026358554,1.287236284,-1.107805781,-0.114277247,0.789675236,-0.65267623,-0.779387933,-0.092416803,0.837994522,0.680958794,-0.446754981,-0.010676331,-1.350336428,-1.114730025,1.123816091
2013,Pelly,Yukon (CA),Yukon,8.08494591,9.049927465,0.10478011,0.176895645,1.047229106,1.57609109,1.459631122,-1.116805185,-0.680329879,1.930878401,-0.255726944,0.413547006,-0.199720847,0.680958794,-1.002050784,-0.371224013,0.502338791,1.123816091,0.524156441,0.157714622
2014,Pelly,Yukon (CA),Yukon,9.233404382,9.771720299,0.074509066,0.289244992,3.023225086,0.90910377,1.50121983,-1.125804589,-1.036513689,1.793548982,-2.438948018,1.162901226,-0.63299212,-1.002050784,-0.895053458,0.180438876,0.273997785,0.157714622,-0.497718976,0.430067048
2015,Pelly,Yukon (CA),Yukon,9.446554442,9.808010653,0.04310293,0.629155891,0.498148572,1.636480907,1.489113037,-0.432849816,-0.544410373,0.15123721,-0.454201587,0.421923398,1.310022104,-0.895053458,-1.043057607,-0.710635323,-0.647880185,0.430067048,0.514542382,1.188261041
2000,Pitka,Kuskokwim,Kuskokwim,7.878763174,9.478244484,0.129796636,0.346970791,-2.227206339,1.238742079,0.226912612,-0.369853905,-0.13581215,-0.705744345,0.406154474,0.896251591,-0.597518532,-0.246515293,1.293974973,0.535780718,2.744361019,-1.11227047,1.342372216,-0.097708944
2001,Pitka,Kuskokwim,Kuskokwim,8.658823117,8.340013414,0.121828304,0.546120195,0.488203232,0.27622058,0.395191846,-1.089806972,-0.128795344,0.153704485,-0.9787657,-0.139307486,0.993288678,1.293974973,-0.626364362,-0.602727638,-0.93994774,-0.097708944,-1.780384133,-0.222859236
2002,Pitka,Kuskokwim,Kuskokwim,8.757043033,8.952637314,0.125694987,0.298856103,0.24373751,1.040137648,0.358632698,-0.945816289,-0.315433857,0.742252827,-0.9787657,-0.10724404,-1.664747765,-0.626364362,0.180588631,-1.068481057,0.082644066,-0.222859236,1.698983246,0.474382256
2003,Pitka,Kuskokwim,Kuskokwim,8.665090426,9.645563826,0.125318356,0.217027827,-0.019128857,-0.734980547,0.342849731,-1.125804589,0.251120119,0.914348523,-0.170895598,5.474035776,-0.090668286,0.180588631,3.954014272,-0.13697422,0.037205598,0.474382256,0.32891038,1.944490353
