Project,,,Observation Year,Observation Month/Day,Location,Species,Fish Count,Fish Count,Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2009,07/18,Eagle Sonar (Yukon/Canadian Border),Chinook,4058,4058,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2009,07/19,Eagle Sonar (Yukon/Canadian Border),Chinook,4519,4519,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2009,07/20,Eagle Sonar (Yukon/Canadian Border),Chinook,4887,4887,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2009,07/21,Eagle Sonar (Yukon/Canadian Border),Chinook,4490,4490,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2009,07/22,Eagle Sonar (Yukon/Canadian Border),Chinook,4347,4347,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2009,07/23,Eagle Sonar (Yukon/Canadian Border),Chinook,3816,3816,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2009,07/24,Eagle Sonar (Yukon/Canadian Border),Chinook,3540,3540,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2009,07/25,Eagle Sonar (Yukon/Canadian Border),Chinook,3353,3353,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2009,07/26,Eagle Sonar (Yukon/Canadian Border),Chinook,3021,3021,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2009,07/27,Eagle Sonar (Yukon/Canadian Border),Chinook,2458,2458,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2009,07/28,Eagle Sonar (Yukon/Canadian Border),Chinook,2188,2188,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2009,07/29,Eagle Sonar (Yukon/Canadian Border),Chinook,2263,2263,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2009,07/30,Eagle Sonar (Yukon/Canadian Border),Chinook,2217,2217,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2009,07/31,Eagle Sonar (Yukon/Canadian Border),Chinook,1816,1816,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2009,08/01,Eagle Sonar (Yukon/Canadian Border),Chinook,1329,1329,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2009,08/02,Eagle Sonar (Yukon/Canadian Border),Chinook,1108,1108,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2009,08/03,Eagle Sonar (Yukon/Canadian Border),Chinook,876,876,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2009,08/04,Eagle Sonar (Yukon/Canadian Border),Chinook,786,786,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2009,08/05,Eagle Sonar (Yukon/Canadian Border),Chinook,679,679,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2009,08/06,Eagle Sonar (Yukon/Canadian Border),Chinook,573,573,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2009,08/07,Eagle Sonar (Yukon/Canadian Border),Chinook,478,478,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2009,08/08,Eagle Sonar (Yukon/Canadian Border),Chinook,377,377,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2009,08/09,Eagle Sonar (Yukon/Canadian Border),Chinook,310,310,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2009,08/10,Eagle Sonar (Yukon/Canadian Border),Chinook,201,201,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2009,08/11,Eagle Sonar (Yukon/Canadian Border),Chinook,174,174,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2009,08/12,Eagle Sonar (Yukon/Canadian Border),Chinook,159,159,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2009,08/13,Eagle Sonar (Yukon/Canadian Border),Chinook,148,148,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2009,08/14,Eagle Sonar (Yukon/Canadian Border),Chinook,153,153,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2009,08/15,Eagle Sonar (Yukon/Canadian Border),Chinook,121,121,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2009,08/16,Eagle Sonar (Yukon/Canadian Border),Chinook,134,134,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2009,08/17,Eagle Sonar (Yukon/Canadian Border),Chinook,152,152,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2009,08/18,Eagle Sonar (Yukon/Canadian Border),Chinook,114,114,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2009,08/19,Eagle Sonar (Yukon/Canadian Border),Chinook,101,101,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2009,08/20,Eagle Sonar (Yukon/Canadian Border),Chinook,95,95,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2010,07/03,Eagle Sonar (Yukon/Canadian Border),Chinook,4,4,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2010,07/04,Eagle Sonar (Yukon/Canadian Border),Chinook,15,15,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2010,07/05,Eagle Sonar (Yukon/Canadian Border),Chinook,14,14,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2010,07/06,Eagle Sonar (Yukon/Canadian Border),Chinook,6,6,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2010,07/07,Eagle Sonar (Yukon/Canadian Border),Chinook,11,11,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2010,07/08,Eagle Sonar (Yukon/Canadian Border),Chinook,15,15,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2010,07/09,Eagle Sonar (Yukon/Canadian Border),Chinook,23,23,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2010,07/10,Eagle Sonar (Yukon/Canadian Border),Chinook,57,57,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2010,07/11,Eagle Sonar (Yukon/Canadian Border),Chinook,78,78,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2010,07/12,Eagle Sonar (Yukon/Canadian Border),Chinook,71,71,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2010,07/13,Eagle Sonar (Yukon/Canadian Border),Chinook,127,127,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2010,07/14,Eagle Sonar (Yukon/Canadian Border),Chinook,181,181,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2010,07/15,Eagle Sonar (Yukon/Canadian Border),Chinook,318,318,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2010,07/16,Eagle Sonar (Yukon/Canadian Border),Chinook,483,483,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2010,07/17,Eagle Sonar (Yukon/Canadian Border),Chinook,822,822,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2010,07/18,Eagle Sonar (Yukon/Canadian Border),Chinook,1057,1057,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2010,07/19,Eagle Sonar (Yukon/Canadian Border),Chinook,1179,1179,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2010,07/20,Eagle Sonar (Yukon/Canadian Border),Chinook,1368,1368,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2010,07/21,Eagle Sonar (Yukon/Canadian Border),Chinook,1708,1708,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2010,07/22,Eagle Sonar (Yukon/Canadian Border),Chinook,1819,1819,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2010,07/23,Eagle Sonar (Yukon/Canadian Border),Chinook,1573,1573,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2010,07/24,Eagle Sonar (Yukon/Canadian Border),Chinook,1378,1378,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2010,07/25,Eagle Sonar (Yukon/Canadian Border),Chinook,1333,1333,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2010,07/26,Eagle Sonar (Yukon/Canadian Border),Chinook,1760,1760,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2010,07/27,Eagle Sonar (Yukon/Canadian Border),Chinook,1760,1760,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2010,07/28,Eagle Sonar (Yukon/Canadian Border),Chinook,1715,1715,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2010,07/29,Eagle Sonar (Yukon/Canadian Border),Chinook,1792,1792,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2010,07/30,Eagle Sonar (Yukon/Canadian Border),Chinook,1811,1811,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2010,07/31,Eagle Sonar (Yukon/Canadian Border),Chinook,1638,1638,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2010,08/01,Eagle Sonar (Yukon/Canadian Border),Chinook,1598,1598,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2010,08/02,Eagle Sonar (Yukon/Canadian Border),Chinook,1815,1815,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2010,08/03,Eagle Sonar (Yukon/Canadian Border),Chinook,1430,1430,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2010,08/04,Eagle Sonar (Yukon/Canadian Border),Chinook,1201,1201,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2010,08/05,Eagle Sonar (Yukon/Canadian Border),Chinook,922,922,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2010,08/06,Eagle Sonar (Yukon/Canadian Border),Chinook,634,634,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2010,08/07,Eagle Sonar (Yukon/Canadian Border),Chinook,482,482,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2010,08/08,Eagle Sonar (Yukon/Canadian Border),Chinook,328,328,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2010,08/09,Eagle Sonar (Yukon/Canadian Border),Chinook,219,219,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2010,08/10,Eagle Sonar (Yukon/Canadian Border),Chinook,337,337,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2010,08/11,Eagle Sonar (Yukon/Canadian Border),Chinook,373,373,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2010,08/12,Eagle Sonar (Yukon/Canadian Border),Chinook,271,271,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2010,08/13,Eagle Sonar (Yukon/Canadian Border),Chinook,233,233,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2010,08/14,Eagle Sonar (Yukon/Canadian Border),Chinook,214,214,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2010,08/15,Eagle Sonar (Yukon/Canadian Border),Chinook,191,191,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2010,08/16,Eagle Sonar (Yukon/Canadian Border),Chinook,185,185,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2010,08/17,Eagle Sonar (Yukon/Canadian Border),Chinook,166,166,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2010,08/18,Eagle Sonar (Yukon/Canadian Border),Chinook,195,195,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2010,08/19,Eagle Sonar (Yukon/Canadian Border),Chinook,164,164,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2011,07/03,Eagle Sonar (Yukon/Canadian Border),Chinook,0,0,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2011,07/04,Eagle Sonar (Yukon/Canadian Border),Chinook,0,0,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2011,07/05,Eagle Sonar (Yukon/Canadian Border),Chinook,100,100,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2011,07/06,Eagle Sonar (Yukon/Canadian Border),Chinook,219,219,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2011,07/07,Eagle Sonar (Yukon/Canadian Border),Chinook,341,341,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2011,07/08,Eagle Sonar (Yukon/Canadian Border),Chinook,436,436,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2011,07/09,Eagle Sonar (Yukon/Canadian Border),Chinook,404,404,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2011,07/10,Eagle Sonar (Yukon/Canadian Border),Chinook,422,422,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2011,07/11,Eagle Sonar (Yukon/Canadian Border),Chinook,503,503,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2011,07/12,Eagle Sonar (Yukon/Canadian Border),Chinook,426,426,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2011,07/13,Eagle Sonar (Yukon/Canadian Border),Chinook,657,657,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2011,07/14,Eagle Sonar (Yukon/Canadian Border),Chinook,1141,1141,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2011,07/15,Eagle Sonar (Yukon/Canadian Border),Chinook,1680,1680,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2011,07/16,Eagle Sonar (Yukon/Canadian Border),Chinook,1984,1984,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2011,07/17,Eagle Sonar (Yukon/Canadian Border),Chinook,1844,1844,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2011,07/18,Eagle Sonar (Yukon/Canadian Border),Chinook,1907,1907,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2011,07/19,Eagle Sonar (Yukon/Canadian Border),Chinook,1970,1970,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2011,07/20,Eagle Sonar (Yukon/Canadian Border),Chinook,933,933,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2011,07/21,Eagle Sonar (Yukon/Canadian Border),Chinook,1734,1734,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2011,07/22,Eagle Sonar (Yukon/Canadian Border),Chinook,3109,3109,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2011,07/23,Eagle Sonar (Yukon/Canadian Border),Chinook,3460,3460,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2011,07/24,Eagle Sonar (Yukon/Canadian Border),Chinook,3390,3390,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2011,07/25,Eagle Sonar (Yukon/Canadian Border),Chinook,3160,3160,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2011,07/26,Eagle Sonar (Yukon/Canadian Border),Chinook,2979,2979,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2011,07/27,Eagle Sonar (Yukon/Canadian Border),Chinook,2117,2117,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2011,07/28,Eagle Sonar (Yukon/Canadian Border),Chinook,2034,2034,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2011,07/29,Eagle Sonar (Yukon/Canadian Border),Chinook,1733,1733,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2011,07/30,Eagle Sonar (Yukon/Canadian Border),Chinook,1658,1658,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2011,07/31,Eagle Sonar (Yukon/Canadian Border),Chinook,1505,1505,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2011,08/01,Eagle Sonar (Yukon/Canadian Border),Chinook,1550,1550,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2011,08/02,Eagle Sonar (Yukon/Canadian Border),Chinook,1333,1333,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2011,08/03,Eagle Sonar (Yukon/Canadian Border),Chinook,1017,1017,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2011,08/04,Eagle Sonar (Yukon/Canadian Border),Chinook,938,938,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2011,08/05,Eagle Sonar (Yukon/Canadian Border),Chinook,901,901,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2011,08/06,Eagle Sonar (Yukon/Canadian Border),Chinook,784,784,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2011,08/07,Eagle Sonar (Yukon/Canadian Border),Chinook,775,775,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2011,08/08,Eagle Sonar (Yukon/Canadian Border),Chinook,616,616,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2011,08/09,Eagle Sonar (Yukon/Canadian Border),Chinook,479,479,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2011,08/10,Eagle Sonar (Yukon/Canadian Border),Chinook,380,380,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2011,08/11,Eagle Sonar (Yukon/Canadian Border),Chinook,320,320,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2011,08/12,Eagle Sonar (Yukon/Canadian Border),Chinook,332,332,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2012,07/04,Eagle Sonar (Yukon/Canadian Border),Chinook,2,2,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2012,07/05,Eagle Sonar (Yukon/Canadian Border),Chinook,0,0,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2012,07/06,Eagle Sonar (Yukon/Canadian Border),Chinook,0,0,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2012,07/07,Eagle Sonar (Yukon/Canadian Border),Chinook,2,2,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2012,07/08,Eagle Sonar (Yukon/Canadian Border),Chinook,0,0,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2012,07/09,Eagle Sonar (Yukon/Canadian Border),Chinook,9,9,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2012,07/10,Eagle Sonar (Yukon/Canadian Border),Chinook,30,30,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2012,07/11,Eagle Sonar (Yukon/Canadian Border),Chinook,32,32,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2012,07/12,Eagle Sonar (Yukon/Canadian Border),Chinook,28,28,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2012,07/13,Eagle Sonar (Yukon/Canadian Border),Chinook,54,54,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2012,07/14,Eagle Sonar (Yukon/Canadian Border),Chinook,96,96,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2012,07/15,Eagle Sonar (Yukon/Canadian Border),Chinook,175,175,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2012,07/16,Eagle Sonar (Yukon/Canadian Border),Chinook,202,202,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2012,07/17,Eagle Sonar (Yukon/Canadian Border),Chinook,327,327,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2012,07/18,Eagle Sonar (Yukon/Canadian Border),Chinook,422,422,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2012,07/19,Eagle Sonar (Yukon/Canadian Border),Chinook,707,707,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2012,07/20,Eagle Sonar (Yukon/Canadian Border),Chinook,917,917,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2012,07/21,Eagle Sonar (Yukon/Canadian Border),Chinook,980,980,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2012,07/22,Eagle Sonar (Yukon/Canadian Border),Chinook,1338,1338,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2012,07/23,Eagle Sonar (Yukon/Canadian Border),Chinook,1581,1581,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2012,07/24,Eagle Sonar (Yukon/Canadian Border),Chinook,1710,1710,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2012,07/25,Eagle Sonar (Yukon/Canadian Border),Chinook,1807,1807,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2012,07/26,Eagle Sonar (Yukon/Canadian Border),Chinook,1803,1803,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2012,07/27,Eagle Sonar (Yukon/Canadian Border),Chinook,2019,2019,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2012,07/28,Eagle Sonar (Yukon/Canadian Border),Chinook,1982,1982,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2012,07/29,Eagle Sonar (Yukon/Canadian Border),Chinook,1892,1892,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2012,07/30,Eagle Sonar (Yukon/Canadian Border),Chinook,1882,1882,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2012,07/31,Eagle Sonar (Yukon/Canadian Border),Chinook,1545,1545,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2012,08/01,Eagle Sonar (Yukon/Canadian Border),Chinook,1476,1476,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2012,08/02,Eagle Sonar (Yukon/Canadian Border),Chinook,1391,1391,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2012,08/03,Eagle Sonar (Yukon/Canadian Border),Chinook,1234,1234,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2012,08/04,Eagle Sonar (Yukon/Canadian Border),Chinook,1250,1250,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2012,08/05,Eagle Sonar (Yukon/Canadian Border),Chinook,1211,1211,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2012,08/06,Eagle Sonar (Yukon/Canadian Border),Chinook,1157,1157,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2012,08/07,Eagle Sonar (Yukon/Canadian Border),Chinook,993,993,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2012,08/08,Eagle Sonar (Yukon/Canadian Border),Chinook,823,823,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2012,08/09,Eagle Sonar (Yukon/Canadian Border),Chinook,784,784,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2012,08/10,Eagle Sonar (Yukon/Canadian Border),Chinook,623,623,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2012,08/11,Eagle Sonar (Yukon/Canadian Border),Chinook,548,548,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2012,08/12,Eagle Sonar (Yukon/Canadian Border),Chinook,389,389,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2012,08/13,Eagle Sonar (Yukon/Canadian Border),Chinook,331,331,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2012,08/14,Eagle Sonar (Yukon/Canadian Border),Chinook,232,232,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2012,08/15,Eagle Sonar (Yukon/Canadian Border),Chinook,210,210,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2012,08/16,Eagle Sonar (Yukon/Canadian Border),Chinook,138,138,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2012,08/17,Eagle Sonar (Yukon/Canadian Border),Chinook,143,143,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2012,08/18,Eagle Sonar (Yukon/Canadian Border),Chinook,129,129,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2012,08/19,Eagle Sonar (Yukon/Canadian Border),Chinook,143,143,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2013,07/06,Eagle Sonar (Yukon/Canadian Border),Chinook,2,2,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2013,07/07,Eagle Sonar (Yukon/Canadian Border),Chinook,9,9,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2013,07/08,Eagle Sonar (Yukon/Canadian Border),Chinook,10,10,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2013,07/09,Eagle Sonar (Yukon/Canadian Border),Chinook,11,11,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2013,07/10,Eagle Sonar (Yukon/Canadian Border),Chinook,7,7,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2013,07/11,Eagle Sonar (Yukon/Canadian Border),Chinook,23,23,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2013,07/12,Eagle Sonar (Yukon/Canadian Border),Chinook,26,26,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2013,07/13,Eagle Sonar (Yukon/Canadian Border),Chinook,39,39,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2013,07/14,Eagle Sonar (Yukon/Canadian Border),Chinook,85,85,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2013,07/15,Eagle Sonar (Yukon/Canadian Border),Chinook,185,185,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2013,07/16,Eagle Sonar (Yukon/Canadian Border),Chinook,415,415,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2013,07/17,Eagle Sonar (Yukon/Canadian Border),Chinook,745,745,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2013,07/18,Eagle Sonar (Yukon/Canadian Border),Chinook,1166,1166,Single Run
"Eagle Escapement (Sonar, Yukon/Canadian Border Passage)",,,2013,07/19,Eagle Sonar (Yukon/Canadian Border),Chinook,1620,1620,Single Run
