Project,,,Observation Year,Observation Month/Day,Location,Species,Fish Count,Fish Count, CASE  WHEN Count Type = 'Counted Live' THEN 'Counted' ELSE Count Type END,Method
Goodnews River (Middle Fork) Escapement,,,1993,08/19,Goodnews River (Middle Fork),Chinook,1,1,Estimated,Weir
Goodnews River (Middle Fork) Escapement,,,1993,08/20,Goodnews River (Middle Fork),Chinook,1,1,Estimated,Weir
Goodnews River (Middle Fork) Escapement,,,1993,08/21,Goodnews River (Middle Fork),Chinook,1,1,Estimated,Weir
Goodnews River (Middle Fork) Escapement,,,1993,08/22,Goodnews River (Middle Fork),Chinook,1,1,Estimated,Weir
Goodnews River (Middle Fork) Escapement,,,1993,08/23,Goodnews River (Middle Fork),Chinook,1,1,Estimated,Weir
Goodnews River (Middle Fork) Escapement,,,1993,08/24,Goodnews River (Middle Fork),Chinook,0,0,Estimated,Weir
Goodnews River (Middle Fork) Escapement,,,1993,08/25,Goodnews River (Middle Fork),Chinook,0,0,Estimated,Weir
Goodnews River (Middle Fork) Escapement,,,1993,08/26,Goodnews River (Middle Fork),Chinook,0,0,Estimated,Weir
Goodnews River (Middle Fork) Escapement,,,1993,08/27,Goodnews River (Middle Fork),Chinook,0,0,Estimated,Weir
Goodnews River (Middle Fork) Escapement,,,1993,08/28,Goodnews River (Middle Fork),Chinook,0,0,Estimated,Weir
Goodnews River (Middle Fork) Escapement,,,1993,08/29,Goodnews River (Middle Fork),Chinook,0,0,Estimated,Weir
Goodnews River (Middle Fork) Escapement,,,1993,08/30,Goodnews River (Middle Fork),Chinook,0,0,Estimated,Weir
Goodnews River (Middle Fork) Escapement,,,1993,08/31,Goodnews River (Middle Fork),Chinook,0,0,Estimated,Weir
Goodnews River (Middle Fork) Escapement,,,1993,09/01,Goodnews River (Middle Fork),Chinook,0,0,Estimated,Weir
Goodnews River (Middle Fork) Escapement,,,1993,09/02,Goodnews River (Middle Fork),Chinook,0,0,Estimated,Weir
Goodnews River (Middle Fork) Escapement,,,1993,09/03,Goodnews River (Middle Fork),Chinook,0,0,Estimated,Weir
Goodnews River (Middle Fork) Escapement,,,1993,09/04,Goodnews River (Middle Fork),Chinook,0,0,Estimated,Weir
Goodnews River (Middle Fork) Escapement,,,1993,09/05,Goodnews River (Middle Fork),Chinook,0,0,Estimated,Weir
Goodnews River (Middle Fork) Escapement,,,1993,09/06,Goodnews River (Middle Fork),Chinook,0,0,Estimated,Weir
Goodnews River (Middle Fork) Escapement,,,1993,09/07,Goodnews River (Middle Fork),Chinook,0,0,Estimated,Weir
Goodnews River (Middle Fork) Escapement,,,1993,09/08,Goodnews River (Middle Fork),Chinook,0,0,Estimated,Weir
Goodnews River (Middle Fork) Escapement,,,1993,09/09,Goodnews River (Middle Fork),Chinook,0,0,Estimated,Weir
Goodnews River (Middle Fork) Escapement,,,1993,09/10,Goodnews River (Middle Fork),Chinook,0,0,Estimated,Weir
Goodnews River (Middle Fork) Escapement,,,1993,09/11,Goodnews River (Middle Fork),Chinook,0,0,Estimated,Weir
Goodnews River (Middle Fork) Escapement,,,1993,09/12,Goodnews River (Middle Fork),Chinook,0,0,Estimated,Weir
Goodnews River (Middle Fork) Escapement,,,1993,09/13,Goodnews River (Middle Fork),Chinook,0,0,Estimated,Weir
Goodnews River (Middle Fork) Escapement,,,1993,09/14,Goodnews River (Middle Fork),Chinook,0,0,Estimated,Weir
Goodnews River (Middle Fork) Escapement,,,1993,09/15,Goodnews River (Middle Fork),Chinook,0,0,Estimated,Weir
Goodnews River (Middle Fork) Escapement,,,1993,09/16,Goodnews River (Middle Fork),Chinook,0,0,Estimated,Weir
Goodnews River (Middle Fork) Escapement,,,1993,09/17,Goodnews River (Middle Fork),Chinook,0,0,Estimated,Weir
Goodnews River (Middle Fork) Escapement,,,1993,09/18,Goodnews River (Middle Fork),Chinook,0,0,Estimated,Weir
Goodnews River (Middle Fork) Escapement,,,1994,06/25,Goodnews River (Middle Fork),Chinook,30,30,Counted,Weir
Goodnews River (Middle Fork) Escapement,,,1994,06/26,Goodnews River (Middle Fork),Chinook,15,15,Counted,Weir
Goodnews River (Middle Fork) Escapement,,,1994,06/27,Goodnews River (Middle Fork),Chinook,73,73,Counted,Weir
Goodnews River (Middle Fork) Escapement,,,1994,06/28,Goodnews River (Middle Fork),Chinook,18,18,Counted,Weir
Goodnews River (Middle Fork) Escapement,,,1994,06/29,Goodnews River (Middle Fork),Chinook,101,101,Counted,Weir
