Project,,,Observation Year,Observation Month/Day,Location,Species,Fish Count,Fish Count, CASE  WHEN Count Type = 'Counted Live' THEN 'Counted' ELSE Count Type END,Method
Kogrukluk River Escapement,,,1981,09/20,Kogrukluk River,Chinook,0,0,Counted,Weir
Kogrukluk River Escapement,,,1981,09/21,Kogrukluk River,Chinook,0,0,Counted,Weir
Kogrukluk River Escapement,,,1981,09/22,Kogrukluk River,Chinook,0,0,Counted,Weir
Kogrukluk River Escapement,,,1981,09/23,Kogrukluk River,Chinook,0,0,Counted,Weir
Kogrukluk River Escapement,,,1981,09/24,Kogrukluk River,Chinook,0,0,Counted,Weir
Kogrukluk River Escapement,,,1981,09/25,Kogrukluk River,Chinook,1,1,Counted,Weir
Kogrukluk River Escapement,,,1981,09/26,Kogrukluk River,Chinook,0,0,Counted,Weir
Kogrukluk River Escapement,,,1981,09/27,Kogrukluk River,Chinook,0,0,Counted,Weir
Kogrukluk River Escapement,,,1981,09/28,Kogrukluk River,Chinook,0,0,Counted,Weir
Kogrukluk River Escapement,,,1981,09/29,Kogrukluk River,Chinook,0,0,Counted,Weir
Kogrukluk River Escapement,,,1981,09/30,Kogrukluk River,Chinook,0,0,Counted,Weir
Kogrukluk River Escapement,,,1981,10/01,Kogrukluk River,Chinook,0,0,Counted,Weir
Kogrukluk River Escapement,,,1981,10/02,Kogrukluk River,Chinook,1,1,Counted,Weir
Kogrukluk River Escapement,,,1981,10/03,Kogrukluk River,Chinook,0,0,Counted,Weir
Kogrukluk River Escapement,,,1981,10/04,Kogrukluk River,Chinook,0,0,Counted,Weir
Kogrukluk River Escapement,,,1981,10/05,Kogrukluk River,Chinook,0,0,Counted,Weir
Kogrukluk River Escapement,,,1984,06/19,Kogrukluk River,Chinook,1,1,Counted,Weir
Kogrukluk River Escapement,,,1984,06/20,Kogrukluk River,Chinook,0,0,Counted,Weir
Kogrukluk River Escapement,,,1984,06/21,Kogrukluk River,Chinook,0,0,Counted,Weir
Kogrukluk River Escapement,,,1984,06/22,Kogrukluk River,Chinook,0,0,Counted,Weir
Kogrukluk River Escapement,,,1984,06/23,Kogrukluk River,Chinook,2,2,Counted,Weir
Kogrukluk River Escapement,,,1984,06/24,Kogrukluk River,Chinook,1,1,Counted,Weir
Kogrukluk River Escapement,,,1984,06/25,Kogrukluk River,Chinook,2,2,Counted,Weir
Kogrukluk River Escapement,,,1984,06/26,Kogrukluk River,Chinook,1,1,Counted,Weir
Kogrukluk River Escapement,,,1984,06/27,Kogrukluk River,Chinook,4,4,Counted,Weir
Kogrukluk River Escapement,,,1984,06/28,Kogrukluk River,Chinook,57,57,Counted,Weir
Kogrukluk River Escapement,,,1984,06/29,Kogrukluk River,Chinook,87,87,Counted,Weir
Kogrukluk River Escapement,,,1984,06/30,Kogrukluk River,Chinook,45,45,Counted,Weir
Kogrukluk River Escapement,,,1984,07/01,Kogrukluk River,Chinook,315,315,Counted,Weir
Kogrukluk River Escapement,,,1984,07/02,Kogrukluk River,Chinook,304,304,Counted,Weir
Kogrukluk River Escapement,,,1984,07/03,Kogrukluk River,Chinook,254,254,Counted,Weir
Kogrukluk River Escapement,,,1984,07/04,Kogrukluk River,Chinook,139,139,Counted,Weir
Kogrukluk River Escapement,,,1984,07/05,Kogrukluk River,Chinook,97,97,Counted,Weir
Kogrukluk River Escapement,,,1984,07/06,Kogrukluk River,Chinook,238,238,Counted,Weir
Kogrukluk River Escapement,,,1984,07/07,Kogrukluk River,Chinook,174,174,Counted,Weir
Kogrukluk River Escapement,,,1984,07/08,Kogrukluk River,Chinook,144,144,Counted,Weir
Kogrukluk River Escapement,,,1984,07/09,Kogrukluk River,Chinook,165,165,Counted,Weir
Kogrukluk River Escapement,,,1984,07/10,Kogrukluk River,Chinook,23,23,Counted,Weir
Kogrukluk River Escapement,,,1984,07/11,Kogrukluk River,Chinook,104,104,Counted,Weir
Kogrukluk River Escapement,,,1984,07/12,Kogrukluk River,Chinook,285,285,Counted,Weir
Kogrukluk River Escapement,,,1984,07/13,Kogrukluk River,Chinook,262,262,Counted,Weir
Kogrukluk River Escapement,,,1984,07/14,Kogrukluk River,Chinook,324,324,Counted,Weir
Kogrukluk River Escapement,,,1984,07/15,Kogrukluk River,Chinook,331,331,Counted,Weir
Kogrukluk River Escapement,,,1984,07/16,Kogrukluk River,Chinook,276,276,Counted,Weir
Kogrukluk River Escapement,,,1984,07/17,Kogrukluk River,Chinook,225,225,Counted,Weir
Kogrukluk River Escapement,,,1984,07/18,Kogrukluk River,Chinook,105,105,Counted,Weir
Kogrukluk River Escapement,,,1984,07/19,Kogrukluk River,Chinook,99,99,Counted,Weir
Kogrukluk River Escapement,,,1984,07/20,Kogrukluk River,Chinook,137,137,Counted,Weir
Kogrukluk River Escapement,,,1984,07/21,Kogrukluk River,Chinook,124,124,Counted,Weir
Kogrukluk River Escapement,,,1984,07/22,Kogrukluk River,Chinook,111,111,Counted,Weir
Kogrukluk River Escapement,,,1984,07/23,Kogrukluk River,Chinook,89,89,Counted,Weir
Kogrukluk River Escapement,,,1984,07/24,Kogrukluk River,Chinook,69,69,Counted,Weir
Kogrukluk River Escapement,,,1984,07/25,Kogrukluk River,Chinook,36,36,Counted,Weir
Kogrukluk River Escapement,,,1984,07/26,Kogrukluk River,Chinook,44,44,Counted,Weir
Kogrukluk River Escapement,,,1984,07/27,Kogrukluk River,Chinook,30,30,Counted,Weir
Kogrukluk River Escapement,,,1984,07/28,Kogrukluk River,Chinook,37,37,Counted,Weir
Kogrukluk River Escapement,,,1984,07/29,Kogrukluk River,Chinook,32,32,Counted,Weir
Kogrukluk River Escapement,,,1984,07/30,Kogrukluk River,Chinook,26,26,Counted,Weir
Kogrukluk River Escapement,,,1984,07/31,Kogrukluk River,Chinook,22,22,Counted,Weir
Kogrukluk River Escapement,,,1984,08/01,Kogrukluk River,Chinook,16,16,Counted,Weir
Kogrukluk River Escapement,,,1984,08/02,Kogrukluk River,Chinook,22,22,Counted,Weir
Kogrukluk River Escapement,,,1984,08/03,Kogrukluk River,Chinook,18,18,Counted,Weir
Kogrukluk River Escapement,,,1984,08/04,Kogrukluk River,Chinook,12,12,Counted,Weir
Kogrukluk River Escapement,,,1984,08/05,Kogrukluk River,Chinook,4,4,Counted,Weir
Kogrukluk River Escapement,,,1984,08/06,Kogrukluk River,Chinook,3,3,Counted,Weir
Kogrukluk River Escapement,,,1984,08/07,Kogrukluk River,Chinook,4,4,Counted,Weir
Kogrukluk River Escapement,,,1984,08/08,Kogrukluk River,Chinook,8,8,Counted,Weir
Kogrukluk River Escapement,,,1984,08/09,Kogrukluk River,Chinook,3,3,Counted,Weir
Kogrukluk River Escapement,,,1984,08/10,Kogrukluk River,Chinook,1,1,Counted,Weir
Kogrukluk River Escapement,,,1984,08/11,Kogrukluk River,Chinook,3,3,Counted,Weir
Kogrukluk River Escapement,,,1984,08/12,Kogrukluk River,Chinook,1,1,Counted,Weir
Kogrukluk River Escapement,,,1984,08/13,Kogrukluk River,Chinook,5,5,Counted,Weir
Kogrukluk River Escapement,,,1984,08/14,Kogrukluk River,Chinook,1,1,Counted,Weir
Kogrukluk River Escapement,,,1984,08/15,Kogrukluk River,Chinook,1,1,Counted,Weir
Kogrukluk River Escapement,,,1984,08/16,Kogrukluk River,Chinook,1,1,Counted,Weir
Kogrukluk River Escapement,,,1984,08/17,Kogrukluk River,Chinook,1,1,Counted,Weir
Kogrukluk River Escapement,,,1984,08/18,Kogrukluk River,Chinook,0,0,Counted,Weir
Kogrukluk River Escapement,,,1984,08/19,Kogrukluk River,Chinook,2,2,Counted,Weir
Kogrukluk River Escapement,,,1984,08/20,Kogrukluk River,Chinook,0,0,Counted,Weir
Kogrukluk River Escapement,,,1984,08/21,Kogrukluk River,Chinook,1,1,Counted,Weir
Kogrukluk River Escapement,,,1984,08/22,Kogrukluk River,Chinook,0,0,Counted,Weir
Kogrukluk River Escapement,,,1984,08/23,Kogrukluk River,Chinook,0,0,Counted,Weir
Kogrukluk River Escapement,,,1984,08/24,Kogrukluk River,Chinook,0,0,Counted,Weir
Kogrukluk River Escapement,,,1984,08/25,Kogrukluk River,Chinook,0,0,Counted,Weir
Kogrukluk River Escapement,,,1984,08/26,Kogrukluk River,Chinook,0,0,Counted,Weir
Kogrukluk River Escapement,,,1984,08/27,Kogrukluk River,Chinook,0,0,Counted,Weir
