name,year,doy,mean_swe_kgm2,min_swe_kgm2,max_swe_kgm2,sum_swe_kgm2,count,nodata_count
adfg_Bethel_Test_Fishery,1981,92,117.17210930889846,0.0,1496.219970703125,13017587.0,111098,0.0
OSM_George,1981,92,73.1067459776384,37.209999084472656,135.5500030517578,268082.4375,3667,0.0
avf_Teslin,1981,92,175.5892045612959,37.86000061035156,673.489990234375,6297858.0,35867,0.0
avf_Yukon_mm,1981,92,186.66114263448847,31.229999542236328,2437.860107421875,15329733.0,82126,0.0
adfg_Kalskag_Fish_Wheel,1981,92,120.37041442149572,0.0,1496.219970703125,11638495.0,96689,0.0
usgs_15565447,1981,92,104.39820197836755,7.130000114440918,2437.860107421875,92157304.0,882748,0.0
Togiak_MFLR,1982,92,91.37684087643679,70.20999908447266,128.7100067138672,63598.28125,696,0.0
OSM_Henshaw,1982,92,127.91714015151516,85.25,203.4600067138672,223727.078125,1749,0.0
OSM_Sheenjek,1982,92,48.69573063380282,27.299999237060547,76.12999725341797,691479.375,14200,0.0
OSM_Gisasa,1982,92,165.3806605871886,124.30999755859375,215.17999267578125,232359.828125,1405,0.0
adfg_Rapids,1982,92,123.77303327281959,21.329999923706055,1796.6800537109375,67769944.0,547534,0.0
avf_09EA001,1982,92,146.15505826271186,75.55000305175781,229.8300018310547,172462.96875,1180,0.0
OSM_Salmon_Pitka_Fork,1982,92,133.8363037109375,106.80000305175781,208.27000427246094,68524.1875,512,0.0
avf_Blind,1982,92,163.36049325980392,105.83999633789062,237.44000244140625,83313.8515625,510,0.0
OSM_Tuluksak,1982,92,172.30209834293947,139.07000732421875,214.5399932861328,179366.484375,1041,0.0
OSM_Kogrukluk,1982,92,125.25638001935172,99.62000274658203,158.35000610351562,258904.9375,2067,0.0
usgs-osm_Anvik,1982,92,149.13386133471826,128.33999633789062,182.9199981689453,574314.5,3851,0.0
avf_09AH002,1982,92,117.86762479114452,90.4800033569336,174.22999572753906,141087.546875,1197,0.0
OSM_Unalakleet,1982,92,143.89384625481273,105.0999984741211,226.0500030517578,822209.4375,5714,0.0
OSM_Salcha,1982,92,120.19697560775296,63.68000030517578,180.80999755859375,731759.1875,6088,0.0
avf_09DD002,1982,92,151.8346460521198,97.91999816894531,259.95001220703125,780733.75,5142,0.0
OSM_Tatlawiksuk,1982,92,86.28873697916667,48.810001373291016,190.0399932861328,173958.09375,2016,0.0
OSM_Chena,1982,92,120.1718016431925,67.08000183105469,155.57000732421875,486335.28125,4047,0.0
OSM_Kwethluk,1982,92,173.91250638406538,127.0999984741211,197.8000030517578,340520.6875,1958,0.0
avf_09AH005,1982,92,151.21144447461307,91.22000122070312,258.8699951171875,556911.75,3683,0.0
avf_09AC002,1982,92,206.80754634994207,114.01000213623047,514.1599731445312,892374.5625,4315,0.0
OSM_Aniak,1982,92,162.18295013346275,120.18000030517578,203.69000244140625,668355.9375,4121,0.0
adfg_Eagle,1982,92,151.90052189940664,63.88999938964844,1796.6800537109375,45491624.0,299483,0.0
OSM_Takotna,1982,92,130.23712277464176,83.58999633789062,199.52000427246094,299936.09375,2303,0.0
OSM_EF_Andreafsky,1982,92,140.37100213219617,128.3800048828125,168.3800048828125,263336.0,1876,0.0
avf_09DD003,1982,92,167.23135858422359,94.87999725341797,349.3900146484375,6198932.0,37068,0.0
avf_09BC001,1982,92,152.17951767297683,83.41999816894531,322.1300048828125,7805744.0,51293,0.0
adfg_Kuskokwim_Sonar,1982,92,135.55576418258713,8.829999923706055,1289.4000244140625,14872094.0,109712,0.0
adfg_Bethel_Test_Fishery,1982,92,135.53370897765936,8.829999923706055,1289.4000244140625,15057524.0,111098,0.0
OSM_George,1982,92,136.03009953640577,99.45999908447266,189.41000366210938,498822.375,3667,0.0
avf_Teslin,1982,92,193.52374048568322,75.81999969482422,501.3299865722656,6941116.0,35867,0.0
avf_Yukon_mm,1982,92,184.77638019628375,75.81999969482422,1796.6800537109375,15174945.0,82126,0.0
adfg_Kalskag_Fish_Wheel,1982,92,132.13220738656932,8.829999923706055,1289.4000244140625,12775731.0,96689,0.0
usgs_15565447,1982,92,125.0447919451531,14.989999771118164,1991.7900390625,110383040.0,882748,0.0
Togiak_MFLR,1983,92,0.2181321725078013,0.0,8.319999694824219,151.8199920654297,696,0.0
OSM_Henshaw,1983,92,51.95426851057747,27.200000762939453,88.06999969482422,90868.015625,1749,0.0
OSM_Sheenjek,1983,92,41.88755281690141,11.979999542236328,101.19000244140625,594803.25,14200,0.0
OSM_Gisasa,1983,92,62.45690613879004,38.18000030517578,95.83999633789062,87751.953125,1405,0.0
adfg_Rapids,1983,92,96.5388742982171,6.260000228881836,2454.550048828125,52858316.0,547534,0.0
avf_09EA001,1983,92,154.7837129237288,94.8499984741211,213.8800048828125,182644.78125,1180,0.0
OSM_Salmon_Pitka_Fork,1983,92,43.473731994628906,37.220001220703125,90.1500015258789,22258.55078125,512,0.0
avf_Blind,1983,92,135.82254901960783,74.41000366210938,269.4200134277344,69269.5,510,0.0
OSM_Tuluksak,1983,92,15.173688348042747,7.449999809265137,21.790000915527344,15795.8095703125,1041,0.0
OSM_Kogrukluk,1983,92,6.535863986151427,0.7200000286102295,13.260000228881836,13509.630859375,2067,0.0
usgs-osm_Anvik,1983,92,46.728086049078165,37.599998474121094,61.209999084472656,179949.859375,3851,0.0
avf_09AH002,1983,92,68.30508563074352,43.400001525878906,129.75,81761.1875,1197,0.0
OSM_Unalakleet,1983,92,48.893736874343716,31.489999771118164,111.4000015258789,279378.8125,5714,0.0
OSM_Salcha,1983,92,68.99647872864652,35.63999938964844,261.95001220703125,420050.5625,6088,0.0
avf_09DD002,1983,92,155.80960715674834,82.19000244140625,252.1699981689453,801173.0,5142,0.0
OSM_Tatlawiksuk,1983,92,24.460858057415674,11.069999694824219,112.80000305175781,49313.08984375,2016,0.0
OSM_Chena,1983,92,54.86242123795404,25.860000610351562,209.30999755859375,222028.21875,4047,0.0
OSM_Kwethluk,1983,92,14.971088163942799,1.6399999856948853,49.2400016784668,29313.390625,1958,0.0
avf_09AH005,1983,92,106.87012964974205,42.34000015258789,331.3999938964844,393602.6875,3683,0.0
avf_09AC002,1983,92,184.14620509849362,59.77000045776367,702.4000244140625,794590.875,4315,0.0
OSM_Aniak,1983,92,16.993086098641108,4.670000076293945,35.369998931884766,70028.5078125,4121,0.0
adfg_Eagle,1983,92,128.0397752126164,31.110000610351562,2454.550048828125,38345736.0,299483,0.0
OSM_Takotna,1983,92,37.87365664350847,29.34000015258789,73.01000213623047,87223.03125,2303,0.0
OSM_EF_Andreafsky,1983,92,33.732590535047976,19.389999389648438,52.2599983215332,63282.33984375,1876,0.0
avf_09DD003,1983,92,166.92295241178374,66.22000122070312,633.5999755859375,6187500.0,37068,0.0
avf_09BC001,1983,92,146.77276626440255,56.7599983215332,396.1600036621094,7528415.5,51293,0.0
adfg_Kuskokwim_Sonar,1983,92,43.909754630304796,0.0,710.9500122070312,4817427.0,109712,0.0
adfg_Bethel_Test_Fishery,1983,92,43.49709265693352,0.0,710.9500122070312,4832440.0,111098,0.0
OSM_George,1983,92,38.13779997272975,17.81999969482422,52.279998779296875,139851.3125,3667,0.0
avf_Teslin,1983,92,129.96146875958402,44.34000015258789,300.8299865722656,4661328.0,35867,0.0
avf_Yukon_mm,1983,92,134.60483890607117,39.52000045776367,2454.550048828125,11054557.0,82126,0.0
adfg_Kalskag_Fish_Wheel,1983,92,47.906152716441376,0.0,710.9500122070312,4631998.0,96689,0.0
usgs_15565447,1983,92,81.07420917407913,6.260000228881836,2454.550048828125,71568096.0,882748,0.0
Togiak_MFLR,1984,92,12.480000112248563,4.559999942779541,44.349998474121094,8686.080078125,696,0.0
OSM_Henshaw,1984,92,72.34641223556318,60.939998626708984,92.45999908447266,126533.875,1749,0.0
OSM_Sheenjek,1984,92,33.69550176056338,16.290000915527344,115.30999755859375,478476.125,14200,0.0
OSM_Gisasa,1984,92,117.07937055160143,102.25,143.61000061035156,164496.515625,1405,0.0
adfg_Rapids,1984,92,125.61474538567468,12.279999732971191,2319.3701171875,68778344.0,547534,0.0
avf_09EA001,1984,92,170.319875529661,91.77999877929688,260.739990234375,200977.453125,1180,0.0
OSM_Salmon_Pitka_Fork,1984,92,159.64234924316406,145.5800018310547,181.99000549316406,81736.8828125,512,0.0
avf_Blind,1984,92,157.49175857843136,121.80000305175781,208.42999267578125,80320.796875,510,0.0
OSM_Tuluksak,1984,92,82.26568503842459,55.22999954223633,143.25,85638.578125,1041,0.0
OSM_Kogrukluk,1984,92,66.3146543904209,46.720001220703125,99.38999938964844,137072.390625,2067,0.0
usgs-osm_Anvik,1984,92,85.04464749415736,62.650001525878906,129.3800048828125,327506.9375,3851,0.0
avf_09AH002,1984,92,107.16160844820384,80.38999938964844,155.94000244140625,128272.4453125,1197,0.0
OSM_Unalakleet,1984,92,103.46752493874693,71.04000091552734,155.60000610351562,591213.4375,5714,0.0
OSM_Salcha,1984,92,137.44078515111696,75.94999694824219,239.1300048828125,836739.5,6088,0.0
avf_09DD002,1984,92,178.38324095682614,98.66000366210938,330.92999267578125,917246.625,5142,0.0
OSM_Tatlawiksuk,1984,92,132.74500868055554,98.8499984741211,225.02000427246094,267613.9375,2016,0.0
OSM_Chena,1984,92,140.57930256980478,86.08000183105469,234.64999389648438,568924.4375,4047,0.0
OSM_Kwethluk,1984,92,98.96485572012257,63.77000045776367,178.00999450683594,193773.1875,1958,0.0
avf_09AH005,1984,92,141.56916067064893,85.02999877929688,212.60000610351562,521399.21875,3683,0.0
avf_09AC002,1984,92,235.6590961761298,72.12000274658203,882.4099731445312,1016869.0,4315,0.0
OSM_Aniak,1984,92,93.59842877942248,55.97999954223633,146.19000244140625,385719.125,4121,0.0
adfg_Eagle,1984,92,162.72048830818443,40.66999816894531,2319.3701171875,48732020.0,299483,0.0
OSM_Takotna,1984,92,152.50369083803733,130.14999389648438,194.86000061035156,351216.0,2303,0.0
OSM_EF_Andreafsky,1984,92,69.33268090351812,51.29999923706055,90.58000183105469,130068.109375,1876,0.0
avf_09DD003,1984,92,203.49089511168663,68.70999908447266,732.2899780273438,7543000.5,37068,0.0
avf_09BC001,1984,92,186.6359932154485,80.81999969482422,610.8599853515625,9573120.0,51293,0.0
adfg_Kuskokwim_Sonar,1984,92,133.87591147732243,37.209999084472656,1045.81005859375,14687794.0,109712,0.0
adfg_Bethel_Test_Fishery,1984,92,132.9670921168698,37.209999084472656,1045.81005859375,14772378.0,111098,0.0
OSM_George,1984,92,155.326885055904,132.27999877929688,201.5800018310547,569583.6875,3667,0.0
avf_Teslin,1984,92,210.38284495497254,74.79000091552734,575.4099731445312,7545801.5,35867,0.0
avf_Yukon_mm,1984,92,192.36426953705282,56.29999923706055,2319.3701171875,15798108.0,82126,0.0
adfg_Kalskag_Fish_Wheel,1984,92,141.05737984672507,37.209999084472656,1045.81005859375,13638697.0,96689,0.0
usgs_15565447,1984,92,119.97359155727342,12.279999732971191,2319.3701171875,105906448.0,882748,0.0
Togiak_MFLR,1985,92,16.286709489493536,12.109999656677246,21.469999313354492,11335.5498046875,696,0.0
OSM_Henshaw,1985,92,129.00980917667238,113.62000274658203,170.2100067138672,225638.15625,1749,0.0
OSM_Sheenjek,1985,92,58.17856954225352,29.6299991607666,251.24000549316406,826135.6875,14200,0.0
OSM_Gisasa,1985,92,261.9688389679715,135.25999450683594,394.8399963378906,368066.21875,1405,0.0
adfg_Rapids,1985,92,132.6982287857923,22.0,2906.429931640625,72656792.0,547534,0.0
avf_09EA001,1985,92,188.59759004237287,104.33000183105469,438.32000732421875,222545.15625,1180,0.0
OSM_Salmon_Pitka_Fork,1985,92,244.72630310058594,191.92999267578125,366.7200012207031,125299.8671875,512,0.0
avf_Blind,1985,92,150.3358149509804,131.94000244140625,198.02000427246094,76671.265625,510,0.0
OSM_Tuluksak,1985,92,90.43626921229587,44.2400016784668,167.66000366210938,94144.15625,1041,0.0
OSM_Kogrukluk,1985,92,85.19769744799225,60.83000183105469,131.4600067138672,176103.640625,2067,0.0
usgs-osm_Anvik,1985,92,128.18255810179176,75.80000305175781,259.2099914550781,493631.03125,3851,0.0
avf_09AH002,1985,92,127.45600981620719,96.0,168.32000732421875,152564.84375,1197,0.0
OSM_Unalakleet,1985,92,209.40011375568778,89.44000244140625,437.4800109863281,1196512.25,5714,0.0
OSM_Salcha,1985,92,107.94323874835743,54.290000915527344,292.6400146484375,657158.4375,6088,0.0
avf_09DD002,1985,92,180.9345342279269,111.12000274658203,382.5299987792969,930365.375,5142,0.0
OSM_Tatlawiksuk,1985,92,205.5727306547619,94.76000213623047,489.4200134277344,414434.625,2016,0.0
OSM_Chena,1985,92,83.40125401531999,39.68000030517578,212.89999389648438,337524.875,4047,0.0
OSM_Kwethluk,1985,92,44.1288304392237,28.65999984741211,77.02999877929688,86404.25,1958,0.0
avf_09AH005,1985,92,148.66031428183547,105.81999969482422,207.11000061035156,547515.9375,3683,0.0
avf_09AC002,1985,92,311.6599073001159,122.38999938964844,975.8800048828125,1344812.5,4315,0.0
OSM_Aniak,1985,92,108.27789068187333,48.119998931884766,166.83999633789062,446213.1875,4121,0.0
adfg_Eagle,1985,92,180.12130237776435,62.630001068115234,2906.429931640625,53943268.0,299483,0.0
OSM_Takotna,1985,92,317.6976769431177,195.63999938964844,684.780029296875,731657.75,2303,0.0
OSM_EF_Andreafsky,1985,92,82.89883728678038,35.099998474121094,149.35000610351562,155518.21875,1876,0.0
avf_09DD003,1985,92,210.74397054062803,79.41000366210938,631.1799926757812,7811857.5,37068,0.0
avf_09BC001,1985,92,199.367379564463,91.7699966430664,644.4199829101562,10226151.0,51293,0.0
adfg_Kuskokwim_Sonar,1985,92,218.0528839142482,28.65999984741211,1769.5400390625,23923018.0,109712,0.0
adfg_Bethel_Test_Fishery,1985,92,215.88763074042737,28.65999984741211,1769.5400390625,23984684.0,111098,0.0
OSM_George,1985,92,264.52031633487866,150.57000732421875,479.4200134277344,969996.0,3667,0.0
avf_Teslin,1985,92,233.77020659659297,88.98999786376953,999.530029296875,8384636.0,35867,0.0
avf_Yukon_mm,1985,92,223.95049070939774,69.87000274658203,2906.429931640625,18392158.0,82126,0.0
adfg_Kalskag_Fish_Wheel,1985,92,239.00528498588258,48.119998931884766,1769.5400390625,23109182.0,96689,0.0
usgs_15565447,1985,92,136.1490346055726,22.0,2906.429931640625,120185288.0,882748,0.0
Togiak_MFLR,1986,92,7.602442248114224,0.0,44.36000061035156,5291.2998046875,696,0.0
OSM_Henshaw,1986,92,54.27236992567181,46.29999923706055,67.19000244140625,94922.375,1749,0.0
OSM_Sheenjek,1986,92,73.98242077464789,36.040000915527344,281.5899963378906,1050550.375,14200,0.0
OSM_Gisasa,1986,92,131.70093416370108,52.79999923706055,184.67999267578125,185039.8125,1405,0.0
adfg_Rapids,1986,92,128.35674131652098,9.6899995803833,2557.77001953125,70279680.0,547534,0.0
avf_09EA001,1986,92,165.24000264830508,104.1500015258789,253.10000610351562,194983.203125,1180,0.0
OSM_Salmon_Pitka_Fork,1986,92,72.48492431640625,51.04999923706055,118.70999908447266,37112.28125,512,0.0
avf_Blind,1986,92,152.0892769607843,92.9800033569336,209.72000122070312,77565.53125,510,0.0
OSM_Tuluksak,1986,92,6.934447421349664,0.0,30.889999389648438,7218.759765625,1041,0.0
OSM_Kogrukluk,1986,92,19.96433916908563,7.909999847412109,87.75,41266.2890625,2067,0.0
usgs-osm_Anvik,1986,92,18.25900740067515,2.2200000286102295,56.279998779296875,70315.4375,3851,0.0
avf_09AH002,1986,92,125.87770206766918,104.80999755859375,176.52000427246094,150675.609375,1197,0.0
OSM_Unalakleet,1986,92,65.11207122856143,15.529999732971191,168.60000610351562,372050.375,5714,0.0
OSM_Salcha,1986,92,50.76586112023653,23.510000228881836,150.47999572753906,309062.5625,6088,0.0
avf_09DD002,1986,92,182.95179404900816,93.8499984741211,315.30999755859375,940738.125,5142,0.0
OSM_Tatlawiksuk,1986,92,65.61362227182539,35.290000915527344,161.16000366210938,132277.0625,2016,0.0
OSM_Chena,1986,92,41.51598020138374,25.81999969482422,125.98999786376953,168015.171875,4047,0.0
OSM_Kwethluk,1986,92,1.638232970505618,0.0,43.2599983215332,3207.66015625,1958,0.0
avf_09AH005,1986,92,154.59353787673092,104.52999877929688,233.63999938964844,569368.0,3683,0.0
avf_09AC002,1986,92,372.30353418308226,123.11000061035156,1763.0799560546875,1606489.75,4315,0.0
OSM_Aniak,1986,92,16.872708004731862,1.190000057220459,103.88999938964844,69532.4296875,4121,0.0
adfg_Eagle,1986,92,164.92174847988034,31.579999923706055,2557.77001953125,49391260.0,299483,0.0
OSM_Takotna,1986,92,69.9382530937907,46.650001525878906,149.07000732421875,161067.796875,2303,0.0
OSM_EF_Andreafsky,1986,92,10.590687050239872,0.0,40.220001220703125,19868.12890625,1876,0.0
avf_09DD003,1986,92,169.62888475234703,64.73999786376953,548.1199951171875,6287803.5,37068,0.0
avf_09BC001,1986,92,163.99875226639114,76.4000015258789,494.8599853515625,8411988.0,51293,0.0
adfg_Kuskokwim_Sonar,1986,92,78.4338814350299,0.0,1194.9599609375,8605138.0,109712,0.0
adfg_Bethel_Test_Fishery,1986,92,77.45692091666817,0.0,1194.9599609375,8605309.0,111098,0.0
OSM_George,1986,92,46.90839327106627,22.469999313354492,121.04000091552734,172013.078125,3667,0.0
avf_Teslin,1986,92,227.14077006719268,77.08000183105469,825.2100219726562,8146858.0,35867,0.0
avf_Yukon_mm,1986,92,234.2651535445535,77.08000183105469,2557.77001953125,19239260.0,82126,0.0
adfg_Kalskag_Fish_Wheel,1986,92,88.6192741676923,0.0,1194.9599609375,8568509.0,96689,0.0
usgs_15565447,1986,92,102.00203908703277,0.0,2557.77001953125,90042096.0,882748,0.0
Togiak_MFLR,1987,92,3.0568104009518677,0.0,35.63999938964844,2127.5400390625,696,0.0
OSM_Henshaw,1987,92,93.28399263865066,86.26000213623047,113.63999938964844,163153.703125,1749,0.0
OSM_Sheenjek,1987,92,65.84065140845071,31.690000534057617,225.41000366210938,934937.25,14200,0.0
OSM_Gisasa,1987,92,197.99317170818506,101.2699966430664,339.3900146484375,278180.40625,1405,0.0
adfg_Rapids,1987,92,117.03742233359024,18.0,2039.219970703125,64081968.0,547534,0.0
avf_09EA001,1987,92,203.37256355932203,112.91000366210938,322.07000732421875,239979.625,1180,0.0
OSM_Salmon_Pitka_Fork,1987,92,131.32958984375,106.41999816894531,182.16000366210938,67240.75,512,0.0
avf_Blind,1987,92,86.14384191176471,41.150001525878906,233.61000061035156,43933.359375,510,0.0
OSM_Tuluksak,1987,92,114.93004022574448,64.48999786376953,254.64999389648438,119642.171875,1041,0.0
OSM_Kogrukluk,1987,92,74.14454069908079,48.84000015258789,127.33000183105469,153256.765625,2067,0.0
usgs-osm_Anvik,1987,92,171.74238834069072,116.08999633789062,323.4800109863281,661379.9375,3851,0.0
avf_09AH002,1987,92,92.2155519005848,65.7300033569336,147.42999267578125,110382.015625,1197,0.0
OSM_Unalakleet,1987,92,187.04681484074203,89.77999877929688,342.67999267578125,1068785.5,5714,0.0
OSM_Salcha,1987,92,73.65950948587385,42.310001373291016,101.16999816894531,448439.09375,6088,0.0
avf_09DD002,1987,92,190.31840723453908,109.69999694824219,339.2200012207031,978617.25,5142,0.0
OSM_Tatlawiksuk,1987,92,126.82975260416667,101.16000366210938,195.55999755859375,255688.78125,2016,0.0
OSM_Chena,1987,92,74.18050407709414,47.91999816894531,106.73999786376953,300208.5,4047,0.0
OSM_Kwethluk,1987,92,98.51548933861083,29.959999084472656,207.33999633789062,192893.328125,1958,0.0
avf_09AH005,1987,92,98.19992193863698,51.52000045776367,271.010009765625,361670.3125,3683,0.0
avf_09AC002,1987,92,266.327607184241,68.76000213623047,1050.1700439453125,1149203.625,4315,0.0
OSM_Aniak,1987,92,137.40205653967485,54.66999816894531,264.25,566233.875,4121,0.0
adfg_Eagle,1987,92,143.78835526557435,18.0,2039.219970703125,43062168.0,299483,0.0
OSM_Takotna,1987,92,179.93356491532782,114.13999938964844,273.6300048828125,414387.0,2303,0.0
OSM_EF_Andreafsky,1987,92,170.27188832622602,103.38999938964844,252.91000366210938,319430.0625,1876,0.0
avf_09DD003,1987,92,159.44403528650048,34.61000061035156,545.8900146484375,5910271.5,37068,0.0
avf_09BC001,1987,92,123.87759538338565,33.0099983215332,623.0599975585938,6354053.5,51293,0.0
adfg_Kuskokwim_Sonar,1987,92,155.36008823100482,1.0499999523162842,1774.6600341796875,17044866.0,109712,0.0
adfg_Bethel_Test_Fishery,1987,92,154.2597526508128,1.0499999523162842,1774.6600341796875,17137950.0,111098,0.0
OSM_George,1987,92,172.2130829015544,91.19999694824219,277.5199890136719,631505.375,3667,0.0
avf_Teslin,1987,92,227.85557755039451,18.0,1069.8599853515625,8172496.0,35867,0.0
avf_Yukon_mm,1987,92,196.01758273871854,18.0,2039.219970703125,16098140.0,82126,0.0
adfg_Kalskag_Fish_Wheel,1987,92,164.10994011728326,1.0499999523162842,1774.6600341796875,15867626.0,96689,0.0
usgs_15565447,1987,92,111.18560676433138,13.25,2319.68994140625,98148872.0,882748,0.0
Togiak_MFLR,1988,92,204.30574263649424,122.43000030517578,426.4599914550781,142196.796875,696,0.0
OSM_Henshaw,1988,92,117.60181710977702,102.41999816894531,140.36000061035156,205685.578125,1749,0.0
OSM_Sheenjek,1988,92,43.08958626760563,27.15999984741211,65.16999816894531,611872.125,14200,0.0
