name,year,doy,mean_swe_kgm2,min_swe_kgm2,max_swe_kgm2,sum_swe_kgm2,count,nodata_count
Togiak_MFLR,2019,92,16.76129311790968,0.0,113.05999755859375,11665.860010065138,696,0.0
OSM_Henshaw,2019,92,175.72884516773257,153.3800048828125,200.4199981689453,307349.75019836426,1749,0.0
OSM_Sheenjek,2019,92,67.42141268448091,35.029998779296875,135.13999938964844,957384.0601196289,14200,0.0
OSM_Gisasa,2019,92,153.1491458824945,72.62999725341797,217.24000549316406,215174.54996490479,1405,0.0
adfg_Rapids,2019,92,100.97685283355443,0.0,3026.260009765625,55288260.139367394,547534,0.0
avf_09EA001,2019,92,210.22481381691108,90.70999908447266,283.0799865722656,248065.28030395508,1180,0.0
OSM_Salmon_Pitka_Fork,2019,92,111.2726367264986,97.75,142.3300018310547,56971.590003967285,512,0.0
avf_Blind,2019,92,47.73935300041647,33.15999984741211,67.9000015258789,24347.070030212402,510,0.0
OSM_Tuluksak,2019,92,16.60761770331028,0.0,185.22999572753906,17288.530029146,1041,0.0
OSM_Kogrukluk,2019,92,36.276129610248965,5.869999885559082,222.1999969482422,74982.75990438461,2067,0.0
usgs-osm_Anvik,2019,92,90.93893271844067,1.6200000047683716,208.55999755859375,350205.829898715,3851,0.0
avf_09AH002,2019,92,30.654828726498405,14.329999923706055,56.77000045776367,36693.82998561859,1197,0.0
OSM_Unalakleet,2019,92,119.52816939362287,22.31999969482422,229.88999938964844,682983.9599151611,5714,0.0
OSM_Salcha,2019,92,63.646136649961385,2.4000000953674316,148.47999572753906,387477.6799249649,6088,0.0
avf_09DD002,2019,92,157.47576046843142,81.3499984741211,250.4499969482422,809740.3603286743,5142,0.0
OSM_Tatlawiksuk,2019,92,82.15411703170292,45.290000915527344,186.0800018310547,165622.6999359131,2016,0.0
OSM_Chena,2019,92,67.94725717601582,27.639999389648438,138.50999450683594,274982.54979133606,4047,0.0
OSM_Kwethluk,2019,92,28.831011227759188,0.0,224.1199951171875,56451.11998395249,1958,0.0
avf_09AH005,2019,92,39.28235406743551,12.0,78.80000305175781,144676.910030365,3683,0.0
avf_09AC002,2019,92,390.08328612715457,63.709999084472656,1060.8299560546875,1683209.3796386719,4315,0.0
OSM_Aniak,2019,92,58.35877212975875,0.0,211.1999969482422,240496.4999467358,4121,0.0
adfg_Eagle,2019,92,103.30646073518294,0.0,3026.260009765625,30938528.78035479,299483,0.0
OSM_Takotna,2019,92,137.1182805507327,102.8499984741211,255.86000061035156,315783.4001083374,2303,0.0
OSM_EF_Andreafsky,2019,92,56.23451498737817,0.0,204.4499969482422,105495.95011632144,1876,0.0
avf_09DD003,2019,92,118.6688604484526,42.709999084472656,271.04998779296875,4398817.319103241,37068,0.0
avf_09BC001,2019,92,68.9024796714126,22.75,221.47000122070312,3534214.8897857666,51293,0.0
adfg_Kuskokwim_Sonar,2019,92,101.42935292609806,0.0,1208.530029296875,11128017.168228071,109712,0.0
adfg_Bethel_Test_Fishery,2019,92,100.16397386296848,0.0,1208.530029296875,11128017.168228071,111098,0.0
OSM_George,2019,92,122.10993185009526,81.72000122070312,229.94000244140625,447777.1200942993,3667,0.0
avf_Teslin,2019,92,102.925172698419,19.459999084472656,297.0,3691617.1691741943,35867,0.0
avf_Yukon_mm,2019,92,124.81901674470946,0.0,3026.260009765625,10250886.569176009,82126,0.0
adfg_Kalskag_Fish_Wheel,2019,92,113.3323124461637,0.0,1208.530029296875,10957987.958107121,96689,0.0
usgs_15565447,2019,92,109.36898433839102,0.0,3026.260009765625,96545252.18674599,882748,0.0
Togiak_MFLR,2020,92,78.16893685001067,39.04999923706055,153.41000366210938,54405.58004760742,696,0.0
OSM_Henshaw,2020,92,124.78375638042469,100.5,178.6199951171875,218246.7899093628,1749,0.0
OSM_Sheenjek,2020,92,36.576785920908755,15.15999984741211,88.05000305175781,519390.3600769043,14200,0.0
OSM_Gisasa,2020,92,132.54271898371468,93.22000122070312,196.41000366210938,186222.52017211914,1405,0.0
adfg_Rapids,2020,92,156.52589331195676,15.15999984741211,3600.449951171875,85703248.46866894,547534,0.0
